TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,100000,0,90,12051923,12.051923
1024,64,100000,0,0,12135548,12.135548
1024,64,100000,0,30,12262613,12.262613
1024,64,100000,0,40,12290534,12.290534
1024,64,100000,0,100,12298699,12.298699
1024,64,100000,0,10,12314458,12.314458
1024,64,100000,0,70,12331390,12.33139
1024,64,100000,0,80,12370212,12.370212
1024,64,100000,0,20,12377685,12.377685
1024,64,100000,0,60,12388475,12.388475
1024,64,100000,0,50,12408102,12.408102
2048,64,100000,0,100,12827828,12.827828
1024,32,100000,0,50,12835271,12.835271
2048,64,100000,0,60,12850890,12.85089
1024,32,100000,0,40,12877248,12.877248
1024,32,100000,0,100,12878070,12.87807
1024,32,100000,0,80,12903647,12.903647
1024,32,100000,0,10,12904269,12.904269
2048,64,100000,0,90,12916822,12.916822
1024,32,100000,0,20,12922021,12.922021
2048,64,100000,0,30,12959129,12.959129
2048,64,100000,0,70,13020974,13.020974
2048,64,100000,0,0,13037475,13.037475
2048,64,100000,0,10,13042965,13.042965
1024,32,100000,0,0,13048104,13.048104
1024,32,100000,0,60,13085654,13.085654
1024,32,100000,0,90,13153850,13.15385
2048,64,100000,0,20,13163057,13.163057
1024,32,100000,0,30,13270726,13.270726
2048,64,100000,0,50,13353048,13.353048
1024,16,100000,0,20,13366613,13.366613
1024,16,100000,0,50,13372905,13.372905
1024,16,100000,0,70,13374889,13.374889
4096,64,100000,0,0,13416515,13.416515
4096,64,100000,0,40,13432334,13.432334
2048,64,100000,0,40,13448023,13.448023
1024,16,100000,0,100,13458042,13.458042
2048,32,100000,0,90,13478209,13.478209
4096,64,100000,0,30,13498577,13.498577
2048,32,100000,0,40,13510079,13.510079
4096,64,100000,0,70,13560652,13.560652
1024,16,100000,0,90,13560762,13.560762
1024,16,100000,0,80,13583394,13.583394
1024,16,100000,0,60,13583634,13.583634
1024,16,100000,0,40,13590757,13.590757
4096,64,100000,0,50,13623137,13.623137
1024,16,100000,0,0,13633516,13.633516
1024,16,100000,0,30,13647161,13.647161
2048,32,100000,0,100,13663151,13.663151
4096,64,100000,0,10,13672358,13.672358
2048,32,100000,0,20,13700099,13.700099
2048,32,100000,0,70,13723313,13.723313
4096,64,100000,0,90,13740815,13.740815
4096,64,100000,0,20,13753138,13.753138
2048,32,100000,0,80,13794985,13.794985
2048,32,100000,0,0,13802118,13.802118
8192,64,100000,0,90,13807969,13.807969
4096,64,100000,0,80,13822787,13.822787
4096,64,100000,0,60,13872268,13.872268
2048,16,100000,0,20,13875484,13.875484
8192,64,100000,0,30,13902203,13.902203
2048,32,100000,0,50,13904648,13.904648
4096,64,100000,0,100,13911199,13.911199
2048,32,100000,0,30,13916499,13.916499
1024,8,100000,0,80,13954911,13.954911
8192,64,100000,0,10,13955121,13.955121
4096,32,100000,0,40,13957826,13.957826
1024,8,100000,0,60,13958748,13.958748
4096,32,100000,0,100,13963315,13.963315
4096,32,100000,0,70,13972814,13.972814
1024,8,100000,0,70,13989524,13.989524
2048,16,100000,0,40,13997359,13.997359
1024,32,100000,0,70,14012286,14.012286
4096,32,100000,0,60,14029649,14.029649
8192,64,100000,0,70,14082215,14.082215
2048,32,100000,0,60,14090641,14.090641
1024,8,100000,0,40,14091303,14.091303
8192,64,100000,0,20,14092264,14.092264
4096,32,100000,0,90,14105259,14.105259
2048,16,100000,0,80,14112512,14.112512
2048,16,100000,0,0,14119034,14.119034
4096,32,100000,0,0,14129953,14.129953
2048,16,100000,0,30,14136255,14.136255
1024,8,100000,0,0,14146254,14.146254
1024,8,100000,0,30,14155140,14.15514
