TamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,segundos
1024,64,50,0,0,176797,0.176797
1024,64,50,0,20,177137,0.177137
1024,64,50,0,50,177468,0.177468
1024,64,50,0,30,178931,0.178931
1024,64,50,0,80,179111,0.179111
1024,64,50,0,60,179311,0.179311
1024,64,50,0,40,179732,0.179732
1024,64,50,0,70,181505,0.181505
1024,64,50,0,90,182166,0.182166
1024,64,50,0,10,195952,0.195952
1024,64,50,0,100,201473,0.201473
1024,32,50,0,0,292661,0.292661
2048,64,50,0,0,298602,0.298602
1024,32,50,0,100,300405,0.300405
2048,64,50,0,90,310625,0.310625
2048,64,50,0,70,313199,0.313199
1024,32,50,0,30,316845,0.316845
2048,64,50,0,50,317427,0.317427
4096,2,50,0,60,318058,0.318058
2048,64,50,0,30,318398,0.318398
1024,32,50,0,90,318900,0.3189
2048,64,50,0,100,324069,0.324069
4096,2,50,0,0,324630,0.32463
1024,32,50,0,80,325292,0.325292
2048,2,50,0,70,326954,0.326954
2048,64,50,0,40,328367,0.328367
4096,2,50,0,40,332415,0.332415
1024,2,50,0,10,332946,0.332946
4096,2,50,0,80,333275,0.333275
1024,32,50,0,70,333376,0.333376
2048,2,50,0,0,334308,0.334308
4096,2,50,0,70,335470,0.33547
2048,2,50,0,90,336121,0.336121
8192,2,50,0,30,337123,0.337123
4096,2,50,0,30,337404,0.337404
4096,2,50,0,50,337925,0.337925
1024,32,50,0,40,338195,0.338195
8192,2,50,0,0,338686,0.338686
2048,2,50,0,100,338816,0.338816
8192,2,50,0,100,338856,0.338856
1024,2,50,0,70,339237,0.339237
8192,2,50,0,90,339698,0.339698
1024,2,50,0,100,339738,0.339738
2048,2,50,0,30,340810,0.34081
4096,2,50,0,20,341090,0.34109
1024,2,50,0,90,341220,0.34122
1024,2,50,0,30,341400,0.3414
1024,2,50,0,50,341621,0.341621
1024,2,50,0,0,342703,0.342703
8192,2,50,0,40,343134,0.343134
8192,2,50,0,50,343836,0.343836
1024,2,50,0,80,344085,0.344085
8192,2,50,0,60,344156,0.344156
1024,32,50,0,20,344517,0.344517
4096,2,50,0,100,345157,0.345157
1024,32,50,0,10,345769,0.345769
2048,2,50,0,10,346981,0.346981
2048,2,50,0,20,347552,0.347552
8192,2,50,0,20,347722,0.347722
2048,64,50,0,80,348253,0.348253
1024,32,50,0,60,349035,0.349035
2048,64,50,0,60,349777,0.349777
2048,64,50,0,20,349887,0.349887
2048,2,50,0,40,350277,0.350277
1024,2,50,0,40,351079,0.351079
1024,32,50,0,50,351840,0.35184
8192,2,50,0,10,352331,0.352331
1024,2,50,0,60,354716,0.354716
2048,2,50,0,80,355668,0.355668
4096,2,50,0,90,356739,0.356739
2048,2,50,0,50,358162,0.358162
1024,2,50,0,20,358282,0.358282
8192,2,50,0,70,358843,0.358843
2048,64,50,0,10,359635,0.359635
2048,2,50,0,60,360256,0.360256
8192,2,50,0,80,361608,0.361608
1024,16,50,0,80,377507,0.377507
1024,16,50,0,70,377869,0.377869
1024,16,50,0,100,380042,0.380042
1024,16,50,0,90,381926,0.381926
1024,16,50,0,30,382237,0.382237
1024,16,50,0,20,382707,0.382707
2048,32,50,0,40,383659,0.383659
1024,16,50,0,40,385091,0.385091
2048,32,50,0,80,385843,0.385843
2048,32,50,0,0,385873,0.385873
2048,32,50,0,30,391924,0.391924
2048,32,50,0,70,392495,0.392495
1024,16,50,0,60,393487,0.393487
2048,32,50,0,50,393487,0.393487
4096,64,50,0,10,393737,0.393737
2048,32,50,0,90,393808,0.393808
2048,32,50,0,20,394700,0.3947
1024,16,50,0,0,394830,0.39483
4096,64,50,0,70,396603,0.396603
2048,32,50,0,60,396643,0.396643
1024,16,50,0,10,397054,0.397054
4096,64,50,0,60,397385,0.397385
4096,2,50,0,10,399639,0.399639
1024,16,50,0,50,402164,0.402164
2048,32,50,0,10,402443,0.402443
4096,64,50,0,100,404187,0.404187
