TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,30,0,60,126444,0.126444
1024,64,30,0,50,127456,0.127456
1024,64,30,0,10,127476,0.127476
1024,64,30,0,90,127947,0.127947
1024,64,30,0,70,129019,0.129019
1024,64,30,0,80,130260,0.13026
1024,64,30,0,30,131132,0.131132
1024,64,30,0,0,131453,0.131453
1024,64,30,0,40,131884,0.131884
1024,64,30,0,20,131934,0.131934
1024,64,30,0,100,145358,0.145358
1024,2,30,0,0,205650,0.20565
2048,2,30,0,90,220046,0.220046
4096,2,30,0,90,220087,0.220087
2048,2,30,0,0,222562,0.222562
8192,2,30,0,30,222631,0.222631
2048,2,30,0,100,223082,0.223082
2048,2,30,0,10,223152,0.223152
1024,2,30,0,100,223563,0.223563
1024,2,30,0,40,224986,0.224986
1024,4,30,0,90,225297,0.225297
4096,2,30,0,30,226469,0.226469
1024,2,30,0,60,226508,0.226508
4096,2,30,0,60,227049,0.227049
1024,2,30,0,50,227691,0.227691
2048,2,30,0,70,228091,0.228091
2048,4,30,0,100,228181,0.228181
4096,2,30,0,100,228422,0.228422
4096,4,30,0,100,228572,0.228572
2048,2,30,0,50,229124,0.229124
1024,2,30,0,80,230305,0.230305
1024,2,30,0,10,230306,0.230306
8192,2,30,0,20,230686,0.230686
8192,2,30,0,90,230737,0.230737
1024,4,30,0,60,230897,0.230897
8192,2,30,0,100,231077,0.231077
8192,2,30,0,50,231267,0.231267
4096,2,30,0,70,231288,0.231288
4096,2,30,0,10,232069,0.232069
8192,2,30,0,60,232269,0.232269
2048,2,30,0,30,232279,0.232279
4096,2,30,0,20,232289,0.232289
2048,4,30,0,70,232741,0.232741
8192,2,30,0,80,232760,0.23276
8192,2,30,0,10,232860,0.23286
8192,2,30,0,40,233612,0.233612
4096,2,30,0,50,234303,0.234303
4096,2,30,0,80,235034,0.235034
2048,4,30,0,30,235164,0.235164
8192,4,30,0,100,235174,0.235174
2048,2,30,0,60,235455,0.235455
4096,4,30,0,30,236137,0.236137
2048,4,30,0,50,236147,0.236147
2048,4,30,0,80,236227,0.236227
1024,4,30,0,70,236377,0.236377
4096,4,30,0,50,236377,0.236377
4096,4,30,0,40,236417,0.236417
8192,4,30,0,60,236697,0.236697
1024,4,30,0,80,236728,0.236728
1024,2,30,0,90,237309,0.237309
4096,4,30,0,20,237468,0.237468
1024,4,30,0,20,237639,0.237639
2048,4,30,0,90,237870,0.23787
1024,32,30,0,50,237879,0.237879
8192,4,30,0,30,237900,0.2379
4096,4,30,0,0,238240,0.23824
1024,2,30,0,20,238490,0.23849
4096,4,30,0,60,238711,0.238711
2048,4,30,0,10,238862,0.238862
2048,4,30,0,40,239022,0.239022
1024,32,30,0,0,239222,0.239222
4096,4,30,0,70,239793,0.239793
1024,32,30,0,100,239933,0.239933
4096,4,30,0,80,240204,0.240204
1024,4,30,0,40,240274,0.240274
2048,4,30,0,20,240614,0.240614
1024,4,30,0,100,241145,0.241145
2048,64,30,0,0,241326,0.241326
4096,4,30,0,10,241407,0.241407
1024,32,30,0,60,241497,0.241497
1024,4,30,0,30,241636,0.241636
1024,32,30,0,20,242248,0.242248
8192,4,30,0,90,242539,0.242539
8192,4,30,0,50,242608,0.242608
2048,2,30,0,40,243169,0.243169
2048,2,30,0,20,243540,0.24354
4096,4,30,0,90,244081,0.244081
8192,4,30,0,10,244682,0.244682
1024,2,30,0,30,245714,0.245714
1024,2,30,0,70,246185,0.246185
1024,32,30,0,30,246195,0.246195
1024,32,30,0,10,246425,0.246425
8192,4,30,0,80,247257,0.247257
1024,32,30,0,40,247457,0.247457
8192,4,30,0,20,247948,0.247948
2048,64,30,0,60,248149,0.248149
1024,32,30,0,90,248439,0.248439
8192,4,30,0,0,248689,0.248689
8192,2,30,0,0,248719,0.248719
2048,64,30,0,80,248890,0.24889
4096,2,30,0,40,248920,0.24892
1024,32,30,0,70,249040,0.24904
2048,64,30,0,30,249130,0.24913
2048,4,30,0,0,249712,0.249712
1024,32,30,0,80,250062,0.250062
2048,64,30,0,40,250663,0.250663
2048,4,30,0,60,251144,0.251144
2048,2,30,0,80,252156,0.252156
1024,4,30,0,0,252858,0.252858
8192,4,30,0,40,253679,0.253679
1024,4,30,0,10,253889,0.253889
8192,4,30,0,70,254190,0.25419
2048,64,30,0,90,254571,0.254571
4096,2,30,0,0,258207,0.258207
1024,4,30,0,50,259009,0.259009
2048,64,30,0,100,259249,0.259249
2048,64,30,0,50,261984,0.261984
2048,64,30,0,10,267243,0.267243
2048,64,30,0,20,270871,0.270871
2048,64,30,0,70,281159,0.281159
1024,16,30,0,100,301627,0.301627
1024,16,30,0,60,304012,0.304012
1024,16,30,0,0,304843,0.304843
4096,64,30,0,0,307588,0.307588
1024,16,30,0,80,309101,0.309101
1024,16,30,0,40,310504,0.310504
1024,16,30,0,10,311495,0.311495
1024,16,30,0,70,311867,0.311867
2048,32,30,0,40,313719,0.313719
2048,32,30,0,100,314522,0.314522
2048,32,30,0,50,314802,0.314802
1024,16,30,0,20,315062,0.315062
2048,32,30,0,30,315854,0.315854
1024,16,30,0,30,315954,0.315954
2048,32,30,0,0,316095,0.316095
2048,32,30,0,20,317426,0.317426
2048,32,30,0,60,318268,0.318268
2048,32,30,0,80,320823,0.320823
4096,64,30,0,10,322185,0.322185
2048,8,30,0,20,322747,0.322747
2048,8,30,0,60,323408,0.323408
2048,32,30,0,10,323989,0.323989
2048,32,30,0,70,323998,0.323998
4096,64,30,0,80,324219,0.324219
4096,64,30,0,40,324309,0.324309
4096,8,30,0,0,324770,0.32477
1024,16,30,0,90,324810,0.32481
2048,8,30,0,50,325000,0.325
4096,8,30,0,70,325361,0.325361
4096,32,30,0,60,326132,0.326132
4096,8,30,0,60,326814,0.326814
4096,64,30,0,20,327035,0.327035
4096,8,30,0,90,327355,0.327355
4096,64,30,0,50,327515,0.327515
4096,8,30,0,50,328336,0.328336
4096,64,30,0,70,328818,0.328818
4096,8,30,0,20,329029,0.329029
2048,8,30,0,0,329108,0.329108
2048,8,30,0,40,329459,0.329459
2048,8,30,0,30,330620,0.33062
1024,8,30,0,0,330721,0.330721
1024,16,30,0,50,331864,0.331864
8192,8,30,0,70,332525,0.332525
4096,8,30,0,10,332725,0.332725
4096,8,30,0,80,332805,0.332805
4096,64,30,0,30,333046,0.333046
8192,8,30,0,30,335099,0.335099
4096,64,30,0,90,335410,0.33541
4096,16,30,0,80,335560,0.33556
2048,16,30,0,90,335750,0.33575
8192,8,30,0,10,335961,0.335961
2048,16,30,0,10,336081,0.336081
2048,16,30,0,70,336192,0.336192
4096,8,30,0,40,336412,0.336412
8192,8,30,0,50,336532,0.336532
8192,8,30,0,80,336862,0.336862
8192,2,30,0,70,337093,0.337093
8192,16,30,0,60,337363,0.337363
8192,8,30,0,60,337494,0.337494
2048,32,30,0,90,337534,0.337534
2048,8,30,0,10,337754,0.337754
2048,8,30,0,90,337805,0.337805
2048,8,30,0,70,338195,0.338195
4096,16,30,0,10,338936,0.338936
4096,16,30,0,20,339478,0.339478
4096,64,30,0,60,339708,0.339708
4096,16,30,0,50,340590,0.34059
2048,16,30,0,0,340769,0.340769
4096,32,30,0,20,341131,0.341131
2048,16,30,0,40,341240,0.34124
1024,8,30,0,30,341531,0.341531
4096,32,30,0,80,341841,0.341841
2048,16,30,0,30,342052,0.342052
4096,64,30,0,100,343335,0.343335
8192,16,30,0,50,343454,0.343454
2048,16,30,0,60,343645,0.343645
4096,32,30,0,0,345839,0.345839
8192,32,30,0,0,345869,0.345869
4096,8,30,0,30,346140,0.34614
8192,32,30,0,90,346520,0.34652
4096,16,30,0,100,347211,0.347211
8192,16,30,0,10,347532,0.347532
8192,64,30,0,90,347812,0.347812
8192,8,30,0,40,348464,0.348464
8192,32,30,0,100,348504,0.348504
8192,8,30,0,20,349206,0.349206
8192,64,30,0,80,349717,0.349717
2048,16,30,0,50,349907,0.349907
8192,64,30,0,60,349977,0.349977
4096,32,30,0,50,350107,0.350107
8192,16,30,0,30,350567,0.350567
8192,16,30,0,90,351099,0.351099
8192,32,30,0,50,351399,0.351399
8192,8,30,0,100,351650,0.35165
8192,32,30,0,40,351981,0.351981
8192,8,30,0,0,352452,0.352452
1024,8,30,0,100,352952,0.352952
2048,16,30,0,100,352982,0.352982
1024,8,30,0,40,353142,0.353142
8192,32,30,0,30,353454,0.353454
1024,8,30,0,50,353614,0.353614
8192,64,30,0,70,353814,0.353814
8192,16,30,0,20,354025,0.354025
8192,32,30,0,10,354144,0.354144
4096,32,30,0,10,354315,0.354315
1024,8,30,0,80,354465,0.354465
4096,16,30,0,30,354725,0.354725
4096,16,30,0,0,354796,0.354796
8192,16,30,0,100,355808,0.355808
1024,8,30,0,70,356159,0.356159
2048,16,30,0,20,356168,0.356168
4096,32,30,0,90,356379,0.356379
1024,8,30,0,20,356549,0.356549
1024,8,30,0,90,356849,0.356849
8192,32,30,0,70,356899,0.356899
4096,16,30,0,70,357140,0.35714
1024,8,30,0,10,357200,0.3572
4096,16,30,0,60,357250,0.35725
1024,8,30,0,60,357871,0.357871
4096,16,30,0,90,358212,0.358212
4096,32,30,0,30,358283,0.358283
8192,64,30,0,10,358783,0.358783
8192,64,30,0,0,359705,0.359705
2048,16,30,0,80,360536,0.360536
8192,16,30,0,70,360767,0.360767
8192,16,30,0,40,361117,0.361117
4096,32,30,0,100,361718,0.361718
2048,8,30,0,100,362029,0.362029
8192,64,30,0,40,362199,0.362199
8192,32,30,0,60,363542,0.363542
8192,32,30,0,80,363592,0.363592
4096,8,30,0,100,365366,0.365366
8192,32,30,0,20,366267,0.366267
4096,16,30,0,40,367339,0.367339
4096,32,30,0,70,367960,0.36796
8192,64,30,0,30,371126,0.371126
8192,64,30,0,20,371476,0.371476
8192,64,30,0,100,371637,0.371637
4096,32,30,0,40,372439,0.372439
8192,64,30,0,50,372489,0.372489
8192,8,30,0,90,372960,0.37296
8192,16,30,0,80,376716,0.376716
2048,8,30,0,80,378359,0.378359
8192,16,30,0,0,388217,0.388217
