TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,1,0,80,44552,0.044552
1024,64,1,0,90,45023,0.045023
1024,64,1,0,60,45163,0.045163
1024,64,1,0,0,45173,0.045173
1024,64,1,0,30,45233,0.045233
1024,64,1,0,10,45364,0.045364
2048,64,1,0,40,45485,0.045485
2048,64,1,0,30,45575,0.045575
1024,32,1,0,10,45584,0.045584
1024,64,1,0,100,45674,0.045674
2048,64,1,0,80,45845,0.045845
1024,64,1,0,70,45905,0.045905
1024,64,1,0,20,45965,0.045965
2048,64,1,0,20,46045,0.046045
1024,64,1,0,40,46065,0.046065
1024,64,1,0,50,46176,0.046176
1024,32,1,0,90,46195,0.046195
1024,32,1,0,60,46426,0.046426
2048,64,1,0,100,46496,0.046496
2048,64,1,0,70,46576,0.046576
1024,32,1,0,30,46766,0.046766
1024,32,1,0,100,46796,0.046796
1024,16,1,0,100,46886,0.046886
1024,16,1,0,50,46957,0.046957
2048,64,1,0,10,47087,0.047087
1024,32,1,0,70,47107,0.047107
4096,64,1,0,60,47138,0.047138
1024,32,1,0,80,47167,0.047167
1024,32,1,0,20,47237,0.047237
4096,64,1,0,40,47277,0.047277
1024,16,1,0,10,47377,0.047377
2048,64,1,0,50,47508,0.047508
1024,32,1,0,0,47558,0.047558
1024,16,1,0,20,47578,0.047578
4096,64,1,0,80,47648,0.047648
1024,16,1,0,0,47768,0.047768
4096,64,1,0,20,47828,0.047828
2048,32,1,0,20,47859,0.047859
1024,16,1,0,80,47989,0.047989
2048,32,1,0,100,47998,0.047998
1024,16,1,0,70,48029,0.048029
8192,64,1,0,20,48179,0.048179
2048,32,1,0,70,48199,0.048199
2048,32,1,0,10,48289,0.048289
1024,8,1,0,0,48369,0.048369
4096,64,1,0,10,48410,0.04841
4096,64,1,0,90,48420,0.04842
1024,8,1,0,70,48470,0.04847
1024,4,1,0,10,48519,0.048519
1024,8,1,0,60,48640,0.04864
1024,16,1,0,40,48680,0.04868
1024,16,1,0,30,48720,0.04872
2048,16,1,0,30,48750,0.04875
4096,64,1,0,0,48790,0.04879
2048,32,1,0,40,48801,0.048801
4096,64,1,0,70,48810,0.04881
1024,8,1,0,30,48941,0.048941
2048,64,1,0,60,48950,0.04895
8192,64,1,0,60,48970,0.04897
1024,32,1,0,50,49041,0.049041
4096,32,1,0,10,49060,0.04906
4096,64,1,0,50,49081,0.049081
1024,16,1,0,60,49161,0.049161
2048,32,1,0,50,49191,0.049191
4096,32,1,0,80,49251,0.049251
2048,16,1,0,0,49261,0.049261
1024,4,1,0,0,49392,0.049392
1024,8,1,0,20,49561,0.049561
8192,64,1,0,30,49582,0.049582
8192,64,1,0,10,49672,0.049672
1024,4,1,0,60,49712,0.049712
1024,8,1,0,10,49712,0.049712
8192,64,1,0,80,49772,0.049772
2048,16,1,0,80,50022,0.050022
2048,32,1,0,30,50043,0.050043
2048,16,1,0,100,50112,0.050112
2048,8,1,0,50,50193,0.050193
1024,2,1,0,80,50293,0.050293
1024,8,1,0,50,50303,0.050303
4096,16,1,0,50,50363,0.050363
4096,32,1,0,30,50363,0.050363
1024,4,1,0,90,50403,0.050403
1024,8,1,0,90,50403,0.050403
4096,32,1,0,20,50484,0.050484
1024,2,1,0,100,50493,0.050493
4096,64,1,0,30,50503,0.050503
8192,64,1,0,100,50574,0.050574
4096,32,1,0,100,50604,0.050604
2048,32,1,0,60,50673,0.050673
1024,32,1,0,40,50703,0.050703
4096,32,1,0,90,50724,0.050724
1024,4,1,0,40,50734,0.050734
4096,32,1,0,40,50754,0.050754
4096,16,1,0,20,50774,0.050774
2048,8,1,0,30,50824,0.050824
2048,16,1,0,50,50824,0.050824
1024,4,1,0,30,50904,0.050904
1024,2,1,0,40,50914,0.050914
2048,32,1,0,0,50914,0.050914
2048,16,1,0,20,50924,0.050924
2048,16,1,0,70,51024,0.051024
1024,8,1,0,40,51045,0.051045
2048,8,1,0,10,51185,0.051185
1024,2,1,0,20,51204,0.051204
1024,4,1,0,50,51214,0.051214
2048,8,1,0,60,51215,0.051215
2048,32,1,0,90,51255,0.051255
8192,32,1,0,30,51255,0.051255
4096,32,1,0,70,51295,0.051295
4096,64,1,0,100,51315,0.051315
8192,32,1,0,60,51315,0.051315
2048,2,1,0,50,51345,0.051345
4096,32,1,0,50,51375,0.051375
4096,32,1,0,60,51395,0.051395
1024,4,1,0,70,51415,0.051415
8192,64,1,0,40,51425,0.051425
4096,8,1,0,20,51445,0.051445
2048,4,1,0,60,51455,0.051455
4096,16,1,0,80,51495,0.051495
2048,8,1,0,90,51525,0.051525
8192,64,1,0,70,51535,0.051535
1024,4,1,0,80,51536,0.051536
4096,16,1,0,0,51545,0.051545
2048,4,1,0,90,51645,0.051645
2048,8,1,0,80,51666,0.051666
2048,4,1,0,20,51685,0.051685
8192,32,1,0,50,51695,0.051695
2048,4,1,0,0,51746,0.051746
2048,8,1,0,40,51766,0.051766
8192,64,1,0,50,51786,0.051786
2048,2,1,0,40,51876,0.051876
4096,8,1,0,30,51926,0.051926
2048,16,1,0,60,51936,0.051936
8192,32,1,0,10,51976,0.051976
4096,2,1,0,20,51986,0.051986
2048,16,1,0,40,52016,0.052016
2048,2,1,0,100,52076,0.052076
8192,32,1,0,100,52126,0.052126
4096,16,1,0,10,52127,0.052127
2048,4,1,0,40,52156,0.052156
2048,8,1,0,70,52176,0.052176
4096,16,1,0,70,52226,0.052226
8192,16,1,0,70,52246,0.052246
1024,8,1,0,80,52257,0.052257
2048,8,1,0,0,52296,0.052296
4096,8,1,0,10,52307,0.052307
4096,16,1,0,60,52367,0.052367
2048,4,1,0,10,52447,0.052447
4096,16,1,0,40,52457,0.052457
2048,2,1,0,60,52487,0.052487
4096,4,1,0,80,52487,0.052487
2048,4,1,0,30,52557,0.052557
8192,16,1,0,0,52557,0.052557
8192,32,1,0,90,52617,0.052617
2048,4,1,0,80,52637,0.052637
8192,64,1,0,90,52637,0.052637
1024,2,1,0,30,52688,0.052688
1024,2,1,0,50,52697,0.052697
8192,32,1,0,20,52778,0.052778
8192,16,1,0,50,52828,0.052828
4096,4,1,0,10,52858,0.052858
8192,8,1,0,70,52888,0.052888
4096,8,1,0,90,52908,0.052908
4096,8,1,0,80,52968,0.052968
2048,2,1,0,0,52998,0.052998
8192,16,1,0,30,53028,0.053028
2048,4,1,0,70,53038,0.053038
4096,2,1,0,10,53148,0.053148
2048,2,1,0,10,53158,0.053158
8192,4,1,0,100,53178,0.053178
2048,2,1,0,80,53238,0.053238
2048,8,1,0,20,53239,0.053239
8192,8,1,0,20,53259,0.053259
1024,2,1,0,60,53279,0.053279
8192,16,1,0,40,53318,0.053318
2048,2,1,0,70,53319,0.053319
4096,8,1,0,0,53379,0.053379
8192,32,1,0,70,53408,0.053408
2048,8,1,0,100,53419,0.053419
8192,4,1,0,40,53469,0.053469
8192,8,1,0,30,53498,0.053498
1024,2,1,0,90,53559,0.053559
4096,4,1,0,70,53559,0.053559
4096,32,1,0,0,53559,0.053559
4096,16,1,0,100,53680,0.05368
4096,16,1,0,90,53739,0.053739
1024,2,1,0,70,53749,0.053749
2048,2,1,0,20,53769,0.053769
4096,2,1,0,80,53820,0.05382
1024,2,1,0,0,53839,0.053839
8192,4,1,0,60,53859,0.053859
4096,8,1,0,100,53999,0.053999
8192,16,1,0,100,54020,0.05402
2048,2,1,0,30,54080,0.05408
4096,4,1,0,90,54130,0.05413
4096,2,1,0,0,54140,0.05414
4096,2,1,0,30,54251,0.054251
4096,4,1,0,0,54341,0.054341
8192,16,1,0,80,54370,0.05437
8192,8,1,0,90,54421,0.054421
8192,16,1,0,60,54541,0.054541
8192,8,1,0,60,54641,0.054641
8192,8,1,0,40,54681,0.054681
8192,4,1,0,20,54701,0.054701
8192,16,1,0,20,54701,0.054701
2048,2,1,0,90,54711,0.054711
8192,16,1,0,90,54711,0.054711
2048,4,1,0,50,54721,0.054721
4096,4,1,0,60,54772,0.054772
8192,4,1,0,10,54781,0.054781
8192,32,1,0,80,54791,0.054791
4096,4,1,0,30,54851,0.054851
4096,4,1,0,40,54942,0.054942
8192,8,1,0,0,55022,0.055022
8192,8,1,0,80,55031,0.055031
4096,4,1,0,20,55091,0.055091
8192,8,1,0,50,55182,0.055182
8192,8,1,0,10,55332,0.055332
4096,8,1,0,60,55483,0.055483
8192,2,1,0,60,55533,0.055533
4096,2,1,0,60,55553,0.055553
4096,2,1,0,90,55593,0.055593
4096,8,1,0,40,55593,0.055593
2048,4,1,0,100,55673,0.055673
4096,2,1,0,100,55753,0.055753
4096,2,1,0,50,56143,0.056143
8192,4,1,0,70,56234,0.056234
8192,4,1,0,80,56415,0.056415
8192,4,1,0,90,56485,0.056485
4096,4,1,0,100,56544,0.056544
8192,4,1,0,50,56684,0.056684
8192,8,1,0,100,57036,0.057036
4096,2,1,0,70,57265,0.057265
4096,2,1,0,40,57586,0.057586
8192,2,1,0,40,57686,0.057686
8192,2,1,0,50,57717,0.057717
8192,2,1,0,100,57867,0.057867
8192,4,1,0,0,57907,0.057907
8192,2,1,0,0,58057,0.058057
8192,2,1,0,10,58488,0.058488
8192,2,1,0,20,59039,0.059039
8192,2,1,0,30,59330,0.05933
8192,2,1,0,90,59851,0.059851
8192,2,1,0,80,61274,0.061274
4096,8,1,0,70,61754,0.061754
1024,16,1,0,90,63568,0.063568
2048,16,1,0,10,63688,0.063688
1024,4,1,0,20,65762,0.065762
2048,16,1,0,90,65921,0.065921
8192,64,1,0,0,66323,0.066323
2048,32,1,0,80,67114,0.067114
4096,4,1,0,50,67264,0.067264
4096,8,1,0,50,67485,0.067485
8192,32,1,0,40,67875,0.067875
8192,32,1,0,0,67926,0.067926
2048,64,1,0,0,69078,0.069078
1024,4,1,0,100,69168,0.069168
4096,16,1,0,30,70260,0.07026
1024,2,1,0,10,70400,0.0704
2048,64,1,0,90,71923,0.071923
8192,4,1,0,30,74828,0.074828
1024,8,1,0,100,77263,0.077263
8192,2,1,0,70,77764,0.077764
8192,16,1,0,10,85758,0.085758
