TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,1000000,0,70,43265229,43.265229
1024,64,1000000,0,20,43385972,43.385972
1024,64,1000000,0,40,43591483,43.591483
1024,64,1000000,0,90,43620405,43.620405
1024,64,1000000,0,10,43638128,43.638128
1024,64,1000000,0,80,43742110,43.74211
1024,64,1000000,0,30,43833429,43.833429
1024,64,1000000,0,100,43837156,43.837156
1024,64,1000000,0,50,43903890,43.90389
1024,64,1000000,0,0,43911964,43.911964
1024,64,1000000,0,60,44439470,44.43947
1024,32,1000000,0,0,48720972,48.720972
1024,32,1000000,0,50,48867914,48.867914
1024,32,1000000,0,100,49007041,49.007041
1024,32,1000000,0,90,49032027,49.032027
1024,32,1000000,0,20,49052485,49.052485
1024,32,1000000,0,60,49099051,49.099051
1024,32,1000000,0,30,49118296,49.118296
1024,32,1000000,0,70,49152199,49.152199
1024,32,1000000,0,40,49282439,49.282439
1024,32,1000000,0,10,49297758,49.297758
2048,64,1000000,0,0,49333484,49.333484
2048,64,1000000,0,60,49363109,49.363109
2048,64,1000000,0,50,49395098,49.395098
2048,64,1000000,0,20,49439981,49.439981
2048,64,1000000,0,80,49495784,49.495784
2048,64,1000000,0,70,49542661,49.542661
2048,64,1000000,0,30,49662712,49.662712
2048,64,1000000,0,40,49726902,49.726902
2048,64,1000000,0,10,49762317,49.762317
2048,64,1000000,0,100,49945996,49.945996
2048,64,1000000,0,90,51200234,51.200234
1024,32,1000000,0,80,51989593,51.989593
2048,32,1000000,0,20,54104030,54.10403
2048,32,1000000,0,70,54119028,54.119028
2048,32,1000000,0,80,54278353,54.278353
2048,32,1000000,0,60,54573288,54.573288
4096,64,1000000,0,20,54580792,54.580792
2048,32,1000000,0,90,54584458,54.584458
2048,32,1000000,0,30,54690725,54.690725
4096,64,1000000,0,80,54764351,54.764351
2048,32,1000000,0,10,54963519,54.963519
4096,64,1000000,0,40,55044769,55.044769
2048,32,1000000,0,40,55110410,55.11041
2048,32,1000000,0,100,55125028,55.125028
4096,64,1000000,0,50,55200888,55.200888
4096,64,1000000,0,60,55215084,55.215084
4096,64,1000000,0,30,55260849,55.260849
1024,16,1000000,0,10,55261109,55.261109
4096,64,1000000,0,10,55285413,55.285413
4096,64,1000000,0,0,55285924,55.285924
2048,32,1000000,0,0,55299840,55.29984
4096,64,1000000,0,90,55389417,55.389417
4096,64,1000000,0,70,55392422,55.392422
4096,64,1000000,0,100,55431785,55.431785
1024,16,1000000,0,40,55480384,55.480384
1024,16,1000000,0,90,55613881,55.613881
1024,16,1000000,0,80,55674823,55.674823
1024,16,1000000,0,0,55742749,55.742749
1024,16,1000000,0,70,55847253,55.847253
1024,16,1000000,0,50,55939582,55.939582
1024,16,1000000,0,20,56066197,56.066197
1024,16,1000000,0,100,56098657,56.098657
1024,16,1000000,0,30,56169438,56.169438
1024,16,1000000,0,60,56251279,56.251279
2048,32,1000000,0,50,56980937,56.980937
4096,32,1000000,0,0,59632919,59.632919
4096,32,1000000,0,70,59968749,59.968749
8192,64,1000000,0,0,60238057,60.238057
4096,32,1000000,0,50,60291195,60.291195
4096,32,1000000,0,20,60403232,60.403232
4096,32,1000000,0,100,60406719,60.406719
