TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,100,0,30,300365,0.300365
1024,64,100,0,40,301527,0.301527
1024,64,100,0,70,302269,0.302269
1024,64,100,0,10,304182,0.304182
1024,64,100,0,80,305043,0.305043
1024,64,100,0,20,309122,0.309122
1024,64,100,0,90,313669,0.313669
1024,64,100,0,0,315303,0.315303
1024,64,100,0,60,316004,0.316004
1024,64,100,0,100,322697,0.322697
1024,64,100,0,50,327565,0.327565
2048,64,100,0,20,440824,0.440824
1024,32,100,0,90,444150,0.44415
1024,32,100,0,70,444662,0.444662
2048,64,100,0,30,444792,0.444792
1024,32,100,0,100,446716,0.446716
1024,32,100,0,0,447017,0.447017
2048,64,100,0,70,448378,0.448378
2048,64,100,0,40,449020,0.44902
1024,32,100,0,20,453368,0.453368
2048,64,100,0,100,455041,0.455041
1024,32,100,0,50,455843,0.455843
1024,32,100,0,30,457706,0.457706
2048,64,100,0,60,458076,0.458076
2048,64,100,0,90,458607,0.458607
2048,64,100,0,10,458698,0.458698
2048,64,100,0,50,460001,0.460001
2048,64,100,0,80,460501,0.460501
1024,32,100,0,10,471392,0.471392
2048,64,100,0,0,486890,0.48689
1024,32,100,0,40,496277,0.496277
1024,32,100,0,80,518798,0.518798
1024,16,100,0,30,543465,0.543465
1024,16,100,0,80,557480,0.55748
1024,16,100,0,100,557651,0.557651
2048,32,100,0,100,559835,0.559835
2048,32,100,0,0,560666,0.560666
1024,16,100,0,0,561738,0.561738
2048,32,100,0,40,563601,0.563601
1024,16,100,0,50,564493,0.564493
1024,16,100,0,60,565485,0.565485
2048,32,100,0,80,565536,0.565536
2048,32,100,0,50,566607,0.566607
1024,16,100,0,10,569403,0.569403
2048,32,100,0,70,569542,0.569542
4096,64,100,0,0,570935,0.570935
2048,32,100,0,10,572277,0.572277
2048,32,100,0,20,575543,0.575543
1024,16,100,0,90,576485,0.576485
1024,16,100,0,20,582857,0.582857
1024,16,100,0,70,585573,0.585573
1024,16,100,0,40,587166,0.587166
2048,32,100,0,90,591443,0.591443
2048,32,100,0,30,594408,0.594408
4096,64,100,0,40,596071,0.596071
4096,64,100,0,70,597555,0.597555
4096,2,100,0,0,598837,0.598837
4096,64,100,0,90,599358,0.599358
4096,64,100,0,80,601171,0.601171
2048,32,100,0,60,601812,0.601812
4096,64,100,0,20,605168,0.605168
4096,64,100,0,10,605890,0.60589
2048,2,100,0,0,608394,0.608394
4096,64,100,0,50,609737,0.609737
4096,64,100,0,100,614465,0.614465
4096,64,100,0,30,614716,0.614716
