TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
4096,8,10,0,30,121705,0.121705
2048,16,10,0,90,122005,0.122005
4096,16,10,0,70,122226,0.122226
2048,16,10,0,50,122236,0.122236
2048,16,10,0,40,122727,0.122727
1024,4,10,0,80,123197,0.123197
8192,8,10,0,100,123599,0.123599
1024,16,10,0,90,123758,0.123758
8192,16,10,0,100,123829,0.123829
4096,16,10,0,10,124130,0.12413
4096,16,10,0,30,124159,0.124159
4096,16,10,0,50,124230,0.12423
4096,16,10,0,60,124450,0.12445
2048,16,10,0,20,124480,0.12448
8192,8,10,0,20,124750,0.12475
4096,16,10,0,90,124901,0.124901
4096,16,10,0,40,125091,0.125091
4096,16,10,0,80,125492,0.125492
4096,16,10,0,20,125602,0.125602
4096,16,10,0,100,126313,0.126313
8192,16,10,0,30,126935,0.126935
8192,16,10,0,50,127446,0.127446
2048,16,10,0,70,127786,0.127786
8192,16,10,0,20,128287,0.128287
8192,16,10,0,90,128347,0.128347
1024,8,10,0,60,129569,0.129569
4096,2,10,0,50,129971,0.129971
2048,8,10,0,80,130782,0.130782
8192,8,10,0,50,131624,0.131624
8192,8,10,0,30,132264,0.132264
8192,8,10,0,10,134749,0.134749
4096,8,10,0,10,135029,0.135029
4096,8,10,0,100,135400,0.1354
8192,2,10,0,90,136152,0.136152
1024,16,10,0,80,140790,0.14079
8192,16,10,0,40,141902,0.141902
2048,4,10,0,100,142313,0.142313
8192,16,10,0,60,142343,0.142343
8192,16,10,0,10,142834,0.142834
1024,8,10,0,100,144587,0.144587
1024,16,10,0,60,145148,0.145148
8192,16,10,0,80,147332,0.147332
8192,64,10,0,0,160226,0.160226
2048,32,10,0,0,162170,0.16217
4096,32,10,0,0,162350,0.16235
2048,64,10,0,0,163412,0.163412
4096,64,10,0,0,163823,0.163823
1024,32,10,0,70,164444,0.164444
2048,32,10,0,30,164735,0.164735
8192,32,10,0,0,165325,0.165325
1024,32,10,0,0,165556,0.165556
4096,64,10,0,70,166178,0.166178
1024,32,10,0,20,166198,0.166198
2048,64,10,0,90,166328,0.166328
