TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,10000,0,0,5528948,5.528948
1024,64,10000,0,40,5557481,5.557481
1024,64,10000,0,90,5579972,5.579972
1024,64,10000,0,30,5621178,5.621178
1024,64,10000,0,60,5621680,5.62168
1024,64,10000,0,70,5652146,5.652146
1024,64,10000,0,10,5653558,5.653558
1024,64,10000,0,100,5714261,5.714261
1024,64,10000,0,80,5732103,5.732103
1024,64,10000,0,20,5740980,5.74098
1024,64,10000,0,50,5764443,5.764443
1024,32,10000,0,80,6027109,6.027109
1024,32,10000,0,0,6047827,6.047827
1024,32,10000,0,20,6083694,6.083694
2048,64,10000,0,0,6085938,6.085938
1024,32,10000,0,40,6091518,6.091518
2048,64,10000,0,80,6095525,6.095525
2048,64,10000,0,100,6134387,6.134387
1024,32,10000,0,30,6137493,6.137493
2048,64,10000,0,30,6138073,6.138073
2048,64,10000,0,60,6140890,6.14089
2048,64,10000,0,20,6147822,6.147822
2048,64,10000,0,40,6149044,6.149044
1024,32,10000,0,50,6149936,6.149936
1024,32,10000,0,60,6151248,6.151248
2048,64,10000,0,90,6170734,6.170734
1024,32,10000,0,90,6171696,6.171696
2048,64,10000,0,10,6174041,6.174041
1024,32,10000,0,100,6176194,6.176194
1024,32,10000,0,10,6196622,6.196622
2048,64,10000,0,50,6201160,6.20116
1024,32,10000,0,70,6212221,6.212221
2048,64,10000,0,70,6220586,6.220586
1024,16,10000,0,20,6255291,6.255291
1024,16,10000,0,30,6291438,6.291438
1024,16,10000,0,0,6328996,6.328996
1024,16,10000,0,70,6375303,6.375303
4096,64,10000,0,0,6395640,6.39564
2048,32,10000,0,10,6396121,6.396121
1024,16,10000,0,90,6400859,6.400859
2048,32,10000,0,70,6401220,6.40122
2048,32,10000,0,50,6409335,6.409335
2048,32,10000,0,20,6420385,6.420385
2048,32,10000,0,0,6432558,6.432558
2048,32,10000,0,60,6458245,6.458245
1024,16,10000,0,40,6470858,6.470858
2048,32,10000,0,100,6490816,6.490816
4096,64,10000,0,60,6496786,6.496786
4096,64,10000,0,10,6502848,6.502848
1024,16,10000,0,50,6506695,6.506695
1024,16,10000,0,60,6509690,6.50969
2048,32,10000,0,40,6524027,6.524027
2048,32,10000,0,80,6527403,6.527403
1024,16,10000,0,10,6527614,6.527614
4096,64,10000,0,100,6530509,6.530509
4096,64,10000,0,90,6550416,6.550416
4096,64,10000,0,50,6566426,6.566426
4096,64,10000,0,70,6572066,6.572066
4096,64,10000,0,80,6577857,6.577857
4096,64,10000,0,40,6604515,6.604515
4096,64,10000,0,20,6629512,6.629512
4096,64,10000,0,30,6754343,6.754343
1024,16,10000,0,80,6768850,6.76885
1024,16,10000,0,100,6793084,6.793084
4096,32,10000,0,50,6797062,6.797062
2048,32,10000,0,90,6804545,6.804545
8192,64,10000,0,0,6827768,6.827768
4096,32,10000,0,60,6847124,6.847124
4096,32,10000,0,90,6847725,6.847725
4096,32,10000,0,70,6861961,6.861961
4096,32,10000,0,100,6885214,6.885214
4096,32,10000,0,30,6895704,6.895704
8192,64,10000,0,100,6897678,6.897678
4096,32,10000,0,20,6903468,6.903468
8192,64,10000,0,10,6910682,6.910682
8192,64,10000,0,60,6919488,6.919488
8192,64,10000,0,80,6919929,6.919929
4096,32,10000,0,10,6921662,6.921662
2048,16,10000,0,70,6923225,6.923225
2048,16,10000,0,30,6934105,6.934105
1024,8,10000,0,40,6943292,6.943292
8192,64,10000,0,50,6953681,6.953681
8192,64,10000,0,70,6961906,6.961906
1024,8,10000,0,70,6963199,6.963199
8192,64,10000,0,90,6972436,6.972436
1024,8,10000,0,20,6979850,6.97985
2048,16,10000,0,90,6985260,6.98526
2048,16,10000,0,50,6986492,6.986492
2048,16,10000,0,60,6995178,6.995178
2048,16,10000,0,20,6999776,6.999776
1024,8,10000,0,90,7012199,7.012199
2048,16,10000,0,100,7016307,7.016307
2048,16,10000,0,40,7024993,7.024993
2048,16,10000,0,10,7025323,7.025323
1024,8,10000,0,80,7026436,7.026436
1024,8,10000,0,60,7027217,7.027217
1024,8,10000,0,10,7029822,7.029822
8192,64,10000,0,20,7034540,7.03454
1024,8,10000,0,100,7034601,7.034601
8192,64,10000,0,30,7046603,7.046603
