TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,8,1000,0,30,2880323,2.880323
1024,2,1000,0,0,2888468,2.888468
8192,64,1000,0,20,2891514,2.891514
4096,16,1000,0,0,2892926,2.892926
2048,4,1000,0,50,2895531,2.895531
1024,2,1000,0,60,2898217,2.898217
8192,32,1000,0,50,2898697,2.898697
8192,32,1000,0,80,2901523,2.901523
2048,4,1000,0,40,2903085,2.903085
1024,8,1000,0,60,2903195,2.903195
1024,4,1000,0,10,2905039,2.905039
2048,8,1000,0,20,2905711,2.905711
8192,32,1000,0,60,2906030,2.90603
2048,4,1000,0,10,2913594,2.913594
8192,32,1000,0,70,2920518,2.920518
2048,2,1000,0,30,2922021,2.922021
4096,16,1000,0,50,2923393,2.923393
4096,16,1000,0,40,2924855,2.924855
2048,8,1000,0,40,2930366,2.930366
1024,4,1000,0,90,2934443,2.934443
1024,2,1000,0,90,2934664,2.934664
2048,2,1000,0,60,2941736,2.941736
2048,2,1000,0,70,2948710,2.94871
4096,8,1000,0,80,2949691,2.949691
4096,16,1000,0,30,2953288,2.953288
2048,8,1000,0,60,2960211,2.960211
8192,32,1000,0,0,2961683,2.961683
1024,4,1000,0,50,2965059,2.965059
2048,8,1000,0,70,2970139,2.970139
2048,8,1000,0,100,2973234,2.973234
4096,8,1000,0,10,2976982,2.976982
4096,8,1000,0,50,2991989,2.991989
4096,8,1000,0,40,2992350,2.99235
2048,2,1000,0,90,2992610,2.99261
2048,2,1000,0,50,2994584,2.994584
1024,4,1000,0,70,2996187,2.996187
8192,32,1000,0,90,2996368,2.996368
2048,4,1000,0,70,3007529,3.007529
2048,8,1000,0,10,3010894,3.010894
4096,8,1000,0,0,3012587,3.012587
8192,16,1000,0,90,3013389,3.013389
4096,8,1000,0,100,3015904,3.015904
2048,4,1000,0,60,3018328,3.018328
1024,4,1000,0,80,3019440,3.01944
2048,2,1000,0,0,3020783,3.020783
2048,4,1000,0,90,3024499,3.024499
4096,8,1000,0,90,3037664,3.037664
2048,4,1000,0,30,3039167,3.039167
2048,4,1000,0,80,3046150,3.04615
2048,2,1000,0,10,3049826,3.049826
2048,4,1000,0,0,3054335,3.054335
2048,8,1000,0,30,3059013,3.059013
1024,2,1000,0,70,3059144,3.059144
2048,4,1000,0,20,3074011,3.074011
2048,16,1000,0,40,3087747,3.087747
2048,8,1000,0,80,3098827,3.098827
2048,2,1000,0,100,3101672,3.101672
2048,2,1000,0,20,3103185,3.103185
2048,2,1000,0,80,3175779,3.175779
1024,8,1000,0,50,3203260,3.20326
2048,2,1000,0,40,3220251,3.220251
1024,2,1000,0,80,3237553,3.237553
4096,4,1000,0,10,3268491,3.268491
4096,4,1000,0,90,3281334,3.281334
4096,2,1000,0,60,3307473,3.307473
4096,4,1000,0,0,3309807,3.309807
4096,4,1000,0,60,3327199,3.327199
8192,16,1000,0,60,3337959,3.337959
8192,16,1000,0,50,3351654,3.351654
4096,4,1000,0,100,3364929,3.364929
4096,4,1000,0,70,3372443,3.372443
4096,2,1000,0,50,3375488,3.375488
4096,2,1000,0,80,3401616,3.401616
8192,2,1000,0,50,3414170,3.41417
4096,4,1000,0,30,3428446,3.428446
4096,4,1000,0,50,3436751,3.436751
8192,2,1000,0,70,3441329,3.441329
8192,2,1000,0,100,3443784,3.443784
4096,8,1000,0,60,3459172,3.459172
4096,2,1000,0,0,3460406,3.460406
4096,4,1000,0,80,3462649,3.462649
8192,2,1000,0,30,3468781,3.468781
4096,2,1000,0,100,3479680,3.47968
8192,2,1000,0,40,3481304,3.481304
8192,2,1000,0,90,3482626,3.482626
4096,8,1000,0,20,3483307,3.483307
8192,16,1000,0,30,3504346,3.504346
4096,2,1000,0,30,3505508,3.505508
4096,8,1000,0,70,3507522,3.507522
4096,8,1000,0,30,3531517,3.531517
4096,2,1000,0,90,3535774,3.535774
8192,2,1000,0,0,3539371,3.539371
4096,2,1000,0,10,3554730,3.55473
8192,16,1000,0,40,3565008,3.565008
1024,16,1000,0,30,3567723,3.567723
8192,16,1000,0,80,3577302,3.577302
8192,16,1000,0,0,3579926,3.579926
8192,16,1000,0,100,3592289,3.592289
4096,2,1000,0,70,3596717,3.596717
8192,8,1000,0,30,3609461,3.609461
8192,4,1000,0,20,3609471,3.609471
8192,16,1000,0,20,3621383,3.621383
8192,4,1000,0,100,3624208,3.624208
8192,2,1000,0,10,3644606,3.644606
8192,16,1000,0,70,3648163,3.648163
8192,4,1000,0,70,3649845,3.649845
8192,4,1000,0,10,3664803,3.664803
8192,2,1000,0,80,3665083,3.665083
8192,4,1000,0,90,3689639,3.689639
8192,2,1000,0,20,3692664,3.692664
8192,2,1000,0,60,3697793,3.697793
4096,2,1000,0,40,3710648,3.710648
8192,4,1000,0,0,3730675,3.730675
8192,4,1000,0,30,3744169,3.744169
8192,16,1000,0,10,3799361,3.799361
2048,16,1000,0,90,3800473,3.800473
8192,4,1000,0,80,3800584,3.800584
4096,2,1000,0,20,3812686,3.812686
4096,4,1000,0,40,3814179,3.814179
8192,8,1000,0,0,3826872,3.826872
8192,8,1000,0,100,3827323,3.827323
8192,4,1000,0,40,3841459,3.841459
8192,4,1000,0,50,3876765,3.876765
8192,8,1000,0,40,3889168,3.889168
8192,8,1000,0,70,3977741,3.977741
8192,8,1000,0,10,4044855,4.044855
8192,8,1000,0,90,4057930,4.05793
8192,4,1000,0,60,4064061,4.064061
8192,8,1000,0,60,4108213,4.108213
8192,8,1000,0,50,4153706,4.153706
8192,8,1000,0,20,4166681,4.166681
8192,8,1000,0,80,4184935,4.184935
4096,4,1000,0,20,4945470,4.94547
