tamanhoBuffer,min,max,numExecucao,numRemocao,numCompactacao,garbagePercent,bloco,tamanhoMedioReq,tamanhoMedioBloco,tempo
8192,16,1024,1000,72,981,90,1,514,514,65358160
16384,16,1024,1000,35,967,90,1,513,513,79470420
16384,16,1024,1000,36,991,90,1,519,519,68211638
16384,16,1024,1000,35,974,90,1,514,514,67709941
16384,16,1024,1000,36,977,90,1,521,521,68263225
16384,16,1024,1000,37,989,90,1,529,529,75086256
16384,16,1024,1000,37,972,90,1,543,543,66757538
16384,16,1024,1000,35,983,90,1,505,505,74805300
16384,16,1024,1000,37,987,90,1,524,524,71596496
16384,16,1024,1000,36,985,90,1,513,513,65318697
16384,16,1024,1000,37,987,90,1,531,531,66103552
1024,16,1024,1000,681,997,100,1,528,528,64519471
1024,16,1024,1000,674,998,100,1,511,511,69876754
1024,16,1024,1000,669,998,100,1,507,507,77689348
1024,16,1024,1000,678,997,100,1,514,514,75277822
1024,16,1024,1000,678,998,100,1,519,519,69797184
1024,16,1024,1000,664,998,100,1,515,515,71675392
1024,16,1024,1000,691,998,100,1,531,531,65209939
1024,16,1024,1000,689,998,100,1,520,520,63910247
1024,16,1024,1000,665,997,100,1,512,512,62504621
1024,16,1024,1000,698,998,100,1,533,533,74303135
2048,16,1024,1000,308,998,100,1,531,531,61200776
2048,16,1024,1000,297,997,100,1,510,510,62946848
2048,16,1024,1000,313,998,100,1,530,530,66887461
2048,16,1024,1000,303,996,100,1,520,520,62290449
2048,16,1024,1000,314,997,100,1,538,538,62371394
2048,16,1024,1000,299,995,100,1,521,521,61003654
2048,16,1024,1000,300,997,100,1,513,513,62794599
2048,16,1024,1000,307,996,100,1,529,529,64064593
2048,16,1024,1000,304,998,100,1,528,528,60856148
2048,16,1024,1000,293,997,100,1,509,509,60494080
4096,16,1024,1000,138,992,100,1,521,521,70876594
4096,16,1024,1000,135,996,100,1,513,513,62154813
4096,16,1024,1000,138,993,100,1,516,516,62510512
4096,16,1024,1000,138,995,100,1,515,515,66929276
4096,16,1024,1000,138,998,100,1,521,521,63067333
4096,16,1024,1000,137,997,100,1,514,514,62137311
4096,16,1024,1000,136,993,100,1,512,512,65424630
4096,16,1024,1000,143,995,100,1,537,537,67652951
4096,16,1024,1000,137,996,100,1,517,517,64036765
4096,16,1024,1000,137,993,100,1,516,516,61074115
8192,16,1024,1000,64,985,100,1,507,507,70265575
8192,16,1024,1000,65,994,100,1,511,511,64442876
8192,16,1024,1000,67,993,100,1,528,528,65872796
8192,16,1024,1000,67,988,100,1,528,528,68463691
8192,16,1024,1000,67,998,100,1,524,524,68677461
8192,16,1024,1000,65,984,100,1,521,521,65738565
8192,16,1024,1000,66,988,100,1,521,521,70849919
8192,16,1024,1000,68,997,100,1,534,534,70855515
8192,16,1024,1000,65,988,100,1,512,512,62996372
8192,16,1024,1000,67,998,100,1,526,526,69369173
16384,16,1024,1000,33,987,100,1,536,536,71865188
16384,16,1024,1000,32,994,100,1,515,515,69382135
16384,16,1024,1000,32,983,100,1,519,519,68883097
16384,16,1024,1000,33,993,100,1,534,534,66178232
16384,16,1024,1000,32,978,100,1,526,526,74498490
16384,16,1024,1000,32,986,100,1,519,519,70451098
16384,16,1024,1000,32,971,100,1,525,525,68776995
16384,16,1024,1000,31,990,100,1,500,500,77910301
16384,16,1024,1000,32,994,100,1,519,519,68808649
16384,16,1024,1000,32,974,100,1,521,521,67609211
