1024,2,1,1,0.0,1598054
1024,2,1,1,10.0,1508368
1024,2,1,1,20.0,1539756
1024,2,1,1,30.0,1455520
1024,2,1,1,40.0,1541429
1024,2,1,1,50.0,1620334
1024,2,1,1,60.0,1545366
1024,2,1,1,70.0,1544565
1024,2,1,1,80.0,1398956
1024,2,1,1,90.0,1446954
1024,2,1,1,100.0,1513588
1024,2,1,2,0.0,1898018
1024,2,1,2,10.0,1710521
1024,2,1,2,20.0,1900742
1024,2,1,2,30.0,1922493
1024,2,1,2,40.0,1940827
1024,2,1,2,50.0,1943131
1024,2,1,2,60.0,1878041
1024,2,1,2,80.0,1981191
1024,2,1,2,90.0,1835372
1024,2,1,4,0.0,2527461
1024,2,1,4,10.0,2789205
1024,2,1,4,20.0,2835159
1024,2,1,4,30.0,2553269
