1024,2,50,1,0.0,942993
1024,2,50,1,10.0,874366
1024,2,50,1,20.0,834151
1024,2,50,1,30.0,875528
1024,2,50,1,40.0,937963
1024,2,50,1,50.0,887791
1024,2,50,1,60.0,827659
1024,2,50,1,70.0,828642
1024,2,50,1,80.0,878233
1024,2,50,1,90.0,904161
1024,2,50,1,100.0,839331
1024,2,50,2,0.0,1064517
1024,2,50,2,10.0,1038499
1024,2,50,2,20.0,1015086
1024,2,50,2,30.0,1024293
1024,2,50,2,40.0,1064027
1024,2,50,2,50.0,996962
1024,2,50,2,60.0,1023823
1024,2,50,2,70.0,1020646
1024,2,50,2,80.0,1057895
1024,2,50,2,90.0,998876
1024,2,50,2,100.0,1034381
1024,2,50,4,0.0,1288862
1024,2,50,4,10.0,1283052
1024,2,50,4,20.0,1297638
1024,2,50,4,30.0,1320691
1024,2,50,4,40.0,1375502
1024,2,50,4,50.0,1310391
1024,2,50,4,60.0,1347611
1024,2,50,4,70.0,1314449
1024,2,50,4,80.0,1305082
1024,2,50,4,90.0,1320300
1024,2,50,4,100.0,1347310
1024,2,50,8,0.0,1822288
1024,2,50,8,10.0,1891535
1024,2,50,8,20.0,1844179
1024,2,50,8,30.0,1927953
1024,2,50,8,40.0,1837656
1024,2,50,8,50.0,2010535
1024,2,50,8,60.0,1846883
1024,2,50,8,70.0,1823620
1024,2,50,8,80.0,1933263
1024,2,50,8,90.0,1849559
1024,2,50,8,100.0,1817559
1024,2,50,16,0.0,2791238
1024,2,50,16,10.0,2633326
1024,2,50,16,20.0,2549472
1024,2,50,16,30.0,2537429
1024,2,50,16,40.0,2802309
1024,2,50,16,50.0,2764489
1024,2,50,16,60.0,2544703
1024,2,50,16,70.0,2822617
1024,2,50,16,80.0,2720678
1024,2,50,16,90.0,2590367
1024,2,50,16,100.0,2621185
1024,2,50,32,0.0,4203669
1024,2,50,32,10.0,4052570
1024,2,50,32,20.0,4209610
1024,2,50,32,30.0,4034407
1024,2,50,32,40.0,4222454
1024,2,50,32,50.0,4210832
