TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
8192,8,100,2,60,998275,0.998275
1024,4,100,2,10,998435,0.998435
2048,32,100,2,80,998455,0.998455
4096,8,100,2,30,998776,0.998776
1024,8,100,2,50,998815,0.998815
8192,32,100,2,60,999057,0.999057
1024,32,100,2,80,999196,0.999196
4096,4,100,2,80,999267,0.999267
2048,32,100,2,30,999377,0.999377
2048,8,100,2,100,999467,0.999467
8192,2,100,2,10,999738,0.999738
2048,32,100,2,100,999748,0.999748
1024,2,100,2,30,999958,0.999958
2048,4,100,2,50,1000269,1.000269
1024,32,100,2,70,1000278,1.000278
2048,2,100,2,70,1000630,1.00063
1024,8,100,2,70,1000640,1.00064
8192,32,100,2,90,1000900,1.0009
4096,4,100,2,100,1001130,1.00113
8192,64,100,2,60,1001321,1.001321
8192,32,100,2,100,1001431,1.001431
8192,64,100,2,80,1001902,1.001902
1024,32,100,2,100,1002032,1.002032
1024,4,100,2,20,1002052,1.002052
2048,64,100,2,30,1002153,1.002153
4096,16,100,2,80,1002352,1.002352
8192,4,100,2,80,1003124,1.003124
8192,8,100,2,80,1003525,1.003525
8192,8,100,2,50,1003615,1.003615
8192,16,100,2,0,1003785,1.003785
2048,4,100,2,40,1003835,1.003835
2048,64,100,2,70,1003865,1.003865
2048,2,100,2,90,1003885,1.003885
2048,4,100,2,60,1003925,1.003925
8192,16,100,2,90,1004156,1.004156
1024,4,100,2,70,1004226,1.004226
8192,4,100,2,50,1005237,1.005237
8192,16,100,2,100,1005288,1.005288
4096,16,100,2,10,1005348,1.005348
2048,2,100,2,10,1005548,1.005548
8192,4,100,2,10,1005549,1.005549
1024,64,100,2,50,1005659,1.005659
4096,4,100,2,10,1005689,1.005689
8192,8,100,2,40,1006340,1.00634
8192,64,100,2,100,1006380,1.00638
2048,8,100,2,30,1006750,1.00675
2048,32,100,2,70,1006951,1.006951
1024,16,100,2,100,1007001,1.007001
2048,16,100,2,30,1007081,1.007081
1024,32,100,2,60,1007122,1.007122
4096,64,100,2,70,1007572,1.007572
2048,4,100,2,70,1007612,1.007612
1024,64,100,2,80,1007733,1.007733
4096,64,100,2,20,1008103,1.008103
1024,4,100,2,80,1008374,1.008374
2048,64,100,2,90,1008734,1.008734
4096,64,100,2,100,1008764,1.008764
2048,2,100,2,100,1008784,1.008784
2048,64,100,2,50,1008834,1.008834
2048,8,100,2,50,1009034,1.009034
8192,64,100,2,20,1009045,1.009045
4096,4,100,2,60,1009185,1.009185
2048,2,100,2,30,1009886,1.009886
1024,2,100,2,70,1009946,1.009946
1024,2,100,2,50,1011409,1.011409
2048,8,100,2,70,1011639,1.011639
8192,16,100,2,30,1012381,1.012381
2048,2,100,2,20,1012672,1.012672
1024,64,100,2,100,1012882,1.012882
8192,2,100,2,30,1012982,1.012982
1024,64,100,2,0,1013102,1.013102
4096,32,100,2,10,1013663,1.013663
8192,16,100,2,10,1013944,1.013944
8192,16,100,2,80,1014114,1.014114
2048,4,100,2,30,1014275,1.014275
1024,4,100,2,40,1014495,1.014495
4096,16,100,2,70,1014615,1.014615
8192,2,100,2,70,1015116,1.015116
4096,16,100,2,40,1015496,1.015496
4096,2,100,2,40,1015918,1.015918
8192,64,100,2,10,1016298,1.016298
2048,16,100,2,90,1016309,1.016309
4096,4,100,2,40,1016419,1.016419
2048,16,100,2,0,1016569,1.016569
8192,16,100,2,50,1017190,1.01719
1024,2,100,2,20,1017480,1.01748
1024,32,100,2,10,1018072,1.018072
1024,32,100,2,50,1018242,1.018242
2048,8,100,2,80,1018612,1.018612
8192,32,100,2,50,1018802,1.018802
2048,8,100,2,10,1018943,1.018943
1024,2,100,2,80,1019064,1.019064
1024,8,100,2,90,1019454,1.019454
1024,16,100,2,90,1019484,1.019484
4096,8,100,2,60,1019494,1.019494
1024,8,100,2,20,1019724,1.019724
1024,16,100,2,40,1020005,1.020005
4096,32,100,2,70,1020065,1.020065
1024,4,100,2,30,1020126,1.020126
8192,32,100,2,80,1020156,1.020156
2048,16,100,2,60,1020305,1.020305
4096,32,100,2,80,1020336,1.020336
4096,4,100,2,20,1020446,1.020446
8192,32,100,2,20,1020546,1.020546
1024,64,100,2,90,1020576,1.020576
2048,16,100,2,70,1020897,1.020897
2048,8,100,2,0,1021347,1.021347
1024,8,100,2,10,1021678,1.021678
8192,64,100,2,90,1022600,1.0226
8192,4,100,2,30,1022970,1.02297
4096,2,100,2,0,1022971,1.022971
4096,64,100,2,0,1022971,1.022971
1024,64,100,2,40,1023191,1.023191
2048,4,100,2,0,1023371,1.023371
4096,4,100,2,70,1023972,1.023972
2048,32,100,2,0,1024743,1.024743
1024,8,100,2,100,1024824,1.024824
1024,4,100,2,90,1025135,1.025135
8192,2,100,2,40,1025665,1.025665
4096,2,100,2,20,1026648,1.026648
1024,8,100,2,40,1027058,1.027058
8192,32,100,2,30,1028190,1.02819
8192,2,100,2,50,1028721,1.028721
1024,2,100,2,90,1028962,1.028962
4096,64,100,2,60,1028992,1.028992
8192,8,100,2,100,1029082,1.029082
8192,2,100,2,0,1029222,1.029222
1024,4,100,2,60,1029282,1.029282
4096,2,100,2,100,1029383,1.029383
8192,16,100,2,60,1029723,1.029723
4096,16,100,2,20,1030284,1.030284
1024,8,100,2,30,1030734,1.030734
2048,4,100,2,80,1031035,1.031035
4096,16,100,2,50,1031146,1.031146
4096,16,100,2,30,1031496,1.031496
2048,2,100,2,0,1031657,1.031657
8192,32,100,2,70,1031777,1.031777
1024,16,100,2,50,1032248,1.032248
1024,8,100,2,80,1033671,1.033671
8192,8,100,2,10,1033710,1.03371
4096,16,100,2,90,1033791,1.033791
4096,16,100,2,60,1033921,1.033921
1024,2,100,2,40,1034352,1.034352
1024,32,100,2,0,1034953,1.034953
8192,4,100,2,60,1035103,1.035103
4096,8,100,2,0,1035684,1.035684
2048,64,100,2,0,1035764,1.035764
1024,2,100,2,0,1035804,1.035804
2048,2,100,2,60,1035804,1.035804
1024,8,100,2,60,1035915,1.035915
8192,2,100,2,20,1036165,1.036165
8192,8,100,2,90,1036265,1.036265
2048,64,100,2,20,1036966,1.036966
4096,64,100,2,40,1038189,1.038189
8192,4,100,2,0,1039111,1.039111
2048,8,100,2,90,1039411,1.039411
8192,64,100,2,50,1039592,1.039592
2048,16,100,2,80,1040332,1.040332
1024,32,100,2,40,1041094,1.041094
4096,64,100,2,80,1041274,1.041274
1024,32,100,2,20,1041675,1.041675
4096,8,100,2,50,1042667,1.042667
4096,16,100,2,100,1043218,1.043218
2048,16,100,2,100,1043899,1.043899
1024,4,100,2,0,1044600,1.0446
4096,4,100,2,0,1045462,1.045462
2048,32,100,2,90,1046995,1.046995
8192,8,100,2,0,1048037,1.048037
1024,4,100,2,100,1048378,1.048378
1024,64,100,2,70,1048718,1.048718
1024,16,100,2,30,1049760,1.04976
8192,64,100,2,0,1050311,1.050311
8192,16,100,2,40,1050772,1.050772
4096,8,100,2,70,1052565,1.052565
8192,32,100,2,40,1054128,1.054128
1024,8,100,2,0,1055440,1.05544
2048,2,100,2,40,1056403,1.056403
2048,64,100,2,10,1057865,1.057865
4096,32,100,2,0,1059248,1.059248
1024,2,100,2,100,1060660,1.06066
4096,8,100,2,40,1061852,1.061852
2048,8,100,2,20,1062704,1.062704
4096,32,100,2,40,1068375,1.068375
4096,64,100,2,30,1074866,1.074866
4096,16,100,2,0,1077922,1.077922
8192,64,100,2,70,1080347,1.080347
4096,8,100,2,10,1125911,1.125911
2048,8,100,2,40,1167277,1.167277
1024,4,100,4,50,1232317,1.232317
4096,32,100,4,60,1240874,1.240874
8192,16,100,4,100,1242686,1.242686
1024,16,100,4,100,1246353,1.246353
2048,4,100,4,80,1251954,1.251954
1024,32,100,4,20,1252294,1.252294
4096,64,100,4,90,1253246,1.253246
2048,4,100,4,70,1253777,1.253777
4096,2,100,4,100,1254108,1.254108
8192,4,100,4,70,1255661,1.255661
4096,8,100,4,70,1256092,1.256092
1024,32,100,4,60,1260330,1.26033
4096,64,100,4,60,1261531,1.261531
1024,32,100,4,70,1262734,1.262734
1024,16,100,4,90,1263265,1.263265
8192,64,100,4,70,1263635,1.263635
4096,8,100,4,20,1264658,1.264658
8192,8,100,4,0,1265569,1.265569
2048,2,100,4,30,1268304,1.268304
1024,2,100,4,60,1269676,1.269676
1024,32,100,4,30,1270067,1.270067
1024,64,100,4,10,1272722,1.272722
8192,64,100,4,10,1273915,1.273915
2048,8,100,4,100,1274265,1.274265
4096,8,100,4,90,1275267,1.275267
1024,16,100,4,0,1275848,1.275848
4096,2,100,4,70,1276810,1.27681
2048,64,100,4,70,1277380,1.27738
4096,2,100,4,80,1277831,1.277831
8192,16,100,4,90,1278502,1.278502
4096,16,100,4,30,1278713,1.278713
1024,4,100,4,60,1278774,1.278774
2048,16,100,4,40,1279244,1.279244
2048,16,100,4,100,1280176,1.280176
4096,16,100,4,50,1280667,1.280667
4096,8,100,4,40,1281549,1.281549
8192,32,100,4,30,1281969,1.281969
4096,8,100,4,60,1282159,1.282159
4096,4,100,4,100,1282651,1.282651
1024,32,100,4,50,1283422,1.283422
1024,32,100,4,90,1283712,1.283712
4096,4,100,4,10,1284935,1.284935
4096,4,100,4,70,1285386,1.285386
4096,2,100,4,30,1285396,1.285396
8192,64,100,4,40,1285405,1.285405
8192,4,100,4,100,1285515,1.285515
4096,4,100,4,30,1285846,1.285846
8192,64,100,4,60,1285967,1.285967
1024,4,100,4,20,1286667,1.286667
1024,16,100,4,30,1286938,1.286938
4096,16,100,4,90,1286938,1.286938
8192,32,100,4,80,1287199,1.287199
8192,32,100,4,100,1288131,1.288131
2048,32,100,4,100,1288781,1.288781
2048,8,100,4,10,1288822,1.288822
1024,64,100,4,20,1288851,1.288851
4096,64,100,4,70,1289002,1.289002
2048,64,100,4,40,1289032,1.289032
8192,8,100,4,100,1291557,1.291557
1024,64,100,4,30,1291687,1.291687
2048,2,100,4,0,1292288,1.292288
8192,16,100,4,40,1292648,1.292648
8192,2,100,4,10,1292930,1.29293
4096,2,100,4,20,1293330,1.29333
4096,4,100,4,80,1293952,1.293952
2048,8,100,4,80,1294363,1.294363
1024,32,100,4,80,1294393,1.294393
8192,64,100,4,80,1295073,1.295073
2048,32,100,4,0,1295785,1.295785
4096,8,100,4,0,1296005,1.296005
2048,32,100,4,70,1296075,1.296075
1024,4,100,4,90,1296165,1.296165
1024,16,100,4,50,1296967,1.296967
1024,8,100,4,80,1297247,1.297247
1024,16,100,4,40,1297488,1.297488
8192,32,100,4,20,1297598,1.297598
1024,2,100,4,100,1297889,1.297889
8192,16,100,4,50,1297949,1.297949
2048,2,100,4,20,1298230,1.29823
1024,4,100,4,70,1298239,1.298239
2048,32,100,4,20,1298429,1.298429
4096,4,100,4,90,1299171,1.299171
1024,2,100,4,20,1299331,1.299331
2048,32,100,4,90,1299581,1.299581
1024,2,100,4,50,1300033,1.300033
8192,8,100,4,40,1300694,1.300694
8192,16,100,4,80,1301385,1.301385
1024,64,100,4,50,1303279,1.303279
8192,64,100,4,20,1303399,1.303399
2048,32,100,4,60,1304131,1.304131
8192,32,100,4,90,1304180,1.30418
8192,32,100,4,70,1304280,1.30428
8192,4,100,4,10,1304421,1.304421
2048,2,100,4,60,1304561,1.304561
2048,16,100,4,60,1304952,1.304952
8192,4,100,4,50,1305533,1.305533
8192,16,100,4,0,1306234,1.306234
2048,4,100,4,50,1306435,1.306435
8192,32,100,4,0,1306715,1.306715
2048,64,100,4,60,1306745,1.306745
1024,8,100,4,100,1307025,1.307025
8192,2,100,4,70,1307386,1.307386
8192,4,100,4,60,1307406,1.307406
8192,64,100,4,50,1307426,1.307426
2048,16,100,4,80,1307697,1.307697
8192,2,100,4,30,1307877,1.307877
2048,8,100,4,30,1308508,1.308508
4096,32,100,4,80,1308538,1.308538
2048,64,100,4,30,1308979,1.308979
2048,64,100,4,50,1309039,1.309039
4096,32,100,4,40,1309731,1.309731
1024,32,100,4,40,1309850,1.30985
4096,16,100,4,70,1309851,1.309851
1024,64,100,4,100,1310011,1.310011
4096,16,100,4,100,1310341,1.310341
2048,64,100,4,90,1310552,1.310552
4096,64,100,4,80,1310912,1.310912
8192,32,100,4,50,1312165,1.312165
4096,32,100,4,30,1312265,1.312265
1024,32,100,4,10,1312535,1.312535
1024,4,100,4,30,1312946,1.312946
2048,4,100,4,100,1313657,1.313657
8192,16,100,4,70,1313718,1.313718
1024,8,100,4,20,1313768,1.313768
2048,4,100,4,30,1313798,1.313798
8192,4,100,4,80,1314059,1.314059
4096,4,100,4,50,1314169,1.314169
4096,32,100,4,70,1314198,1.314198
8192,16,100,4,30,1315091,1.315091
1024,2,100,4,10,1315140,1.31514
1024,16,100,4,10,1315531,1.315531
1024,2,100,4,0,1315571,1.315571
2048,64,100,4,20,1315972,1.315972
2048,2,100,4,10,1316463,1.316463
8192,8,100,4,90,1316523,1.316523
8192,4,100,4,30,1317334,1.317334
2048,2,100,4,40,1317485,1.317485
8192,64,100,4,90,1317585,1.317585
1024,4,100,4,100,1317615,1.317615
4096,2,100,4,0,1317886,1.317886
4096,2,100,4,50,1318196,1.318196
4096,8,100,4,50,1318446,1.318446
4096,4,100,4,60,1318456,1.318456
1024,8,100,4,50,1318517,1.318517
4096,8,100,4,30,1318597,1.318597
1024,16,100,4,70,1318677,1.318677
1024,4,100,4,40,1318887,1.318887
2048,32,100,4,10,1318988,1.318988
2048,16,100,4,50,1319088,1.319088
2048,16,100,4,70,1319319,1.319319
2048,32,100,4,80,1319329,1.319329
8192,4,100,4,90,1320090,1.32009
8192,16,100,4,60,1320721,1.320721
8192,32,100,4,40,1320981,1.320981
2048,16,100,4,90,1321272,1.321272
1024,32,100,4,100,1321943,1.321943
1024,2,100,4,30,1321993,1.321993
4096,8,100,4,80,1322244,1.322244
2048,4,100,4,0,1323276,1.323276
1024,8,100,4,70,1323345,1.323345
8192,32,100,4,10,1323686,1.323686
4096,32,100,4,20,1324357,1.324357
4096,32,100,4,10,1324578,1.324578
1024,16,100,4,60,1324838,1.324838
4096,32,100,4,50,1324849,1.324849
1024,64,100,4,90,1325048,1.325048
1024,2,100,4,80,1325359,1.325359
1024,2,100,4,90,1325579,1.325579
8192,2,100,4,40,1325620,1.32562
8192,8,100,4,10,1326021,1.326021
8192,2,100,4,100,1326943,1.326943
1024,64,100,4,60,1327283,1.327283
4096,8,100,4,100,1328786,1.328786
2048,64,100,4,80,1328936,1.328936
4096,16,100,4,20,1329517,1.329517
1024,4,100,4,10,1329998,1.329998
2048,8,100,4,20,1330129,1.330129
2048,2,100,4,100,1330268,1.330268
2048,8,100,4,50,1330268,1.330268
2048,4,100,4,60,1330870,1.33087
1024,8,100,4,60,1331100,1.3311
4096,16,100,4,40,1331120,1.33112
2048,16,100,4,0,1332663,1.332663
