TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
1024,64,100000,1,40,911645,0.911645
2048,64,100000,1,10,916594,0.916594
2048,64,100000,1,20,923687,0.923687
8192,32,100000,1,100,935349,0.935349
4096,64,100000,1,10,936721,0.936721
1024,64,100000,1,0,942442,0.942442
8192,64,100000,1,100,942492,0.942492
8192,64,100000,1,90,944105,0.944105
1024,64,100000,1,100,949094,0.949094
1024,64,100000,1,30,953763,0.953763
2048,64,100000,1,0,958171,0.958171
1024,64,100000,1,50,966286,0.966286
8192,64,100000,1,10,967648,0.967648
2048,64,100000,1,40,969291,0.969291
4096,64,100000,1,90,969381,0.969381
8192,64,100000,1,70,973359,0.973359
4096,64,100000,1,50,975973,0.975973
4096,64,100000,1,0,976895,0.976895
4096,64,100000,1,80,977136,0.977136
4096,64,100000,1,30,978528,0.978528
1024,64,100000,1,60,978899,0.978899
1024,64,100000,1,10,978969,0.978969
4096,64,100000,1,60,979000,0.979
4096,64,100000,1,40,982465,0.982465
4096,2,100000,1,100,984199,0.984199
2048,64,100000,1,50,984319,0.984319
2048,32,100000,1,30,987795,0.987795
8192,64,100000,1,30,988357,0.988357
8192,32,100000,1,20,993205,0.993205
8192,2,100000,1,20,993666,0.993666
8192,8,100000,1,60,994488,0.994488
1024,64,100000,1,90,996342,0.996342
2048,4,100000,1,0,997644,0.997644
2048,64,100000,1,80,997724,0.997724
1024,2,100000,1,40,999958,0.999958
8192,64,100000,1,60,999989,0.999989
1024,32,100000,1,10,1003504,1.003504
2048,32,100000,1,20,1004085,1.004085
2048,64,100000,1,60,1011570,1.01157
4096,16,100000,1,70,1013734,1.013734
1024,32,100000,1,60,1014214,1.014214
4096,32,100000,1,90,1015246,1.015246
2048,32,100000,1,0,1017931,1.017931
2048,64,100000,1,100,1017991,1.017991
8192,64,100000,1,40,1018984,1.018984
2048,64,100000,1,90,1019755,1.019755
2048,2,100000,1,30,1020596,1.020596
2048,64,100000,1,70,1021247,1.021247
4096,64,100000,1,100,1023381,1.023381
1024,2,100000,1,60,1023451,1.023451
1024,64,100000,1,70,1023972,1.023972
4096,8,100000,1,100,1025004,1.025004
1024,4,100000,1,70,1025705,1.025705
2048,16,100000,1,70,1026367,1.026367
8192,32,100000,1,0,1026417,1.026417
4096,4,100000,1,90,1026627,1.026627
1024,8,100000,1,0,1026667,1.026667
1024,64,100000,1,20,1027419,1.027419
4096,4,100000,1,20,1027529,1.027529
8192,16,100000,1,70,1028520,1.02852
8192,2,100000,1,30,1029202,1.029202
1024,32,100000,1,20,1030365,1.030365
4096,2,100000,1,0,1030976,1.030976
4096,64,100000,1,70,1031106,1.031106
8192,64,100000,1,80,1031456,1.031456
2048,16,100000,1,0,1032949,1.032949
4096,4,100000,1,100,1032960,1.03296
1024,16,100000,1,100,1034702,1.034702
8192,32,100000,1,40,1035745,1.035745
2048,8,100000,1,30,1036195,1.036195
8192,8,100000,1,20,1036195,1.036195
8192,16,100000,1,10,1036345,1.036345
4096,4,100000,1,60,1036445,1.036445
8192,64,100000,1,0,1036526,1.036526
2048,8,100000,1,40,1037407,1.037407
1024,8,100000,1,70,1039160,1.03916
8192,16,100000,1,80,1040102,1.040102
8192,2,100000,1,80,1040242,1.040242
4096,64,100000,1,20,1040393,1.040393
8192,32,100000,1,80,1041104,1.041104
8192,4,100000,1,40,1042888,1.042888
4096,32,100000,1,10,1043088,1.043088
8192,2,100000,1,90,1043428,1.043428
8192,4,100000,1,50,1043789,1.043789
1024,16,100000,1,90,1047205,1.047205
2048,8,100000,1,20,1047646,1.047646
8192,64,100000,1,20,1048618,1.048618
2048,4,100000,1,40,1048908,1.048908
4096,4,100000,1,30,1049519,1.049519
1024,16,100000,1,0,1050031,1.050031
1024,4,100000,1,40,1050762,1.050762
8192,64,100000,1,50,1051654,1.051654
2048,8,100000,1,50,1051824,1.051824
2048,2,100000,1,20,1053347,1.053347
2048,32,100000,1,100,1055812,1.055812
8192,4,100000,1,100,1056122,1.056122
1024,2,100000,1,20,1056903,1.056903
2048,16,100000,1,10,1059408,1.059408
4096,4,100000,1,70,1060620,1.06062
1024,2,100000,1,50,1062664,1.062664
8192,4,100000,1,0,1062865,1.062865
8192,2,100000,1,60,1062915,1.062915
1024,32,100000,1,40,1063365,1.063365
2048,64,100000,1,30,1063606,1.063606
1024,16,100000,1,70,1063616,1.063616
8192,4,100000,1,20,1063786,1.063786
8192,8,100000,1,30,1064638,1.064638
4096,2,100000,1,80,1065188,1.065188
1024,16,100000,1,60,1066150,1.06615
8192,32,100000,1,10,1066411,1.066411
2048,8,100000,1,100,1066962,1.066962
8192,4,100000,1,90,1067062,1.067062
2048,8,100000,1,0,1067143,1.067143
8192,16,100000,1,100,1067282,1.067282
1024,4,100000,1,0,1067352,1.067352
2048,16,100000,1,100,1067804,1.067804
1024,4,100000,1,50,1069206,1.069206
1024,8,100000,1,60,1069567,1.069567
4096,16,100000,1,80,1069707,1.069707
4096,32,100000,1,20,1069777,1.069777
8192,8,100000,1,70,1070549,1.070549
8192,2,100000,1,10,1071410,1.07141
8192,8,100000,1,80,1073063,1.073063
4096,32,100000,1,30,1073083,1.073083
4096,4,100000,1,10,1073364,1.073364
4096,8,100000,1,50,1073443,1.073443
8192,8,100000,1,40,1073665,1.073665
8192,8,100000,1,0,1074406,1.074406
4096,2,100000,1,30,1074446,1.074446
8192,16,100000,1,60,1074786,1.074786
4096,4,100000,1,40,1075067,1.075067
2048,4,100000,1,50,1075317,1.075317
4096,16,100000,1,50,1076179,1.076179
1024,4,100000,1,80,1076640,1.07664
2048,2,100000,1,0,1076700,1.0767
4096,4,100000,1,50,1077111,1.077111
2048,2,100000,1,100,1077321,1.077321
2048,16,100000,1,80,1077591,1.077591
8192,2,100000,1,50,1077702,1.077702
8192,32,100000,1,90,1078914,1.078914
4096,8,100000,1,70,1078954,1.078954
2048,4,100000,1,80,1080066,1.080066
2048,2,100000,1,60,1080207,1.080207
1024,8,100000,1,30,1080257,1.080257
4096,16,100000,1,40,1080727,1.080727
1024,2,100000,1,0,1081499,1.081499
2048,8,100000,1,60,1081539,1.081539
2048,4,100000,1,10,1081559,1.081559
8192,4,100000,1,30,1081739,1.081739
4096,32,100000,1,0,1082610,1.08261
4096,32,100000,1,50,1082641,1.082641
1024,16,100000,1,80,1082751,1.082751
