tamanhoMem,minBloco,requisicoes, - ,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
1024,64,40,1,50,1,0.02,0.01,0.01,37856
1024,64,40,1,60,1,0.02,0.01,0.01,37912
1024,64,40,1,70,1,0.02,0.01,0.01,38272
1024,64,40,1,80,1,0.02,0.01,0.01,38320
1024,64,40,1,90,1,0.02,0.01,0.01,38352
1024,64,40,1,100,1,0.02,0.01,0.01,38280
1024,64,50,1,0,1,0.02,0.01,0.01,38416
1024,64,50,1,10,1,0.02,0.01,0.01,38408
1024,64,50,1,20,1,0.02,0.00,0.02,38192
1024,64,50,1,30,1,0.02,0.01,0.01,38184
1024,64,50,1,40,1,0.02,0.01,0.01,38124
1024,64,50,1,50,1,0.02,0.01,0.01,38036
1024,64,50,1,60,1,0.02,0.01,0.01,38236
1024,64,50,1,70,1,0.02,0.01,0.01,38456
1024,64,50,1,80,1,0.02,0.01,0.01,38240
1024,64,50,1,90,1,0.02,0.01,0.01,38344
1024,64,50,1,100,1,0.02,0.01,0.01,38044
1024,64,60,1,0,1,0.02,0.01,0.01,38236
1024,64,60,1,10,1,0.02,0.00,0.01,38184
1024,64,60,1,20,1,0.02,0.01,0.01,38068
1024,64,60,1,30,1,0.02,0.01,0.01,38144
1024,64,60,1,40,1,0.02,0.01,0.01,37772
1024,64,60,1,50,1,0.02,0.01,0.01,38056
1024,64,60,1,60,1,0.02,0.01,0.01,38244
1024,64,60,1,70,1,0.02,0.01,0.01,38260
1024,64,60,1,80,1,0.02,0.01,0.01,38276
1024,64,60,1,90,1,0.02,0.01,0.01,37956
1024,64,60,1,100,1,0.02,0.00,0.02,38380
1024,64,100,1,0,1,0.02,0.01,0.01,37988
1024,64,100,1,10,1,0.02,0.01,0.01,38212
1024,64,100,1,20,1,0.02,0.01,0.01,37992
1024,64,100,1,30,1,0.02,0.01,0.01,38188
1024,64,100,1,40,1,0.02,0.01,0.01,38192
1024,64,100,1,50,1,0.02,0.01,0.01,38288
1024,64,100,1,60,1,0.02,0.01,0.01,38376
1024,64,100,1,70,1,0.02,0.01,0.01,38060
1024,64,100,1,80,1,0.02,0.01,0.01,38456
1024,64,100,1,90,1,0.02,0.01,0.01,38116
1024,64,100,1,100,1,0.02,0.00,0.02,38584
1024,64,1000,1,0,1,0.02,0.02,0.01,38684
1024,64,1000,1,10,1,0.02,0.01,0.01,38568
1024,64,1000,1,20,1,0.02,0.01,0.02,38860
1024,64,1000,1,30,1,0.02,0.01,0.01,38720
1024,64,1000,1,40,1,0.02,0.01,0.01,38840
1024,64,1000,1,50,1,0.02,0.01,0.01,38968
1024,64,1000,1,60,1,0.02,0.01,0.01,39340
1024,64,1000,1,70,1,0.02,0.02,0.01,38664
1024,64,1000,1,80,1,0.02,0.01,0.01,38980
1024,64,1000,1,90,1,0.02,0.01,0.01,38864
1024,64,1000,1,100,1,0.02,0.01,0.01,38960
2048,2,10,1,0,1,0.02,0.01,0.01,38172
2048,2,10,1,10,1,0.02,0.00,0.02,38052
2048,2,10,1,20,1,0.02,0.01,0.01,38076
2048,2,10,1,30,1,0.02,0.01,0.01,38064
2048,2,10,1,40,1,0.02,0.01,0.01,38232
2048,2,10,1,50,1,0.02,0.01,0.01,38128
2048,2,10,1,60,1,0.02,0.01,0.01,37924
2048,2,10,1,70,1,0.02,0.01,0.01,38132
2048,2,10,1,80,1,0.02,0.01,0.01,38368
2048,2,10,1,90,1,0.02,0.01,0.01,38396
2048,2,10,1,100,1,0.02,0.01,0.01,37888
2048,2,20,1,0,1,0.02,0.01,0.01,38212
2048,2,20,1,10,1,0.02,0.01,0.01,38340
2048,2,20,1,20,1,0.02,0.01,0.01,38000
2048,2,20,1,30,1,0.02,0.01,0.01,38180
2048,2,20,1,40,1,0.02,0.01,0.01,38444
2048,2,20,1,50,1,0.02,0.01,0.01,38260
2048,2,20,1,60,1,0.01,0.01,0.01,38144
2048,2,20,1,70,1,0.02,0.01,0.01,37984
2048,2,20,1,80,1,0.02,0.01,0.01,38252
2048,2,20,1,90,1,0.02,0.01,0.01,38132
2048,2,20,1,100,1,0.02,0.01,0.01,38156
2048,2,30,1,0,1,0.02,0.01,0.01,38320
2048,2,30,1,10,1,0.02,0.01,0.01,37864
2048,2,30,1,20,1,0.02,0.01,0.01,38072
2048,2,30,1,30,1,0.02,0.01,0.01,38184
2048,2,30,1,40,1,0.02,0.01,0.01,38600
2048,2,30,1,50,1,0.02,0.01,0.01,38216
2048,2,30,1,60,1,0.02,0.01,0.01,38236
2048,2,30,1,70,1,0.02,0.01,0.01,37944
2048,2,30,1,80,1,0.02,0.01,0.01,38372
2048,2,30,1,90,1,0.02,0.00,0.02,38376
2048,2,30,1,100,1,0.02,0.01,0.01,38380
2048,2,40,1,0,1,0.02,0.01,0.01,37944
2048,2,40,1,10,1,0.02,0.01,0.01,38224
2048,2,40,1,20,1,0.02,0.01,0.01,38168
2048,2,40,1,30,1,0.02,0.01,0.01,38236
2048,2,40,1,40,1,0.02,0.01,0.01,37952
2048,2,40,1,50,1,0.02,0.01,0.01,38000
2048,2,40,1,60,1,0.02,0.01,0.01,38428
2048,2,40,1,70,1,0.02,0.01,0.01,38320
2048,2,40,1,80,1,0.02,0.01,0.01,38196
2048,2,40,1,90,1,0.02,0.01,0.01,37980
2048,2,40,1,100,1,0.02,0.01,0.01,38252
2048,2,50,1,0,1,0.02,0.01,0.01,38412
2048,2,50,1,10,1,0.02,0.01,0.01,38068
2048,2,50,1,20,1,0.02,0.01,0.01,38320
2048,2,50,1,30,1,0.02,0.01,0.01,38244
2048,2,50,1,40,1,0.02,0.01,0.01,38532
2048,2,50,1,50,1,0.02,0.01,0.01,38500
2048,2,50,1,60,1,0.02,0.01,0.01,38240
2048,2,50,1,70,1,0.02,0.01,0.01,38112
2048,2,50,1,80,1,0.02,0.01,0.01,37904
2048,2,50,1,90,1,0.02,0.01,0.01,38120
2048,2,50,1,100,1,0.02,0.00,0.02,38028
2048,2,60,1,0,1,0.02,0.01,0.01,38248
2048,2,60,1,10,1,0.02,0.01,0.01,38564
2048,2,60,1,20,1,0.02,0.01,0.02,38296
2048,2,60,1,30,1,0.02,0.01,0.01,38260
2048,2,60,1,40,1,0.02,0.00,0.02,38196
2048,2,60,1,50,1,0.02,0.01,0.02,37796
2048,2,60,1,60,1,0.02,0.01,0.01,37992
2048,2,60,1,70,1,0.03,0.01,0.01,38056
2048,2,60,1,80,1,0.02,0.01,0.01,38188
2048,2,60,1,90,1,0.03,0.01,0.01,38268
2048,2,60,1,100,1,0.03,0.01,0.01,38116
2048,2,100,1,0,1,0.02,0.01,0.01,38116
2048,2,100,1,10,1,0.03,0.01,0.01,38128
2048,2,100,1,20,1,0.03,0.01,0.01,38576
2048,2,100,1,30,1,0.03,0.01,0.01,38284
2048,2,100,1,40,1,0.02,0.01,0.01,38468
2048,2,100,1,50,1,0.03,0.01,0.01,38396
2048,2,100,1,60,1,0.03,0.01,0.01,38044
2048,2,100,1,70,1,0.02,0.01,0.01,38396
2048,2,100,1,80,1,0.03,0.01,0.01,38176
2048,2,100,1,90,1,0.02,0.01,0.01,38312
2048,2,100,1,100,1,0.02,0.01,0.01,38196
2048,2,1000,1,0,1,0.02,0.01,0.01,38920
2048,2,1000,1,10,1,0.03,0.02,0.01,38616
2048,2,1000,1,20,1,0.02,0.01,0.01,39004
2048,2,1000,1,30,1,0.02,0.01,0.01,39152
2048,2,1000,1,40,1,0.02,0.02,0.01,39124
2048,2,1000,1,50,1,0.02,0.01,0.01,39324
2048,2,1000,1,60,1,0.02,0.01,0.01,39460
2048,2,1000,1,70,1,0.03,0.01,0.02,39600
2048,2,1000,1,80,1,0.02,0.02,0.01,39076
2048,2,1000,1,90,1,0.02,0.01,0.01,39004
2048,2,1000,1,100,1,0.02,0.01,0.01,39356
2048,4,10,1,0,1,0.02,0.01,0.01,38276
2048,4,10,1,10,1,0.02,0.01,0.01,38260
2048,4,10,1,20,1,0.02,0.01,0.01,38120
2048,4,10,1,30,1,0.02,0.01,0.01,38280
2048,4,10,1,40,1,0.02,0.01,0.01,37960
2048,4,10,1,50,1,0.02,0.01,0.01,38204
2048,4,10,1,60,1,0.02,0.01,0.01,38584
2048,4,10,1,70,1,0.02,0.00,0.02,38268
2048,4,10,1,80,1,0.02,0.01,0.01,38304
2048,4,10,1,90,1,0.02,0.01,0.01,38308
2048,4,10,1,100,1,0.02,0.01,0.01,38240
2048,4,20,1,0,1,0.01,0.01,0.01,37948
2048,4,20,1,10,1,0.02,0.01,0.01,38096
2048,4,20,1,20,1,0.02,0.01,0.01,38052
2048,4,20,1,30,1,0.02,0.01,0.01,38188
2048,4,20,1,40,1,0.02,0.01,0.01,37888
2048,4,20,1,50,1,0.02,0.01,0.01,37688
2048,4,20,1,60,1,0.02,0.01,0.01,38260
2048,4,20,1,70,1,0.02,0.01,0.01,38408
2048,4,20,1,80,1,0.02,0.01,0.01,38392
2048,4,20,1,90,1,0.02,0.01,0.01,38392
2048,4,20,1,100,1,0.02,0.01,0.01,37984
2048,4,30,1,0,1,0.02,0.01,0.01,38196
2048,4,30,1,10,1,0.02,0.01,0.01,38108
2048,4,30,1,20,1,0.02,0.01,0.01,38336
2048,4,30,1,30,1,0.02,0.01,0.01,38288
2048,4,30,1,40,1,0.02,0.01,0.01,38324
2048,4,30,1,50,1,0.02,0.01,0.01,38024
2048,4,30,1,60,1,0.02,0.01,0.02,38104
2048,4,30,1,70,1,0.02,0.01,0.01,38428
2048,4,30,1,80,1,0.02,0.01,0.01,38116
2048,4,30,1,90,1,0.02,0.01,0.01,38216
2048,4,30,1,100,1,0.02,0.01,0.01,38320
2048,4,40,1,0,1,0.02,0.00,0.02,38288
2048,4,40,1,10,1,0.02,0.00,0.02,38456
2048,4,40,1,20,1,0.02,0.01,0.01,38072
2048,4,40,1,30,1,0.02,0.01,0.01,38148
2048,4,40,1,40,1,0.02,0.01,0.01,38040
2048,4,40,1,50,1,0.02,0.01,0.01,38152
2048,4,40,1,60,1,0.02,0.01,0.01,38048
2048,4,40,1,70,1,0.02,0.01,0.01,38324
2048,4,40,1,80,1,0.02,0.00,0.02,38268
2048,4,40,1,90,1,0.02,0.01,0.01,38216
2048,4,40,1,100,1,0.03,0.01,0.01,38004
2048,4,50,1,0,1,0.02,0.01,0.01,38184
2048,4,50,1,10,1,0.02,0.01,0.01,37992
2048,4,50,1,20,1,0.02,0.01,0.01,38300
2048,4,50,1,30,1,0.02,0.01,0.01,38508
2048,4,50,1,40,1,0.02,0.01,0.01,38260
2048,4,50,1,50,1,0.02,0.01,0.01,38104
2048,4,50,1,60,1,0.02,0.01,0.01,38404
2048,4,50,1,70,1,0.02,0.01,0.01,38224
2048,4,50,1,80,1,0.02,0.01,0.01,37976
2048,4,50,1,90,1,0.02,0.01,0.01,38196
2048,4,50,1,100,1,0.02,0.01,0.01,38460
2048,4,60,1,0,1,0.03,0.01,0.01,38252
2048,4,60,1,10,1,0.02,0.01,0.01,38376
2048,4,60,1,20,1,0.02,0.01,0.02,38268
2048,4,60,1,30,1,0.02,0.01,0.01,37948
2048,4,60,1,40,1,0.02,0.01,0.01,37944
2048,4,60,1,50,1,0.02,0.00,0.02,38332
2048,4,60,1,60,1,0.02,0.01,0.01,38040
2048,4,60,1,70,1,0.02,0.01,0.01,38212
2048,4,60,1,80,1,0.02,0.01,0.01,38476
2048,4,60,1,90,1,0.02,0.01,0.01,38208
2048,4,60,1,100,1,0.02,0.01,0.01,38048
2048,4,100,1,0,1,0.03,0.01,0.02,38260
2048,4,100,1,10,1,0.03,0.01,0.01,38244
2048,4,100,1,20,1,0.03,0.01,0.01,37868
2048,4,100,1,30,1,0.03,0.01,0.01,38388
2048,4,100,1,40,1,0.03,0.01,0.01,38260
2048,4,100,1,50,1,0.03,0.01,0.02,38152
2048,4,100,1,60,1,0.03,0.01,0.01,37844
2048,4,100,1,70,1,0.02,0.01,0.01,38412
2048,4,100,1,80,1,0.03,0.01,0.02,38176
2048,4,100,1,90,1,0.03,0.01,0.01,38344
2048,4,100,1,100,1,0.02,0.01,0.01,38120
2048,4,1000,1,0,1,0.02,0.01,0.01,38752
2048,4,1000,1,10,1,0.02,0.01,0.01,38860
2048,4,1000,1,20,1,0.02,0.01,0.01,39152
2048,4,1000,1,30,1,0.03,0.01,0.01,38852
2048,4,1000,1,40,1,0.03,0.01,0.01,38760
2048,4,1000,1,50,1,0.02,0.01,0.01,38804
2048,4,1000,1,60,1,0.02,0.01,0.01,38892
2048,4,1000,1,70,1,0.03,0.01,0.01,38544
2048,4,1000,1,80,1,0.02,0.01,0.02,38708
2048,4,1000,1,90,1,0.03,0.01,0.01,38848
2048,4,1000,1,100,1,0.02,0.01,0.02,38880
2048,8,10,1,0,1,0.02,0.01,0.01,38112
2048,8,10,1,10,1,0.02,0.01,0.01,38056
2048,8,10,1,20,1,0.02,0.01,0.01,38428
2048,8,10,1,30,1,0.02,0.01,0.01,38396
2048,8,10,1,40,1,0.02,0.01,0.01,38060
2048,8,10,1,50,1,0.02,0.01,0.01,38004
2048,8,10,1,60,1,0.02,0.01,0.01,38056
2048,8,10,1,70,1,0.02,0.01,0.01,38124
2048,8,10,1,80,1,0.02,0.01,0.01,38176
2048,8,10,1,90,1,0.02,0.01,0.01,38344
2048,8,10,1,100,1,0.02,0.01,0.01,38228
2048,8,20,1,0,1,0.02,0.01,0.01,37964
2048,8,20,1,10,1,0.02,0.01,0.01,38148
2048,8,20,1,20,1,0.02,0.01,0.01,38496
2048,8,20,1,30,1,0.02,0.01,0.01,38248
2048,8,20,1,40,1,0.02,0.00,0.02,38116
2048,8,20,1,50,1,0.02,0.01,0.01,38264
2048,8,20,1,60,1,0.02,0.00,0.02,38324
2048,8,20,1,70,1,0.02,0.01,0.01,38536
2048,8,20,1,80,1,0.02,0.01,0.01,38052
2048,8,20,1,90,1,0.02,0.01,0.01,38380
2048,8,20,1,100,1,0.02,0.01,0.01,38120
2048,8,30,1,0,1,0.02,0.01,0.01,38092
2048,8,30,1,10,1,0.02,0.01,0.01,38004
2048,8,30,1,20,1,0.02,0.01,0.01,38312
2048,8,30,1,30,1,0.02,0.01,0.01,38104
2048,8,30,1,40,1,0.02,0.01,0.01,38296
2048,8,30,1,50,1,0.02,0.01,0.01,38036
2048,8,30,1,60,1,0.02,0.01,0.01,38368
2048,8,30,1,70,1,0.02,0.01,0.01,38188
2048,8,30,1,80,1,0.02,0.01,0.01,38376
2048,8,30,1,90,1,0.02,0.01,0.01,37956
2048,8,30,1,100,1,0.02,0.01,0.01,38192
2048,8,40,1,0,1,0.02,0.01,0.01,38472
2048,8,40,1,10,1,0.02,0.01,0.01,38320
2048,8,40,1,20,1,0.02,0.01,0.01,38068
2048,8,40,1,30,1,0.02,0.00,0.02,37864
2048,8,40,1,40,1,0.02,0.01,0.01,38056
2048,8,40,1,50,1,0.02,0.00,0.02,38116
2048,8,40,1,60,1,0.02,0.01,0.01,38112
2048,8,40,1,70,1,0.02,0.01,0.01,38156
2048,8,40,1,80,1,0.02,0.01,0.01,38056
2048,8,40,1,90,1,0.02,0.01,0.01,38112
2048,8,40,1,100,1,0.02,0.01,0.01,38388
2048,8,50,1,0,1,0.02,0.01,0.02,38228
2048,8,50,1,10,1,0.02,0.01,0.01,38296
2048,8,50,1,20,1,0.02,0.01,0.01,37916
2048,8,50,1,30,1,0.02,0.01,0.01,38348
2048,8,50,1,40,1,0.02,0.01,0.01,38076
2048,8,50,1,50,1,0.02,0.01,0.01,37912
2048,8,50,1,60,1,0.02,0.01,0.01,38384
2048,8,50,1,70,1,0.02,0.01,0.01,38224
2048,8,50,1,80,1,0.02,0.01,0.01,38204
2048,8,50,1,90,1,0.02,0.01,0.01,38280
2048,8,50,1,100,1,0.02,0.01,0.01,38172
2048,8,60,1,0,1,0.02,0.01,0.01,38312
2048,8,60,1,10,1,0.02,0.01,0.02,38128
2048,8,60,1,20,1,0.02,0.01,0.01,38388
2048,8,60,1,30,1,0.02,0.01,0.01,37668
2048,8,60,1,40,1,0.02,0.01,0.01,37852
2048,8,60,1,50,1,0.02,0.01,0.01,38192
2048,8,60,1,60,1,0.02,0.01,0.01,38312
2048,8,60,1,70,1,0.02,0.01,0.01,38212
2048,8,60,1,80,1,0.02,0.01,0.01,38304
2048,8,60,1,90,1,0.02,0.01,0.01,38000
2048,8,60,1,100,1,0.02,0.01,0.01,38368
2048,8,100,1,0,1,0.03,0.01,0.01,38012
2048,8,100,1,10,1,0.03,0.01,0.01,38344
2048,8,100,1,20,1,0.03,0.01,0.01,38144
2048,8,100,1,30,1,0.03,0.01,0.01,38252
2048,8,100,1,40,1,0.02,0.01,0.01,38448
2048,8,100,1,50,1,0.03,0.01,0.02,38012
2048,8,100,1,60,1,0.02,0.01,0.01,38340
2048,8,100,1,70,1,0.03,0.01,0.01,37956
2048,8,100,1,80,1,0.02,0.01,0.01,38288
2048,8,100,1,90,1,0.02,0.01,0.01,38256
2048,8,100,1,100,1,0.03,0.01,0.01,38420
2048,8,1000,1,0,1,0.03,0.01,0.01,38436
2048,8,1000,1,10,1,0.02,0.01,0.02,38912
2048,8,1000,1,20,1,0.02,0.01,0.02,38824
2048,8,1000,1,30,1,0.03,0.01,0.01,38948
2048,8,1000,1,40,1,0.02,0.01,0.01,38768
2048,8,1000,1,50,1,0.02,0.01,0.02,38996
2048,8,1000,1,60,1,0.02,0.01,0.01,39016
2048,8,1000,1,70,1,0.02,0.01,0.01,38960
2048,8,1000,1,80,1,0.03,0.02,0.01,38836
2048,8,1000,1,90,1,0.02,0.01,0.01,38752
2048,8,1000,1,100,1,0.02,0.01,0.01,38480
2048,16,10,1,0,1,0.02,0.01,0.01,37932
2048,16,10,1,10,1,0.02,0.01,0.01,38352
2048,16,10,1,20,1,0.02,0.01,0.01,38380
2048,16,10,1,30,1,0.02,0.01,0.01,38444
2048,16,10,1,40,1,0.02,0.01,0.01,38064
2048,16,10,1,50,1,0.02,0.01,0.01,38160
2048,16,10,1,60,1,0.02,0.01,0.01,38156
2048,16,10,1,70,1,0.02,0.01,0.01,38356
2048,16,10,1,80,1,0.02,0.01,0.01,37924
2048,16,10,1,90,1,0.02,0.01,0.01,38372
2048,16,10,1,100,1,0.02,0.01,0.01,38308
2048,16,20,1,0,1,0.02,0.01,0.01,37900
2048,16,20,1,10,1,0.02,0.01,0.01,38256
2048,16,20,1,20,1,0.02,0.01,0.01,38380
2048,16,20,1,30,1,0.02,0.01,0.01,38112
2048,16,20,1,40,1,0.02,0.00,0.01,38244
2048,16,20,1,50,1,0.02,0.01,0.01,38036
2048,16,20,1,60,1,0.02,0.01,0.01,38448
2048,16,20,1,70,1,0.02,0.01,0.01,37892
2048,16,20,1,80,1,0.02,0.01,0.01,38212
2048,16,20,1,90,1,0.02,0.01,0.01,38148
2048,16,20,1,100,1,0.02,0.01,0.01,38404
2048,16,30,1,0,1,0.02,0.01,0.01,38312
2048,16,30,1,10,1,0.02,0.01,0.01,38184
2048,16,30,1,20,1,0.02,0.01,0.01,37912
2048,16,30,1,30,1,0.02,0.01,0.01,38304
2048,16,30,1,40,1,0.02,0.01,0.01,38132
2048,16,30,1,50,1,0.02,0.01,0.01,38392
2048,16,30,1,60,1,0.02,0.01,0.01,38360
2048,16,30,1,70,1,0.02,0.01,0.01,38320
2048,16,30,1,80,1,0.02,0.01,0.01,38416
2048,16,30,1,90,1,0.02,0.00,0.02,38236
2048,16,30,1,100,1,0.02,0.01,0.01,38316
2048,16,40,1,0,1,0.02,0.01,0.01,38120
2048,16,40,1,10,1,0.02,0.01,0.01,38440
2048,16,40,1,20,1,0.02,0.01,0.01,38252
2048,16,40,1,30,1,0.02,0.01,0.01,38152
2048,16,40,1,40,1,0.02,0.01,0.01,38136
2048,16,40,1,50,1,0.02,0.01,0.01,38208
2048,16,40,1,60,1,0.02,0.01,0.01,38240
2048,16,40,1,70,1,0.02,0.01,0.01,38260
2048,16,40,1,80,1,0.02,0.01,0.01,38248
2048,16,40,1,90,1,0.02,0.01,0.01,38252
2048,16,40,1,100,1,0.02,0.01,0.01,38064
2048,16,50,1,0,1,0.02,0.01,0.01,38408
2048,16,50,1,10,1,0.02,0.01,0.01,38188
2048,16,50,1,20,1,0.02,0.01,0.01,38056
2048,16,50,1,30,1,0.02,0.01,0.01,38440
2048,16,50,1,40,1,0.02,0.01,0.01,38448
2048,16,50,1,50,1,0.02,0.01,0.01,37916
2048,16,50,1,60,1,0.02,0.01,0.01,38340
2048,16,50,1,70,1,0.02,0.01,0.01,38404
2048,16,50,1,80,1,0.02,0.01,0.01,37928
2048,16,50,1,90,1,0.02,0.01,0.01,38116
2048,16,50,1,100,1,0.02,0.01,0.01,38208
2048,16,60,1,0,1,0.02,0.01,0.01,38396
2048,16,60,1,10,1,0.02,0.01,0.01,37992
2048,16,60,1,20,1,0.02,0.01,0.01,38016
2048,16,60,1,30,1,0.02,0.01,0.01,38184
2048,16,60,1,40,1,0.02,0.01,0.01,37868
2048,16,60,1,50,1,0.02,0.01,0.01,38140
2048,16,60,1,60,1,0.02,0.01,0.01,38388
2048,16,60,1,70,1,0.02,0.01,0.01,37860
2048,16,60,1,80,1,0.02,0.00,0.02,38044
2048,16,60,1,90,1,0.02,0.01,0.01,38080
2048,16,60,1,100,1,0.02,0.01,0.01,37912
2048,16,100,1,0,1,0.03,0.01,0.01,38284
2048,16,100,1,10,1,0.03,0.01,0.01,38052
2048,16,100,1,20,1,0.03,0.01,0.01,38372
2048,16,100,1,30,1,0.02,0.01,0.01,38380
2048,16,100,1,40,1,0.03,0.01,0.01,38004
2048,16,100,1,50,1,0.03,0.01,0.01,38200
2048,16,100,1,60,1,0.03,0.01,0.01,38128
2048,16,100,1,70,1,0.03,0.01,0.01,38072
2048,16,100,1,80,1,0.03,0.01,0.01,38404
2048,16,100,1,90,1,0.03,0.01,0.01,37868
2048,16,100,1,100,1,0.03,0.01,0.01,38320
2048,16,1000,1,0,1,0.03,0.01,0.01,38696
2048,16,1000,1,10,1,0.03,0.01,0.01,38652
2048,16,1000,1,20,1,0.03,0.01,0.01,38580
2048,16,1000,1,30,1,0.03,0.01,0.01,38668
2048,16,1000,1,40,1,0.03,0.01,0.01,38964
2048,16,1000,1,50,1,0.03,0.01,0.01,39004
2048,16,1000,1,60,1,0.03,0.01,0.01,38676
2048,16,1000,1,70,1,0.02,0.02,0.01,38644
2048,16,1000,1,80,1,0.03,0.01,0.02,38252
2048,16,1000,1,90,1,0.03,0.01,0.02,38180
2048,16,1000,1,100,1,0.03,0.01,0.01,38704
2048,32,10,1,0,1,0.02,0.01,0.01,38412
2048,32,10,1,10,1,0.02,0.00,0.01,38304
2048,32,10,1,20,1,0.02,0.01,0.01,37904
2048,32,10,1,30,1,0.02,0.01,0.01,38280
2048,32,10,1,40,1,0.02,0.01,0.01,38248
2048,32,10,1,50,1,0.02,0.01,0.01,38128
2048,32,10,1,60,1,0.02,0.01,0.01,38328
2048,32,10,1,70,1,0.02,0.01,0.01,37852
2048,32,10,1,80,1,0.02,0.01,0.01,38176
2048,32,10,1,90,1,0.02,0.01,0.01,38252
2048,32,10,1,100,1,0.02,0.01,0.01,38240
2048,32,20,1,0,1,0.02,0.01,0.01,37944
2048,32,20,1,10,1,0.02,0.01,0.01,38260
2048,32,20,1,20,1,0.02,0.00,0.02,38360
2048,32,20,1,30,1,0.02,0.01,0.01,38212
2048,32,20,1,40,1,0.02,0.01,0.01,38112
2048,32,20,1,50,1,0.02,0.01,0.01,37920
2048,32,20,1,60,1,0.02,0.01,0.01,38080
2048,32,20,1,70,1,0.02,0.01,0.01,38604
2048,32,20,1,80,1,0.02,0.01,0.01,38376
2048,32,20,1,90,1,0.02,0.01,0.01,38216
2048,32,20,1,100,1,0.02,0.01,0.01,38320
2048,32,30,1,0,1,0.02,0.00,0.02,38356
2048,32,30,1,10,1,0.02,0.01,0.01,38168
2048,32,30,1,20,1,0.02,0.01,0.01,38384
2048,32,30,1,30,1,0.02,0.01,0.01,37924
2048,32,30,1,40,1,0.02,0.01,0.01,38016
2048,32,30,1,50,1,0.02,0.01,0.01,38112
2048,32,30,1,60,1,0.02,0.01,0.01,38280
2048,32,30,1,70,1,0.02,0.01,0.01,38088
2048,32,30,1,80,1,0.02,0.01,0.01,38328
2048,32,30,1,90,1,0.02,0.01,0.01,38136
2048,32,30,1,100,1,0.02,0.00,0.02,37964
2048,32,40,1,0,1,0.02,0.01,0.01,38108
2048,32,40,1,10,1,0.02,0.01,0.01,38092
2048,32,40,1,20,1,0.02,0.01,0.01,38316
2048,32,40,1,30,1,0.02,0.01,0.01,37440
2048,32,40,1,40,1,0.02,0.01,0.01,38140
2048,32,40,1,50,1,0.02,0.01,0.01,38444
2048,32,40,1,60,1,0.02,0.01,0.01,38116
2048,32,40,1,70,1,0.02,0.01,0.01,38124
2048,32,40,1,80,1,0.02,0.01,0.01,38152
2048,32,40,1,90,1,0.02,0.01,0.01,38192
2048,32,40,1,100,1,0.02,0.01,0.01,38252
2048,32,50,1,0,1,0.02,0.01,0.01,38460
2048,32,50,1,10,1,0.02,0.01,0.01,38168
2048,32,50,1,20,1,0.02,0.01,0.01,38196
2048,32,50,1,30,1,0.02,0.01,0.01,38380
2048,32,50,1,40,1,0.02,0.01,0.01,38212
2048,32,50,1,50,1,0.02,0.01,0.01,38252
2048,32,50,1,60,1,0.02,0.01,0.01,38044
2048,32,50,1,70,1,0.02,0.01,0.01,38160
2048,32,50,1,80,1,0.02,0.01,0.01,38304
2048,32,50,1,90,1,0.02,0.01,0.01,38196
2048,32,50,1,100,1,0.02,0.01,0.01,38380
2048,32,60,1,0,1,0.02,0.01,0.01,38036
2048,32,60,1,10,1,0.02,0.01,0.01,38500
2048,32,60,1,20,1,0.02,0.01,0.01,38172
2048,32,60,1,30,1,0.02,0.01,0.01,38104
2048,32,60,1,40,1,0.02,0.01,0.01,37724
2048,32,60,1,50,1,0.02,0.01,0.01,37964
2048,32,60,1,60,1,0.02,0.01,0.01,38344
2048,32,60,1,70,1,0.02,0.01,0.01,37752
2048,32,60,1,80,1,0.02,0.00,0.02,38448
2048,32,60,1,90,1,0.02,0.01,0.01,38068
2048,32,60,1,100,1,0.02,0.01,0.01,38408
2048,32,100,1,0,1,0.02,0.01,0.01,37864
2048,32,100,1,10,1,0.03,0.01,0.01,38384
2048,32,100,1,20,1,0.02,0.01,0.01,38452
2048,32,100,1,30,1,0.02,0.01,0.01,38196
2048,32,100,1,40,1,0.02,0.01,0.01,38324
2048,32,100,1,50,1,0.02,0.01,0.01,38072
2048,32,100,1,60,1,0.02,0.01,0.02,38272
2048,32,100,1,70,1,0.03,0.01,0.01,38612
2048,32,100,1,80,1,0.02,0.01,0.01,38656
2048,32,100,1,90,1,0.02,0.01,0.01,38308
2048,32,100,1,100,1,0.03,0.01,0.01,38308
2048,32,1000,1,0,1,0.03,0.02,0.01,38284
2048,32,1000,1,10,1,0.03,0.01,0.01,38664
2048,32,1000,1,20,1,0.03,0.01,0.01,38804
2048,32,1000,1,30,1,0.03,0.01,0.01,39028
2048,32,1000,1,40,1,0.03,0.01,0.01,38824
2048,32,1000,1,50,1,0.03,0.01,0.01,38588
2048,32,1000,1,60,1,0.03,0.01,0.01,38700
2048,32,1000,1,70,1,0.03,0.01,0.01,38916
2048,32,1000,1,80,1,0.03,0.01,0.01,38892
2048,32,1000,1,90,1,0.03,0.01,0.01,38764
2048,32,1000,1,100,1,0.03,0.01,0.01,38484
2048,64,10,1,0,1,0.02,0.01,0.01,38244
2048,64,10,1,10,1,0.02,0.01,0.01,38384
2048,64,10,1,20,1,0.02,0.01,0.01,38312
2048,64,10,1,30,1,0.02,0.01,0.01,38320
2048,64,10,1,40,1,0.02,0.00,0.02,38024
