tamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
1024,16,30,0,30,127176,,,,
4096,32,20,0,60,127577,,,,
2048,16,20,0,90,127587,,,,
2048,32,20,0,10,127657,,,,
1024,2,30,0,10,127767,,,,
1024,16,20,0,100,127817,,,,
2048,64,50,0,70,128488,,,,
2048,32,30,0,10,128839,,,,
1024,2,40,0,20,128939,,,,
1024,16,30,0,20,129039,,,,
1024,16,30,0,100,129099,,,,
1024,2,40,0,30,129139,,,,
4096,2,40,0,60,129139,,,,
2048,32,30,0,90,129239,,,,
2048,64,50,0,80,129300,,,,
4096,32,20,0,40,129320,,,,
1024,16,30,0,70,129380,,,,
2048,32,30,0,60,129449,,,,
1024,64,100,0,10,129500,,,,
4096,32,20,0,30,129510,,,,
2048,2,40,0,10,129691,,,,
2048,64,50,0,40,129730,,,,
2048,32,30,0,20,130421,,,,
4096,2,40,0,10,130692,,,,
8192,2,40,0,100,130762,,,,
1024,64,100,0,90,130952,,,,
2048,64,50,0,50,131083,,,,
2048,64,40,0,80,131123,,,,
2048,64,50,0,60,131193,,,,
2048,64,50,0,10,131414,,,,
2048,64,50,0,0,131494,,,,
1024,32,50,0,40,131503,,,,
2048,2,40,0,60,131723,,,,
1024,8,30,0,0,131804,,,,
2048,32,30,0,40,131804,,,,
1024,64,100,0,40,131814,,,,
2048,32,30,0,100,131934,,,,
2048,64,50,0,30,131934,,,,
1024,64,100,0,60,132144,,,,
8192,32,20,0,80,132235,,,,
2048,32,30,0,50,132335,,,,
1024,64,100,0,20,132696,,,,
1024,8,30,0,40,132766,,,,
4096,4,40,0,90,132786,,,,
2048,64,50,0,90,132816,,,,
1024,64,100,0,30,132856,,,,
1024,8,30,0,100,132966,,,,
2048,64,50,0,100,133187,,,,
4096,64,30,0,70,133517,,,,
2048,32,30,0,0,133577,,,,
1024,64,100,0,70,133778,,,,
2048,8,30,0,60,133788,,,,
1024,2,40,0,0,134008,,,,
1024,32,50,0,0,134358,,,,
2048,8,30,0,40,134539,,,,
4096,64,30,0,10,134709,,,,
4096,8,30,0,80,135190,,,,
4096,8,30,0,70,135411,,,,
8192,4,40,0,90,135581,,,,
1024,64,100,0,0,135752,,,,
2048,16,30,0,80,135852,,,,
2048,2,40,0,70,135931,,,,
1024,8,30,0,80,136072,,,,
4096,64,30,0,80,136102,,,,
2048,8,30,0,30,136352,,,,
2048,8,30,0,90,136373,,,,
2048,16,30,0,70,136433,,,,
1024,8,30,0,30,136503,,,,
2048,8,30,0,80,136523,,,,
4096,64,30,0,0,136543,,,,
4096,64,30,0,20,136643,,,,
4096,8,30,0,90,136713,,,,
2048,16,30,0,90,136714,,,,
4096,64,30,0,30,136743,,,,
4096,2,50,0,70,136763,,,,
1024,2,40,0,60,136773,,,,
1024,8,30,0,90,136864,,,,
1024,8,30,0,60,136953,,,,
1024,16,40,0,50,136954,,,,
1024,32,40,0,0,136994,,,,
2048,2,40,0,90,137334,,,,
2048,8,30,0,50,137414,,,,
2048,8,30,0,70,137465,,,,
4096,16,30,0,20,137525,,,,
1024,16,40,0,40,137585,,,,
2048,2,50,0,20,137655,,,,
1024,64,100,0,80,137795,,,,
2048,32,20,0,40,137825,,,,
8192,2,40,0,10,138126,,,,
4096,2,50,0,0,138506,,,,
1024,32,60,0,0,138547,,,,
2048,16,30,0,0,138746,,,,
4096,64,30,0,60,138837,,,,
2048,2,50,0,90,138927,,,,
8192,2,40,0,60,138927,,,,
1024,64,100,0,100,138947,,,,
8192,32,30,0,30,138997,,,,
2048,8,30,0,100,139077,,,,
8192,16,30,0,80,139248,,,,
4096,16,30,0,30,139489,,,,
1024,4,40,0,100,139599,,,,
4096,16,30,0,70,139638,,,,
4096,16,30,0,80,139689,,,,
2048,2,50,0,10,139739,,,,
8192,8,30,0,60,139779,,,,
2048,2,50,0,100,139889,,,,
2048,8,30,0,20,140069,,,,
4096,2,50,0,30,140240,,,,
1024,16,40,0,20,140270,,,,
2048,2,50,0,50,140270,,,,
8192,8,30,0,0,140290,,,,
2048,8,30,0,10,140349,,,,
4096,8,30,0,10,140510,,,,
1024,8,30,0,70,140551,,,,
2048,2,50,0,40,140670,,,,
1024,32,50,0,60,140691,,,,
2048,16,30,0,40,140691,,,,
4096,8,30,0,30,140711,,,,
4096,32,30,0,90,140740,,,,
2048,2,50,0,0,140831,,,,
8192,8,30,0,70,140891,,,,
1024,16,40,0,70,140911,,,,
1024,16,40,0,30,140971,,,,
1024,4,40,0,60,140981,,,,
8192,2,50,0,20,141081,,,,
1024,2,50,0,10,141091,,,,
2048,64,40,0,20,141091,,,,
8192,32,30,0,50,141101,,,,
1024,16,40,0,10,141201,,,,
1024,16,40,0,100,141232,,,,
2048,64,40,0,90,141232,,,,
4096,64,20,0,90,141361,,,,
4096,8,30,0,40,141362,,,,
1024,8,30,0,50,141422,,,,
1024,32,60,0,70,141462,,,,
4096,32,30,0,30,141482,,,,
8192,64,30,0,80,141673,,,,
8192,2,50,0,0,141703,,,,
8192,2,50,0,70,141723,,,,
2048,32,40,0,10,141733,,,,
1024,32,60,0,20,141793,,,,
8192,8,30,0,10,141812,,,,
8192,2,50,0,50,141863,,,,
4096,8,30,0,100,142173,,,,
1024,2,40,0,100,142273,,,,
2048,2,50,0,60,142273,,,,
8192,8,30,0,100,142413,,,,
8192,64,30,0,70,142504,,,,
8192,2,50,0,30,142534,,,,
1024,2,50,0,70,142624,,,,
2048,2,50,0,70,142855,,,,
8192,4,40,0,20,142895,,,,
8192,64,30,0,60,142994,,,,
4096,16,30,0,0,143045,,,,
8192,8,30,0,80,143095,,,,
8192,64,30,0,30,143105,,,,
2048,8,30,0,0,143135,,,,
2048,32,30,0,30,143155,,,,
2048,2,50,0,30,143235,,,,
8192,32,30,0,40,143306,,,,
1024,32,60,0,40,143395,,,,
4096,2,50,0,20,143445,,,,
8192,2,50,0,40,143456,,,,
1024,32,60,0,60,143676,,,,
4096,32,30,0,60,143917,,,,
1024,32,60,0,10,144036,,,,
8192,2,50,0,60,144107,,,,
1024,16,40,0,60,144197,,,,
2048,64,60,0,50,144197,,,,
4096,32,30,0,70,144317,,,,
2048,64,60,0,70,144377,,,,
2048,64,60,0,90,144467,,,,
2048,16,30,0,20,144527,,,,
4096,8,30,0,60,144658,,,,
2048,4,20,0,0,144717,,,,
4096,16,30,0,60,144788,,,,
2048,32,40,0,100,144819,,,,
4096,64,40,0,50,144918,,,,
2048,32,40,0,50,144948,,,,
8192,64,30,0,40,145009,,,,
4096,32,30,0,20,145289,,,,
2048,32,40,0,70,145299,,,,
8192,64,30,0,0,145419,,,,
2048,64,60,0,60,145450,,,,
4096,32,30,0,80,145489,,,,
2048,64,60,0,80,145550,,,,
2048,64,60,0,10,145720,,,,
2048,32,40,0,40,145780,,,,
1024,32,60,0,30,145820,,,,
2048,32,40,0,20,146010,,,,
1024,2,50,0,0,146030,,,,
1024,64,100,0,50,146081,,,,
8192,64,30,0,100,146181,,,,
4096,32,30,0,0,146191,,,,
8192,16,30,0,30,146251,,,,
4096,32,30,0,10,146471,,,,
4096,64,40,0,30,146552,,,,
4096,2,50,0,100,146571,,,,
8192,16,30,0,20,146581,,,,
4096,16,30,0,40,146661,,,,
4096,64,30,0,40,146782,,,,
2048,32,40,0,90,146812,,,,
4096,64,40,0,80,147172,,,,
2048,32,40,0,80,147232,,,,
4096,64,40,0,20,147233,,,,
2048,64,60,0,20,147243,,,,
8192,2,50,0,100,147263,,,,
1024,2,50,0,60,147353,,,,
4096,16,30,0,100,147393,,,,
1024,16,40,0,0,147433,,,,
1024,2,50,0,100,147753,,,,
1024,16,30,0,0,148054,,,,
2048,64,60,0,40,148094,,,,
8192,16,30,0,50,148094,,,,
2048,64,60,0,0,148345,,,,
4096,8,30,0,20,148395,,,,
2048,16,30,0,30,148495,,,,
1024,2,50,0,50,148515,,,,
4096,32,30,0,40,148796,,,,
8192,2,50,0,80,148916,,,,
8192,32,30,0,20,148925,,,,
2048,32,30,0,80,148985,,,,
1024,2,50,0,30,148986,,,,
1024,2,50,0,90,149056,,,,
4096,2,50,0,10,149096,,,,
4096,32,30,0,100,149597,,,,
8192,16,30,0,100,149887,,,,
8192,64,30,0,50,150258,,,,
1024,32,60,0,80,150269,,,,
4096,64,40,0,70,150298,,,,
8192,8,30,0,40,150478,,,,
4096,64,40,0,90,150559,,,,
4096,2,50,0,90,150940,,,,
8192,32,30,0,70,151020,,,,
2048,64,50,0,20,151270,,,,
4096,2,50,0,40,151310,,,,
8192,8,30,0,30,151470,,,,
8192,32,30,0,90,151541,,,,
8192,2,50,0,10,151570,,,,
8192,16,30,0,0,151641,,,,
4096,16,30,0,50,151761,,,,
8192,2,50,0,90,151862,,,,
1024,2,50,0,40,151922,,,,
4096,64,40,0,60,152022,,,,
1024,16,50,0,90,152092,,,,
8192,64,30,0,10,152132,,,,
2048,4,40,0,0,152142,,,,
2048,32,40,0,30,152151,,,,
1024,16,30,0,80,152222,,,,
1024,16,30,0,40,152512,,,,
8192,16,30,0,40,152652,,,,
4096,16,30,0,10,152702,,,,
8192,32,30,0,80,152752,,,,
8192,2,40,0,30,152933,,,,
4096,64,40,0,100,153294,,,,
1024,2,50,0,80,153374,,,,
4096,64,30,0,90,153664,,,,
1024,16,30,0,10,154025,,,,
8192,16,30,0,60,154756,,,,
4096,64,30,0,100,154827,,,,
1024,16,50,0,100,154917,,,,
4096,64,30,0,50,154997,,,,
4096,2,50,0,60,155077,,,,
8192,8,30,0,20,155518,,,,
2048,32,40,0,60,155829,,,,
4096,32,30,0,50,155848,,,,
1024,16,40,0,90,156790,,,,
4096,64,40,0,40,156791,,,,
8192,16,30,0,70,158093,,,,
4096,16,30,0,90,158283,,,,
2048,32,50,0,0,158513,,,,
4096,64,40,0,0,158894,,,,
2048,32,50,0,60,158935,,,,
1024,16,50,0,40,158964,,,,
2048,32,40,0,0,159245,,,,
2048,16,40,0,90,159515,,,,
1024,8,40,0,70,159625,,,,
2048,32,50,0,10,159696,,,,
2048,2,60,0,60,160207,,,,
2048,2,60,0,0,160257,,,,
1024,2,60,0,20,160327,,,,
1024,16,50,0,20,160367,,,,
8192,32,30,0,10,160677,,,,
1024,16,50,0,30,160888,,,,
1024,16,50,0,60,160998,,,,
1024,16,50,0,0,161068,,,,
8192,32,30,0,60,161169,,,,
4096,64,50,0,100,161379,,,,
1024,16,50,0,70,161399,,,,
1024,16,50,0,50,161760,,,,
1024,16,50,0,10,161829,,,,
1024,8,40,0,90,161860,,,,
8192,2,60,0,0,161890,,,,
2048,2,60,0,20,161940,,,,
2048,32,50,0,30,162401,,,,
8192,16,30,0,90,162481,,,,
1024,8,30,0,20,162721,,,,
8192,2,60,0,100,162802,,,,
1024,16,50,0,80,162982,,,,
8192,2,60,0,60,163182,,,,
2048,16,30,0,100,163222,,,,
4096,8,30,0,50,163402,,,,
8192,2,60,0,10,163593,,,,
2048,16,40,0,60,163643,,,,
1024,16,30,0,50,163944,,,,
1024,2,60,0,90,163973,,,,
1024,8,40,0,50,164063,,,,
2048,2,60,0,70,164124,,,,
2048,32,30,0,70,164134,,,,
1024,2,60,0,0,164214,,,,
8192,8,30,0,50,164294,,,,
2048,16,40,0,30,164354,,,,
2048,8,40,0,40,164364,,,,
2048,8,40,0,90,164415,,,,
4096,2,60,0,50,164474,,,,
2048,16,40,0,20,164514,,,,
8192,16,40,0,20,164585,,,,
1024,2,60,0,50,164705,,,,
2048,2,60,0,80,164825,,,,
1024,8,40,0,0,164865,,,,
2048,32,50,0,20,164945,,,,
4096,64,50,0,30,165166,,,,
2048,16,30,0,60,165286,,,,
4096,2,60,0,40,165296,,,,
8192,2,60,0,30,165476,,,,
8192,64,30,0,90,165636,,,,
1024,8,40,0,30,165647,,,,
4096,2,60,0,20,165657,,,,
4096,64,50,0,50,165717,,,,
2048,2,60,0,40,165767,,,,
4096,8,40,0,50,165777,,,,
4096,8,40,0,70,165777,,,,
8192,8,40,0,40,165827,,,,
1024,8,40,0,20,165907,,,,
2048,32,50,0,90,165978,,,,
1024,2,60,0,80,166248,,,,
2048,8,40,0,70,166268,,,,
4096,64,50,0,80,166568,,,,
4096,64,50,0,90,166578,,,,
4096,8,40,0,90,166738,,,,
8192,2,60,0,80,166889,,,,
4096,64,50,0,20,166959,,,,
8192,8,40,0,60,167079,,,,
4096,16,40,0,90,167129,,,,
8192,32,40,0,70,167129,,,,
1024,8,40,0,10,167219,,,,
8192,2,60,0,70,167430,,,,
2048,8,40,0,0,167521,,,,
4096,2,60,0,90,167570,,,,
2048,16,40,0,0,167580,,,,
2048,16,40,0,80,167590,,,,
2048,16,30,0,10,167620,,,,
1024,2,60,0,70,167931,,,,
2048,32,50,0,100,167981,,,,
2048,8,40,0,30,168191,,,,
4096,8,40,0,100,168192,,,,
8192,2,60,0,20,168211,,,,
2048,16,40,0,50,168252,,,,
4096,16,40,0,70,168291,,,,
2048,2,60,0,30,168352,,,,
8192,8,40,0,10,168381,,,,
4096,64,50,0,0,168542,,,,
4096,16,40,0,30,168562,,,,
2048,8,40,0,50,168612,,,,
1024,8,40,0,80,168703,,,,
4096,2,60,0,100,168712,,,,
4096,16,40,0,50,168743,,,,
1024,8,40,0,100,168752,,,,
1024,8,40,0,40,168832,,,,
4096,32,40,0,100,168893,,,,
2048,2,60,0,50,168982,,,,
1024,2,60,0,30,168983,,,,
1024,16,60,0,90,169133,,,,
8192,8,40,0,20,169163,,,,
8192,8,40,0,80,169474,,,,
4096,16,40,0,60,169484,,,,
2048,64,60,0,100,169554,,,,
4096,2,60,0,0,169695,,,,
4096,2,60,0,80,169794,,,,
8192,8,40,0,70,169855,,,,
8192,8,40,0,0,169914,,,,
4096,32,40,0,60,169924,,,,
4096,64,50,0,70,170025,,,,
8192,64,30,0,20,170025,,,,
4096,16,40,0,100,170185,,,,
4096,2,60,0,30,170295,,,,
8192,2,60,0,90,170315,,,,
4096,8,40,0,20,170325,,,,
4096,8,40,0,40,170366,,,,
8192,16,40,0,50,170406,,,,
4096,16,40,0,0,170666,,,,
1024,2,60,0,10,170957,,,,
1024,16,60,0,10,171007,,,,
2048,16,30,0,50,171047,,,,
4096,16,40,0,10,171057,,,,
2048,8,40,0,10,171107,,,,
4096,8,30,0,0,171116,,,,
4096,64,40,0,10,171117,,,,
4096,2,60,0,70,171197,,,,
8192,8,40,0,50,171308,,,,
8192,8,40,0,100,171528,,,,
4096,32,40,0,70,171548,,,,
4096,8,40,0,30,171778,,,,
8192,2,60,0,50,171858,,,,
2048,32,50,0,80,172239,,,,
1024,2,60,0,100,172339,,,,
4096,2,60,0,60,172419,,,,
8192,32,40,0,40,172430,,,,
8192,2,60,0,40,172710,,,,
4096,8,40,0,80,172730,,,,
8192,64,40,0,0,172800,,,,
4096,32,40,0,50,172880,,,,
2048,8,40,0,80,172990,,,,
8192,64,40,0,30,173061,,,,
4096,8,40,0,0,173261,,,,
8192,8,30,0,90,173261,,,,
8192,32,40,0,80,173662,,,,
8192,16,30,0,10,173842,,,,
2048,8,40,0,60,173872,,,,
4096,2,50,0,50,174202,,,,
8192,16,40,0,0,174282,,,,
4096,16,40,0,40,174353,,,,
4096,64,50,0,60,174493,,,,
2048,8,40,0,20,174543,,,,
2048,2,50,0,80,174813,,,,
8192,32,30,0,0,174894,,,,
8192,64,40,0,50,175014,,,,
4096,16,40,0,80,175124,,,,
8192,64,40,0,20,175175,,,,
1024,32,60,0,50,175255,,,,
4096,32,40,0,40,175465,,,,
2048,32,50,0,40,175475,,,,
8192,64,40,0,10,175616,,,,
8192,64,40,0,60,175755,,,,
8192,8,40,0,30,175865,,,,
1024,16,60,0,70,176477,,,,
2048,64,60,0,30,176667,,,,
4096,32,40,0,80,176667,,,,
4096,32,40,0,20,176877,,,,
4096,2,50,0,80,176897,,,,
8192,32,40,0,0,176908,,,,
8192,32,30,0,100,177449,,,,
2048,32,60,0,90,177719,,,,
1024,2,50,0,20,177779,,,,
4096,32,40,0,90,177829,,,,
8192,64,40,0,80,177950,,,,
4096,2,40,0,90,178110,,,,
1024,16,60,0,0,178170,,,,
1024,2,40,0,40,178581,,,,
8192,16,40,0,80,178741,,,,
4096,64,60,0,0,178751,,,,
1024,16,60,0,60,178941,,,,
8192,32,40,0,20,178991,,,,
8192,64,40,0,90,179002,,,,
1024,32,60,0,90,179181,,,,
2048,32,60,0,10,179272,,,,
8192,32,40,0,30,179403,,,,
8192,64,40,0,40,179613,,,,
1024,16,60,0,80,179683,,,,
8192,8,40,0,90,179733,,,,
1024,16,60,0,100,179763,,,,
2048,32,50,0,50,180343,,,,
4096,64,60,0,20,180484,,,,
8192,32,40,0,60,180484,,,,
2048,16,40,0,70,180554,,,,
1024,16,60,0,50,180695,,,,
2048,16,40,0,10,181115,,,,
4096,32,40,0,0,181115,,,,
8192,32,40,0,90,181125,,,,
4096,8,40,0,10,181356,,,,
1024,16,60,0,40,181716,,,,
2048,32,60,0,50,181867,,,,
1024,32,60,0,100,181987,,,,
1024,16,40,0,80,182047,,,,
4096,64,60,0,40,182077,,,,
2048,32,60,0,0,182217,,,,
4096,8,40,0,60,182408,,,,
4096,16,40,0,20,182458,,,,
8192,16,40,0,90,182468,,,,
4096,64,60,0,60,182508,,,,
8192,16,40,0,70,182618,,,,
1024,16,60,0,20,182708,,,,
2048,16,40,0,100,182739,,,,
2048,32,60,0,100,182839,,,,
2048,32,60,0,30,182899,,,,
2048,32,50,0,70,183119,,,,
4096,64,50,0,40,183199,,,,
8192,16,40,0,30,184231,,,,
4096,64,60,0,70,184542,,,,
2048,32,60,0,40,184762,,,,
8192,16,40,0,60,185013,,,,
8192,32,40,0,50,185173,,,,
2048,4,50,0,30,185233,,,,
4096,64,50,0,10,185464,,,,
4096,4,50,0,70,185584,,,,
2048,4,50,0,40,185734,,,,
8192,32,40,0,100,185844,,,,
1024,4,50,0,20,186034,,,,
4096,64,60,0,80,186135,,,,
1024,4,50,0,40,186235,,,,
8192,64,40,0,100,186254,,,,
4096,4,50,0,0,186455,,,,
8192,16,40,0,100,186646,,,,
1024,8,50,0,0,186876,,,,
1024,8,50,0,40,187197,,,,
4096,2,60,0,10,187357,,,,
1024,8,50,0,60,187367,,,,
1024,8,50,0,100,187507,,,,
4096,4,50,0,50,187587,,,,
1024,4,50,0,70,188579,,,,
4096,4,50,0,40,188709,,,,
4096,32,50,0,70,188870,,,,
4096,64,60,0,10,188870,,,,
4096,4,50,0,90,188920,,,,
1024,4,50,0,10,189070,,,,
1024,8,50,0,30,189140,,,,
1024,8,50,0,10,189210,,,,
2048,4,50,0,70,189441,,,,
1024,4,50,0,50,189591,,,,
1024,32,100,0,100,189611,,,,
2048,4,50,0,80,190323,,,,
1024,4,50,0,80,190403,,,,
2048,4,50,0,100,190513,,,,
2048,4,50,0,90,190553,,,,
1024,8,50,0,70,190813,,,,
1024,8,50,0,20,190923,,,,
8192,4,50,0,80,190923,,,,
4096,64,60,0,50,190944,,,,
4096,64,60,0,90,190974,,,,
4096,4,50,0,80,191234,,,,
8192,4,50,0,90,191545,,,,
4096,4,50,0,20,191665,,,,
4096,32,50,0,30,191875,,,,
2048,32,60,0,70,191885,,,,
8192,32,40,0,10,191936,,,,
2048,4,50,0,50,191996,,,,
4096,64,60,0,30,192206,,,,
4096,64,60,0,100,192246,,,,
2048,32,60,0,80,192426,,,,
2048,64,100,0,50,192527,,,,
2048,32,60,0,20,192707,,,,
1024,32,100,0,20,192747,,,,
2048,64,100,0,40,192918,,,,
4096,32,50,0,90,192977,,,,
2048,4,50,0,60,193268,,,,
2048,64,100,0,0,193488,,,,
8192,4,50,0,20,193578,,,,
8192,4,50,0,50,193638,,,,
1024,16,60,0,30,193979,,,,
1024,8,50,0,50,194320,,,,
4096,4,50,0,60,194850,,,,
2048,2,30,0,90,195082,,,,
2048,16,50,0,100,195472,,,,
2048,16,50,0,20,195612,,,,
4096,4,50,0,30,195612,,,,
2048,64,100,0,100,195802,,,,
2048,64,100,0,30,195923,,,,
2048,4,50,0,0,195973,,,,
2048,64,20,0,20,196103,,,,
1024,32,100,0,30,196214,,,,
1024,4,50,0,30,196304,,,,
2048,64,100,0,10,196504,,,,
2048,64,100,0,60,196524,,,,
2048,64,100,0,20,196554,,,,
2048,16,50,0,60,196634,,,,
2048,16,40,0,40,196975,,,,
8192,4,50,0,100,197035,,,,
1024,32,100,0,70,197105,,,,
2048,2,60,0,10,197115,,,,
4096,32,50,0,40,197265,,,,
2048,64,100,0,90,197396,,,,
2048,4,50,0,20,197616,,,,
2048,8,40,0,100,197846,,,,
4096,4,50,0,10,197937,,,,
2048,2,60,0,90,198167,,,,
8192,16,40,0,10,198197,,,,
1024,8,60,0,60,198297,,,,
1024,8,50,0,90,198548,,,,
1024,8,40,0,60,198618,,,,
8192,16,40,0,40,198677,,,,
4096,32,50,0,0,199149,,,,
8192,4,50,0,10,199169,,,,
8192,64,40,0,70,199770,,,,
2048,16,50,0,70,200341,,,,
8192,64,50,0,0,200712,,,,
4096,32,50,0,50,201473,,,,
2048,16,50,0,10,202334,,,,
8192,64,50,0,70,202505,,,,
4096,32,50,0,60,202555,,,,
4096,32,50,0,20,203106,,,,
2048,16,50,0,50,203467,,,,
4096,32,40,0,10,203908,,,,
1024,8,60,0,40,203918,,,,
8192,4,50,0,70,204158,,,,
2048,4,50,0,10,204258,,,,
1024,32,100,0,90,204389,,,,
8192,64,50,0,60,204549,,,,
1024,2,60,0,40,204729,,,,
8192,64,50,0,50,204879,,,,
1024,4,50,0,100,205170,,,,
1024,32,100,0,10,205300,,,,
1024,8,60,0,0,205751,,,,
1024,32,100,0,60,205881,,,,
8192,4,50,0,40,206091,,,,
8192,64,50,0,80,206302,,,,
1024,8,60,0,50,206332,,,,
1024,32,100,0,40,206443,,,,
1024,32,100,0,80,206522,,,,
1024,8,60,0,20,208386,,,,
8192,64,50,0,10,208406,,,,
1024,32,100,0,0,208416,,,,
8192,64,50,0,30,208787,,,,
8192,4,50,0,0,209297,,,,
1024,8,60,0,90,209428,,,,
4096,32,40,0,30,209578,,,,
8192,64,50,0,20,209618,,,,
8192,64,50,0,90,209718,,,,
1024,8,60,0,30,209899,,,,
1024,4,60,0,40,210099,,,,
2048,4,60,0,40,210360,,,,
2048,4,60,0,30,210420,,,,
2048,64,100,0,80,210820,,,,
2048,4,60,0,90,212183,,,,
4096,4,60,0,0,212343,,,,
8192,4,60,0,0,212474,,,,
8192,4,60,0,30,212664,,,,
2048,64,100,0,70,212704,,,,
8192,4,50,0,30,212905,,,,
4096,4,60,0,70,213205,,,,
4096,32,60,0,30,213245,,,,
2048,4,60,0,60,213265,,,,
4096,32,60,0,20,213385,,,,
4096,32,60,0,0,213495,,,,
2048,4,60,0,80,213696,,,,
1024,8,30,0,10,213836,,,,
2048,16,60,0,90,213856,,,,
4096,4,60,0,30,214477,,,,
8192,64,60,0,30,214497,,,,
2048,4,60,0,0,214717,,,,
8192,64,60,0,40,215299,,,,
2048,16,60,0,30,215329,,,,
4096,4,60,0,50,215459,,,,
1024,4,60,0,0,215619,,,,
2048,4,60,0,50,215810,,,,
4096,32,50,0,80,215920,,,,
8192,64,50,0,40,215970,,,,
1024,4,60,0,90,216060,,,,
2048,4,60,0,100,216371,,,,
4096,4,60,0,10,216541,,,,
4096,32,50,0,100,216721,,,,
1024,8,60,0,80,217002,,,,
1024,4,60,0,100,217102,,,,
2048,16,60,0,60,217332,,,,
8192,64,60,0,80,217443,,,,
1024,4,60,0,60,217472,,,,
2048,4,60,0,20,217733,,,,
8192,4,60,0,10,217793,,,,
1024,4,60,0,30,217813,,,,
2048,16,60,0,10,217943,,,,
4096,4,60,0,20,218064,,,,
1024,4,60,0,80,218875,,,,
4096,4,60,0,40,218925,,,,
4096,4,60,0,60,218935,,,,
8192,64,60,0,10,219156,,,,
2048,8,50,0,30,219256,,,,
2048,8,50,0,80,219376,,,,
4096,32,60,0,40,219557,,,,
4096,8,50,0,50,219917,,,,
8192,64,50,0,100,219928,,,,
8192,8,50,0,80,219988,,,,
4096,32,60,0,60,220248,,,,
8192,8,50,0,60,220498,,,,
2048,16,60,0,80,220538,,,,
8192,4,60,0,100,221049,,,,
2048,32,60,0,60,221100,,,,
8192,64,60,0,70,221119,,,,
8192,8,50,0,40,221329,,,,
4096,4,60,0,100,221490,,,,
1024,32,100,0,50,221530,,,,
4096,32,60,0,100,221691,,,,
8192,8,50,0,50,221931,,,,
4096,8,50,0,20,222071,,,,
8192,64,60,0,90,222442,,,,
4096,8,50,0,80,222512,,,,
2048,16,60,0,100,222652,,,,
8192,64,60,0,20,222793,,,,
2048,4,60,0,10,223434,,,,
4096,8,50,0,30,223504,,,,
4096,32,60,0,90,223815,,,,
2048,16,60,0,50,224616,,,,
8192,8,50,0,10,224897,,,,
4096,8,50,0,70,225086,,,,
1024,8,60,0,100,225267,,,,
4096,32,60,0,50,226780,,,,
4096,8,50,0,60,226860,,,,
4096,8,50,0,100,226930,,,,
8192,4,60,0,80,227040,,,,
2048,16,60,0,40,227101,,,,
4096,32,60,0,70,227531,,,,
1024,4,50,0,60,227661,,,,
2048,16,60,0,0,227671,,,,
2048,8,50,0,50,228333,,,,
2048,16,60,0,70,228914,,,,
1024,4,60,0,70,229195,,,,
4096,4,50,0,100,229264,,,,
4096,32,60,0,80,230317,,,,
8192,8,50,0,90,231148,,,,
2048,4,60,0,70,231238,,,,
8192,4,60,0,50,231399,,,,
4096,4,60,0,80,231920,,,,
8192,4,60,0,20,231989,,,,
8192,8,50,0,70,232080,,,,
8192,16,50,0,10,232681,,,,
2048,16,50,0,80,232781,,,,
8192,8,50,0,100,232901,,,,
8192,8,50,0,20,232991,,,,
1024,8,50,0,80,233803,,,,
8192,8,50,0,30,233963,,,,
2048,8,50,0,60,234013,,,,
4096,32,60,0,10,234775,,,,
2048,16,50,0,40,235136,,,,
2048,16,50,0,90,235406,,,,
8192,4,60,0,40,235646,,,,
2048,16,60,0,20,236288,,,,
4096,8,50,0,10,236388,,,,
8192,16,50,0,80,236448,,,,
4096,16,50,0,0,236538,,,,
4096,32,50,0,10,236558,,,,
8192,16,50,0,20,236568,,,,
4096,16,50,0,80,236799,,,,
8192,16,50,0,40,236879,,,,
2048,8,50,0,70,236949,,,,
2048,8,50,0,20,237269,,,,
2048,8,50,0,100,237520,,,,
4096,4,60,0,90,237620,,,,
2048,16,50,0,30,237680,,,,
4096,8,50,0,0,237740,,,,
4096,16,50,0,20,237901,,,,
1024,16,100,0,0,238030,,,,
4096,16,50,0,10,238502,,,,
8192,64,60,0,0,238692,,,,
8192,16,50,0,100,239874,,,,
2048,8,50,0,90,240586,,,,
8192,64,60,0,50,240876,,,,
8192,32,50,0,20,240886,,,,
8192,32,50,0,80,240986,,,,
8192,32,50,0,0,241237,,,,
8192,32,50,0,30,241517,,,,
4096,16,50,0,40,241598,,,,
1024,16,100,0,70,241978,,,,
4096,8,50,0,40,242609,,,,
8192,32,50,0,60,242679,,,,
8192,32,50,0,100,243361,,,,
8192,32,50,0,50,243511,,,,
2048,32,100,0,0,243842,,,,
4096,16,50,0,100,244202,,,,
8192,16,50,0,70,244473,,,,
8192,16,50,0,50,245545,,,,
8192,32,50,0,70,246276,,,,
1024,16,100,0,90,246777,,,,
4096,16,50,0,70,247328,,,,
1024,16,100,0,100,247999,,,,
4096,16,50,0,30,248079,,,,
1024,8,60,0,70,248199,,,,
4096,64,100,0,0,248400,,,,
1024,16,100,0,50,248440,,,,
8192,32,50,0,90,248991,,,,
4096,16,50,0,50,249321,,,,
1024,16,100,0,60,250474,,,,
1024,8,60,0,10,250544,,,,
8192,32,50,0,40,250645,,,,
1024,16,100,0,30,250934,,,,
1024,16,100,0,80,251185,,,,
8192,16,50,0,0,251616,,,,
