tamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
4096,64,100,0,50,251987,,,,
1024,16,100,0,20,252437,,,,
4096,64,100,0,30,252658,,,,
1024,16,100,0,40,252918,,,,
8192,16,50,0,30,253329,,,,
8192,16,50,0,60,253489,,,,
2048,32,100,0,100,254030,,,,
4096,8,50,0,90,254371,,,,
8192,4,60,0,70,254442,,,,
2048,32,100,0,70,255453,,,,
4096,64,100,0,20,255593,,,,
4096,64,100,0,40,256795,,,,
2048,32,100,0,20,257687,,,,
2048,32,100,0,10,257738,,,,
4096,64,100,0,70,259140,,,,
8192,2,100,0,40,259190,,,,
4096,64,100,0,90,259210,,,,
1024,4,60,0,10,259420,,,,
4096,64,100,0,100,259631,,,,
4096,64,100,0,80,259921,,,,
4096,64,100,0,10,260262,,,,
2048,32,100,0,40,260903,,,,
8192,32,50,0,10,261244,,,,
4096,64,100,0,60,261324,,,,
2048,8,50,0,0,261935,,,,
1024,2,100,0,100,262857,,,,
2048,2,100,0,0,263017,,,,
2048,8,60,0,0,263608,,,,
2048,32,100,0,80,263849,,,,
4096,16,60,0,50,264149,,,,
4096,16,60,0,40,265351,,,,
2048,32,100,0,30,265481,,,,
2048,16,50,0,0,265702,,,,
8192,32,60,0,30,266294,,,,
8192,2,100,0,70,266423,,,,
8192,4,50,0,60,266464,,,,
8192,16,50,0,90,266994,,,,
2048,2,100,0,30,267014,,,,
8192,64,60,0,100,267105,,,,
1024,2,100,0,0,267796,,,,
1024,4,50,0,0,268246,,,,
2048,8,60,0,40,268527,,,,
8192,16,60,0,60,268718,,,,
4096,16,60,0,0,268878,,,,
8192,2,100,0,0,268978,,,,
1024,4,50,0,90,270010,,,,
4096,8,60,0,80,270281,,,,
8192,2,100,0,80,270921,,,,
4096,16,60,0,100,271853,,,,
8192,8,60,0,20,271853,,,,
2048,32,100,0,50,271933,,,,
2048,2,100,0,40,271984,,,,
4096,16,60,0,20,271984,,,,
4096,8,60,0,50,272123,,,,
1024,2,100,0,90,272224,,,,
8192,32,60,0,100,272384,,,,
4096,2,100,0,20,272485,,,,
4096,2,100,0,60,272534,,,,
4096,16,50,0,60,272564,,,,
8192,2,100,0,20,272685,,,,
4096,2,100,0,100,272895,,,,
2048,8,60,0,20,273156,,,,
8192,32,60,0,0,273346,,,,
4096,2,100,0,30,273426,,,,
8192,2,100,0,100,273477,,,,
4096,2,100,0,40,273546,,,,
8192,16,60,0,10,273567,,,,
8192,8,60,0,30,273656,,,,
8192,2,100,0,90,273697,,,,
2048,2,100,0,60,274007,,,,
4096,2,100,0,50,274628,,,,
8192,32,60,0,40,274949,,,,
4096,2,100,0,90,275099,,,,
4096,8,60,0,90,275621,,,,
4096,16,60,0,30,275721,,,,
8192,2,100,0,30,275891,,,,
2048,2,100,0,90,275971,,,,
4096,2,100,0,80,276041,,,,
4096,16,60,0,10,276042,,,,
2048,8,60,0,50,276522,,,,
2048,8,60,0,30,276683,,,,
1024,8,100,0,0,277474,,,,
8192,32,60,0,70,277794,,,,
8192,16,60,0,40,278004,,,,
1024,2,100,0,40,278085,,,,
8192,16,60,0,30,278576,,,,
8192,32,60,0,50,278596,,,,
4096,16,60,0,60,278626,,,,
2048,8,60,0,70,279037,,,,
8192,8,60,0,80,279327,,,,
8192,8,60,0,10,279348,,,,
8192,16,60,0,90,279498,,,,
2048,2,100,0,80,280109,,,,
4096,2,100,0,70,280148,,,,
2048,8,50,0,10,280299,,,,
2048,8,60,0,60,280349,,,,
1024,4,60,0,20,280850,,,,
8192,16,60,0,50,280860,,,,
1024,2,100,0,60,280890,,,,
8192,32,60,0,80,281081,,,,
2048,2,100,0,50,281591,,,,
2048,8,60,0,80,282182,,,,
2048,2,100,0,100,282443,,,,
2048,8,60,0,10,282543,,,,
8192,2,100,0,10,282674,,,,
2048,8,60,0,100,282944,,,,
4096,8,60,0,0,283084,,,,
4096,8,60,0,20,283966,,,,
8192,32,60,0,20,283975,,,,
8192,2,100,0,50,284086,,,,
4096,8,60,0,70,284247,,,,
8192,8,60,0,100,284347,,,,
1024,4,60,0,50,284477,,,,
1024,2,100,0,30,284496,,,,
2048,8,60,0,90,284867,,,,
8192,2,100,0,60,285448,,,,
4096,2,100,0,10,285539,,,,
2048,2,100,0,70,285619,,,,
8192,16,60,0,80,287742,,,,
1024,2,100,0,50,289015,,,,
8192,8,50,0,0,290208,,,,
4096,8,60,0,40,290358,,,,
8192,64,60,0,60,290388,,,,
8192,32,60,0,60,290929,,,,
1024,2,100,0,20,292061,,,,
1024,2,100,0,10,292803,,,,
8192,16,60,0,100,293243,,,,
1024,2,100,0,80,293563,,,,
8192,4,60,0,60,294536,,,,
4096,2,100,0,0,296158,,,,
8192,8,60,0,40,296199,,,,
4096,8,60,0,30,296579,,,,
8192,4,60,0,90,296989,,,,
8192,32,60,0,10,297311,,,,
2048,2,100,0,20,299064,,,,
1024,4,100,0,100,299454,,,,
8192,8,60,0,60,299955,,,,
2048,16,100,0,30,300095,,,,
8192,64,100,0,0,300586,,,,
1024,16,100,0,10,300777,,,,
8192,8,60,0,70,300917,,,,
1024,8,100,0,40,300967,,,,
4096,32,100,0,90,301137,,,,
4096,8,60,0,60,301187,,,,
1024,8,100,0,50,301258,,,,
1024,4,100,0,10,301388,,,,
4096,32,100,0,40,301418,,,,
8192,8,60,0,0,301748,,,,
1024,8,100,0,60,302731,,,,
1024,8,100,0,30,302740,,,,
8192,8,60,0,90,302961,,,,
4096,32,100,0,80,303552,,,,
8192,64,100,0,60,303562,,,,
8192,16,60,0,20,303782,,,,
2048,16,100,0,40,303853,,,,
4096,32,100,0,50,304343,,,,
4096,32,100,0,100,305706,,,,
1024,8,100,0,90,307239,,,,
4096,32,100,0,70,307660,,,,
4096,32,100,0,60,308511,,,,
8192,8,60,0,50,308691,,,,
8192,64,100,0,100,308902,,,,
8192,64,100,0,70,309683,,,,
4096,8,60,0,10,309783,,,,
8192,64,100,0,20,309813,,,,
1024,8,100,0,100,310305,,,,
2048,16,100,0,0,311767,,,,
1024,8,100,0,80,312959,,,,
1024,4,100,0,70,315234,,,,
4096,16,60,0,80,316445,,,,
1024,2,100,0,70,316997,,,,
1024,4,100,0,80,317287,,,,
1024,4,100,0,30,318369,,,,
4096,32,100,0,0,319021,,,,
4096,32,100,0,20,319362,,,,
8192,16,60,0,0,320023,,,,
2048,32,100,0,60,320283,,,,
2048,16,100,0,50,321165,,,,
8192,64,100,0,80,321315,,,,
1024,8,100,0,10,321486,,,,
2048,16,100,0,20,321586,,,,
2048,16,100,0,60,321606,,,,
4096,8,60,0,100,321625,,,,
1024,4,100,0,60,322097,,,,
8192,64,100,0,90,323298,,,,
1024,4,100,0,50,323720,,,,
8192,64,100,0,50,325513,,,,
1024,4,100,0,20,327035,,,,
4096,16,50,0,90,328859,,,,
4096,4,100,0,70,328969,,,,
8192,64,100,0,30,329531,,,,
1024,8,100,0,20,330312,,,,
1024,4,100,0,40,330623,,,,
4096,32,100,0,10,332596,,,,
1024,4,100,0,0,333818,,,,
2048,16,100,0,10,334148,,,,
2048,4,100,0,60,337305,,,,
2048,2,100,0,10,338717,,,,
4096,4,100,0,80,340069,,,,
4096,4,100,0,40,340149,,,,
4096,16,60,0,90,340761,,,,
8192,4,100,0,0,341472,,,,
8192,4,100,0,70,342243,,,,
2048,16,100,0,70,342875,,,,
1024,4,100,0,90,344418,,,,
2048,16,100,0,80,344969,,,,
2048,4,100,0,0,346371,,,,
8192,64,100,0,10,346652,,,,
8192,32,60,0,90,349076,,,,
8192,4,100,0,20,351311,,,,
4096,4,100,0,20,351952,,,,
2048,4,100,0,90,352523,,,,
2048,16,100,0,100,352543,,,,
2048,4,100,0,40,353575,,,,
4096,4,100,0,10,353905,,,,
8192,4,100,0,100,353935,,,,
8192,4,100,0,60,354036,,,,
2048,4,100,0,10,354046,,,,
8192,4,100,0,80,356209,,,,
2048,32,100,0,90,356350,,,,
8192,4,100,0,30,356369,,,,
2048,8,100,0,60,356561,,,,
2048,4,100,0,30,357542,,,,
2048,8,100,0,10,358193,,,,
4096,4,100,0,100,359405,,,,
2048,4,100,0,20,360638,,,,
8192,64,100,0,40,360989,,,,
2048,2,60,0,100,363272,,,,
2048,4,100,0,80,363814,,,,
4096,4,100,0,30,363833,,,,
2048,4,100,0,50,366419,,,,
2048,8,100,0,100,366950,,,,
2048,8,100,0,40,367000,,,,
8192,4,100,0,50,367711,,,,
2048,8,100,0,90,367852,,,,
2048,8,100,0,30,369414,,,,
2048,4,100,0,70,369995,,,,
2048,8,100,0,80,372159,,,,
2048,8,100,0,0,374313,,,,
2048,8,100,0,20,374724,,,,
8192,32,100,0,10,378581,,,,
2048,8,100,0,70,378831,,,,
1024,2,60,0,60,379783,,,,
2048,8,100,0,50,382197,,,,
2048,4,100,0,100,390082,,,,
8192,4,100,0,90,390192,,,,
4096,8,100,0,90,391245,,,,
4096,8,100,0,0,393859,,,,
8192,4,100,0,40,394831,,,,
2048,16,100,0,90,395001,,,,
4096,8,100,0,70,395513,,,,
8192,32,100,0,40,396093,,,,
4096,16,100,0,100,396354,,,,
4096,16,100,0,60,400211,,,,
4096,16,100,0,40,401974,,,,
4096,16,100,0,80,402104,,,,
8192,32,100,0,0,402415,,,,
8192,8,100,0,10,403717,,,,
4096,16,100,0,10,403888,,,,
4096,16,100,0,20,404499,,,,
4096,8,100,0,60,406834,,,,
8192,32,100,0,20,408447,,,,
4096,8,100,0,80,408647,,,,
4096,16,100,0,70,408897,,,,
8192,8,100,0,50,410410,,,,
8192,32,100,0,90,411191,,,,
4096,16,100,0,90,411271,,,,
8192,32,100,0,60,411512,,,,
8192,8,100,0,0,411723,,,,
4096,16,100,0,50,413265,,,,
4096,8,100,0,30,413756,,,,
4096,8,100,0,100,413836,,,,
4096,8,100,0,50,414698,,,,
8192,8,100,0,30,414908,,,,
8192,32,100,0,30,415309,,,,
8192,8,100,0,60,415780,,,,
8192,8,100,0,90,416762,,,,
4096,8,100,0,40,416852,,,,
8192,32,100,0,80,419416,,,,
4096,16,100,0,0,419957,,,,
8192,8,100,0,20,420649,,,,
4096,16,100,0,30,421571,,,,
8192,8,100,0,40,421711,,,,
8192,8,100,0,70,422652,,,,
4096,8,100,0,20,424897,,,,
4096,8,100,0,10,425909,,,,
4096,32,100,0,30,428544,,,,
8192,16,60,0,70,429244,,,,
8192,8,100,0,80,430076,,,,
8192,32,100,0,100,432400,,,,
8192,16,100,0,20,439063,,,,
4096,4,100,0,90,441177,,,,
4096,4,100,0,60,441387,,,,
8192,8,100,0,100,442560,,,,
8192,4,100,0,10,447178,,,,
1024,8,100,0,70,447338,,,,
4096,4,100,0,0,449552,,,,
4096,4,100,0,50,449863,,,,
8192,16,100,0,40,453460,,,,
8192,16,100,0,80,455133,,,,
8192,32,100,0,70,455533,,,,
8192,16,100,0,70,461475,,,,
8192,16,100,0,50,462477,,,,
8192,16,100,0,100,462546,,,,
8192,16,100,0,60,463107,,,,
8192,16,100,0,0,472575,,,,
8192,32,100,0,50,476312,,,,
8192,16,100,0,10,482844,,,,
8192,16,100,0,30,494124,,,,
2048,8,50,0,40,511086,,,,
8192,16,100,0,90,579473,,,,
4096,16,60,0,70,657959,,,,
1024,64,1000,0,0,856887,,,,
1024,64,1000,0,10,872976,,,,
1024,64,1000,0,100,888565,,,,
1024,64,1000,0,90,895348,,,,
1024,64,1000,0,40,898183,,,,
1024,64,1000,0,80,918751,,,,
1024,64,1000,0,60,919343,,,,
1024,64,1000,0,70,922147,,,,
1024,64,1000,0,20,924962,,,,
1024,64,1000,0,50,935392,,,,
1024,64,1000,0,30,1017334,,,,
2048,64,1000,0,50,1058380,,,,
2048,64,1000,0,60,1065403,,,,
2048,64,1000,0,20,1077715,,,,
2048,64,1000,0,70,1084257,,,,
2048,64,1000,0,0,1085080,,,,
1024,32,1000,0,10,1088826,,,,
1024,32,1000,0,70,1091391,,,,
2048,64,1000,0,40,1094797,,,,
1024,32,1000,0,60,1094888,,,,
1024,32,1000,0,0,1095999,,,,
1024,32,1000,0,40,1097492,,,,
1024,32,1000,0,30,1099435,,,,
2048,64,1000,0,30,1104516,,,,
1024,32,1000,0,50,1110896,,,,
2048,64,1000,0,80,1122599,,,,
2048,64,1000,0,90,1122789,,,,
1024,32,1000,0,100,1131004,,,,
1024,32,1000,0,80,1141634,,,,
2048,64,1000,0,100,1147114,,,,
1024,16,1000,0,100,1153065,,,,
1024,16,1000,0,30,1157012,,,,
4096,64,1000,0,40,1165238,,,,
4096,64,1000,0,20,1167271,,,,
4096,64,1000,0,60,1172541,,,,
2048,64,1000,0,10,1177030,,,,
2048,32,1000,0,70,1179544,,,,
1024,32,1000,0,90,1180246,,,,
8192,64,1000,0,0,1182720,,,,
1024,8,1000,0,20,1182931,,,,
4096,64,1000,0,70,1185375,,,,
8192,64,1000,0,80,1187669,,,,
4096,64,1000,0,80,1188280,,,,
1024,8,1000,0,90,1196375,,,,
2048,32,1000,0,0,1206013,,,,
2048,32,1000,0,10,1210882,,,,
1024,16,1000,0,10,1220119,,,,
4096,32,1000,0,50,1221492,,,,
1024,16,1000,0,40,1226030,,,,
1024,16,1000,0,20,1226621,,,,
4096,32,1000,0,100,1228384,,,,
8192,32,1000,0,30,1228856,,,,
1024,16,1000,0,60,1229968,,,,
8192,64,1000,0,30,1231250,,,,
4096,64,1000,0,10,1236409,,,,
1024,16,1000,0,50,1245546,,,,
4096,64,1000,0,30,1245877,,,,
8192,64,1000,0,50,1253341,,,,
2048,32,1000,0,20,1255745,,,,
1024,16,1000,0,80,1258620,,,,
4096,64,1000,0,50,1258731,,,,
8192,64,1000,0,10,1266705,,,,
1024,16,1000,0,0,1267186,,,,
1024,16,1000,0,90,1267778,,,,
2048,32,1000,0,80,1274740,,,,
8192,64,1000,0,40,1277566,,,,
2048,16,1000,0,50,1277616,,,,
4096,32,1000,0,40,1278267,,,,
4096,64,1000,0,0,1278307,,,,
2048,32,1000,0,60,1278387,,,,
4096,16,1000,0,20,1288065,,,,
8192,64,1000,0,60,1290219,,,,
1024,8,1000,0,60,1291210,,,,
2048,32,1000,0,40,1294247,,,,
2048,32,1000,0,50,1300378,,,,
2048,16,1000,0,80,1319773,,,,
8192,64,1000,0,90,1320035,,,,
1024,16,1000,0,70,1320976,,,,
4096,32,1000,0,10,1328490,,,,
2048,32,1000,0,30,1328750,,,,
1024,8,1000,0,80,1330213,,,,
1024,8,1000,0,0,1332938,,,,
2048,16,1000,0,10,1335733,,,,
1024,2,1000,0,80,1339059,,,,
4096,16,1000,0,10,1340282,,,,
2048,16,1000,0,40,1343067,,,,
2048,32,1000,0,100,1344400,,,,
4096,32,1000,0,20,1347955,,,,
1024,32,1000,0,20,1351683,,,,
8192,16,1000,0,30,1352624,,,,
2048,16,1000,0,20,1355159,,,,
4096,32,1000,0,30,1356342,,,,
8192,64,1000,0,20,1359337,,,,
1024,2,1000,0,70,1359357,,,,
4096,32,1000,0,60,1359857,,,,
4096,64,1000,0,90,1362914,,,,
4096,16,1000,0,0,1366230,,,,
1024,2,1000,0,100,1366651,,,,
4096,8,1000,0,70,1367492,,,,
2048,16,1000,0,70,1367813,,,,
2048,16,1000,0,90,1367973,,,,
1024,4,1000,0,20,1368815,,,,
1024,8,1000,0,40,1373944,,,,
4096,32,1000,0,0,1375327,,,,
1024,4,1000,0,80,1377050,,,,
1024,2,1000,0,10,1384313,,,,
2048,16,1000,0,100,1390685,,,,
1024,8,1000,0,70,1391527,,,,
1024,4,1000,0,10,1392218,,,,
2048,16,1000,0,0,1393730,,,,
1024,2,1000,0,40,1394041,,,,
1024,2,1000,0,90,1396966,,,,
2048,8,1000,0,50,1398390,,,,
8192,64,1000,0,70,1398439,,,,
1024,8,1000,0,10,1400443,,,,
4096,32,1000,0,80,1400624,,,,
2048,8,1000,0,100,1402657,,,,
4096,32,1000,0,70,1403929,,,,
1024,4,1000,0,0,1413517,,,,
2048,16,1000,0,60,1415170,,,,
1024,4,1000,0,30,1422444,,,,
1024,8,1000,0,30,1422835,,,,
4096,32,1000,0,90,1424638,,,,
1024,4,1000,0,40,1425430,,,,
1024,8,1000,0,50,1425841,,,,
8192,32,1000,0,0,1426572,,,,
4096,16,1000,0,50,1426741,,,,
8192,32,1000,0,50,1427153,,,,
4096,8,1000,0,30,1428746,,,,
1024,4,1000,0,60,1429387,,,,
1024,2,1000,0,60,1429717,,,,
1024,2,1000,0,20,1430359,,,,
2048,16,1000,0,30,1432613,,,,
2048,8,1000,0,80,1433565,,,,
4096,8,1000,0,100,1440227,,,,
4096,8,1000,0,40,1444314,,,,
2048,4,1000,0,20,1446018,,,,
8192,16,1000,0,100,1446218,,,,
1024,4,1000,0,70,1446309,,,,
4096,16,1000,0,40,1448863,,,,
1024,4,1000,0,100,1453461,,,,
8192,32,1000,0,70,1455294,,,,
8192,16,1000,0,70,1456116,,,,
8192,64,1000,0,100,1456316,,,,
2048,4,1000,0,0,1456317,,,,
1024,2,1000,0,30,1458340,,,,
2048,8,1000,0,40,1459061,,,,
1024,2,1000,0,0,1462559,,,,
8192,16,1000,0,90,1463840,,,,
2048,4,1000,0,50,1469010,,,,
8192,16,1000,0,10,1472066,,,,
8192,16,1000,0,80,1472616,,,,
8192,32,1000,0,20,1475111,,,,
1024,4,1000,0,50,1476173,,,,
4096,8,1000,0,80,1483447,,,,
2048,2,1000,0,10,1485320,,,,
4096,8,1000,0,50,1485441,,,,
1024,2,1000,0,50,1485972,,,,
1024,8,1000,0,100,1487415,,,,
8192,32,1000,0,60,1493164,,,,
2048,8,1000,0,30,1497543,,,,
2048,8,1000,0,70,1503033,,,,
2048,8,1000,0,10,1503644,,,,
4096,8,1000,0,60,1505017,,,,
8192,32,1000,0,80,1506109,,,,
2048,4,1000,0,80,1507371,,,,
2048,2,1000,0,40,1511679,,,,
8192,32,1000,0,100,1511689,,,,
4096,16,1000,0,80,1512029,,,,
4096,16,1000,0,100,1512411,,,,
2048,4,1000,0,100,1514995,,,,
4096,16,1000,0,70,1518592,,,,
8192,16,1000,0,20,1520024,,,,
8192,32,1000,0,90,1521658,,,,
2048,8,1000,0,60,1526216,,,,
8192,32,1000,0,10,1532989,,,,
4096,8,1000,0,20,1537196,,,,
1024,4,1000,0,90,1539761,,,,
2048,2,1000,0,80,1539791,,,,
2048,8,1000,0,20,1542366,,,,
8192,32,1000,0,40,1542897,,,,
2048,2,1000,0,20,1550691,,,,
4096,16,1000,0,30,1552274,,,,
4096,16,1000,0,60,1553146,,,,
4096,8,1000,0,90,1555099,,,,
2048,2,1000,0,30,1558315,,,,
2048,4,1000,0,90,1561952,,,,
2048,8,1000,0,0,1568024,,,,
4096,8,1000,0,10,1570448,,,,
2048,4,1000,0,40,1573884,,,,
2048,2,1000,0,60,1575948,,,,
8192,16,1000,0,50,1580817,,,,
2048,4,1000,0,70,1581648,,,,
4096,8,1000,0,0,1581960,,,,
2048,2,1000,0,0,1582480,,,,
4096,64,1000,0,100,1584734,,,,
2048,2,1000,0,90,1593450,,,,
4096,4,1000,0,30,1604752,,,,
2048,2,1000,0,50,1611194,,,,
8192,16,1000,0,40,1613799,,,,
4096,4,1000,0,90,1613838,,,,
4096,4,1000,0,60,1614850,,,,
2048,2,1000,0,70,1616523,,,,
4096,4,1000,0,20,1616734,,,,
2048,4,1000,0,30,1616774,,,,
4096,16,1000,0,90,1617806,,,,
2048,4,1000,0,10,1620370,,,,
4096,4,1000,0,40,1635588,,,,
8192,2,1000,0,0,1651368,,,,
2048,4,1000,0,60,1651628,,,,
4096,2,1000,0,50,1661186,,,,
2048,2,1000,0,100,1664071,,,,
4096,2,1000,0,90,1667949,,,,
2048,8,1000,0,90,1670964,,,,
4096,2,1000,0,0,1671415,,,,
4096,4,1000,0,50,1676774,,,,
4096,2,1000,0,10,1683237,,,,
4096,2,1000,0,30,1685421,,,,
8192,2,1000,0,20,1687785,,,,
8192,8,1000,0,40,1692954,,,,
4096,2,1000,0,60,1695951,,,,
8192,2,1000,0,10,1699587,,,,
8192,8,1000,0,90,1706971,,,,
8192,8,1000,0,20,1714545,,,,
4096,4,1000,0,10,1722500,,,,
8192,8,1000,0,60,1733710,,,,
8192,2,1000,0,70,1744921,,,,
4096,4,1000,0,0,1747045,,,,
2048,32,1000,0,90,1747556,,,,
8192,2,1000,0,90,1752716,,,,
8192,2,1000,0,50,1755621,,,,
4096,4,1000,0,70,1756221,,,,
4096,2,1000,0,80,1757464,,,,
4096,4,1000,0,100,1758757,,,,
4096,2,1000,0,20,1763044,,,,
8192,2,1000,0,40,1763936,,,,
8192,2,1000,0,80,1765509,,,,
8192,2,1000,0,60,1770949,,,,
8192,16,1000,0,60,1778192,,,,
4096,2,1000,0,70,1785386,,,,
8192,4,1000,0,10,1793661,,,,
8192,2,1000,0,100,1794112,,,,
4096,2,1000,0,100,1807166,,,,
8192,4,1000,0,0,1817585,,,,
8192,4,1000,0,100,1831261,,,,
4096,4,1000,0,80,1834617,,,,
8192,4,1000,0,50,1840127,,,,
4096,2,1000,0,40,1852260,,,,
8192,4,1000,0,30,1873729,,,,
8192,4,1000,0,20,1875032,,,,
8192,8,1000,0,0,1888527,,,,
8192,8,1000,0,100,1901010,,,,
8192,16,1000,0,0,1905839,,,,
8192,4,1000,0,80,1908945,,,,
8192,4,1000,0,90,1909235,,,,
8192,8,1000,0,10,1935885,,,,
8192,8,1000,0,80,1946805,,,,
8192,8,1000,0,30,1977813,,,,
8192,8,1000,0,50,1983102,,,,
8192,4,1000,0,40,1987279,,,,
8192,4,1000,0,60,2017205,,,,
8192,4,1000,0,70,2018077,,,,
8192,8,1000,0,70,2041370,,,,
8192,2,1000,0,30,2069361,,,,
