tamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
1024,64,1000,1,0,410129,,,,
4096,8,60,1,0,410138,,,,
4096,2,1000,1,20,410218,,,,
4096,4,60,1,40,410218,,,,
8192,32,40,1,60,410268,,,,
8192,4,1000,1,70,410319,,,,
2048,16,60,1,40,410349,,,,
1024,32,100,1,80,410399,,,,
1024,16,1000,1,70,410519,,,,
2048,64,40,1,10,410580,,,,
8192,64,40,1,20,410609,,,,
4096,8,1000,1,60,410649,,,,
8192,8,1000,1,30,410710,,,,
8192,4,100,1,60,410819,,,,
2048,2,30,1,20,410899,,,,
2048,8,1000,1,50,410909,,,,
2048,16,60,1,30,410950,,,,
4096,64,10,1,50,410960,,,,
1024,2,1000,1,20,410980,,,,
4096,4,1000,1,20,411060,,,,
8192,16,1000,1,90,411171,,,,
8192,16,1000,1,0,411311,,,,
8192,16,30,1,0,411321,,,,
4096,64,1000,1,80,411351,,,,
2048,16,50,1,60,411400,,,,
1024,64,1000,1,50,411661,,,,
8192,32,40,1,40,411691,,,,
4096,32,40,1,0,411881,,,,
1024,8,40,1,0,411882,,,,
1024,16,60,1,80,411922,,,,
4096,4,1000,1,90,412102,,,,
2048,8,1000,1,100,412142,,,,
4096,32,1000,1,100,412413,,,,
8192,64,40,1,0,412543,,,,
8192,16,40,1,70,412673,,,,
2048,64,1000,1,10,412863,,,,
8192,32,20,1,0,412864,,,,
8192,16,1000,1,50,412934,,,,
2048,32,1000,1,40,413164,,,,
1024,4,1000,1,30,413174,,,,
8192,4,10,1,80,413204,,,,
4096,64,1000,1,100,413514,,,,
8192,8,1000,1,100,413594,,,,
2048,8,30,1,40,413625,,,,
2048,4,1000,1,50,413885,,,,
4096,2,50,1,100,413915,,,,
8192,2,1000,1,0,414005,,,,
4096,4,1000,1,50,414116,,,,
4096,16,40,1,50,414156,,,,
1024,2,40,1,70,414226,,,,
8192,2,1000,1,90,414246,,,,
1024,2,1000,1,100,414386,,,,
2048,32,60,1,60,414637,,,,
4096,16,1000,1,30,414737,,,,
1024,4,1000,1,40,414787,,,,
2048,8,100,1,60,414867,,,,
4096,16,100,1,90,414887,,,,
4096,4,1000,1,30,415197,,,,
1024,32,1000,1,30,415198,,,,
8192,4,1000,1,80,415208,,,,
8192,4,1000,1,30,415418,,,,
4096,2,40,1,60,415468,,,,
1024,32,1000,1,70,415669,,,,
2048,4,20,1,80,415729,,,,
4096,64,20,1,40,415759,,,,
8192,16,1000,1,20,415808,,,,
1024,2,1000,1,30,415859,,,,
2048,64,50,1,30,415879,,,,
4096,8,60,1,100,416000,,,,
8192,8,1000,1,50,416030,,,,
1024,4,20,1,70,416159,,,,
1024,32,1000,1,20,416280,,,,
2048,4,1000,1,80,416290,,,,
8192,64,50,1,60,416470,,,,
2048,64,1000,1,70,416491,,,,
4096,8,20,1,100,416531,,,,
2048,4,1000,1,70,416600,,,,
8192,8,1000,1,60,416600,,,,
8192,64,40,1,50,416601,,,,
4096,32,1000,1,50,416650,,,,
4096,2,1000,1,40,416721,,,,
2048,64,1000,1,100,416910,,,,
8192,64,1000,1,10,416971,,,,
1024,2,1000,1,0,417032,,,,
4096,32,1000,1,60,417041,,,,
2048,16,1000,1,100,417121,,,,
8192,16,1000,1,70,417322,,,,
1024,32,1000,1,90,417392,,,,
1024,4,1000,1,0,417522,,,,
2048,2,1000,1,70,417542,,,,
2048,4,1000,1,100,417562,,,,
4096,2,1000,1,70,417572,,,,
4096,32,1000,1,20,417572,,,,
8192,8,20,1,80,417632,,,,
4096,8,1000,1,90,417633,,,,
1024,32,1000,1,0,417662,,,,
4096,4,40,1,30,417692,,,,
8192,8,60,1,100,417693,,,,
1024,2,1000,1,90,417723,,,,
1024,64,1000,1,10,417752,,,,
1024,8,1000,1,90,417853,,,,
4096,16,1000,1,100,417863,,,,
8192,8,1000,1,80,417893,,,,
2048,32,1000,1,80,417913,,,,
4096,64,1000,1,90,418073,,,,
8192,2,1000,1,100,418083,,,,
2048,64,1000,1,0,418133,,,,
4096,8,50,1,80,418143,,,,
8192,8,1000,1,70,418163,,,,
8192,32,1000,1,90,418224,,,,
1024,64,1000,1,90,418404,,,,
2048,64,1000,1,20,418664,,,,
4096,8,10,1,50,418674,,,,
8192,16,100,1,90,418674,,,,
4096,16,10,1,40,418855,,,,
8192,64,40,1,100,418855,,,,
1024,8,1000,1,20,419135,,,,
1024,8,1000,1,0,419275,,,,
8192,32,1000,1,20,419405,,,,
8192,16,20,1,90,419435,,,,
8192,2,1000,1,20,419465,,,,
1024,32,1000,1,50,419496,,,,
2048,2,1000,1,60,419505,,,,
2048,32,1000,1,10,419516,,,,
4096,32,1000,1,40,419576,,,,
8192,4,1000,1,90,419646,,,,
2048,8,1000,1,0,419656,,,,
4096,64,1000,1,60,419656,,,,
8192,4,1000,1,10,419756,,,,
8192,16,10,1,100,419807,,,,
4096,32,1000,1,0,419877,,,,
4096,2,1000,1,30,419896,,,,
2048,64,1000,1,60,420127,,,,
8192,16,1000,1,100,420127,,,,
8192,16,20,1,60,420137,,,,
2048,32,30,1,60,420297,,,,
1024,8,1000,1,40,420428,,,,
1024,8,1000,1,10,420638,,,,
1024,16,1000,1,100,420648,,,,
8192,64,50,1,30,420688,,,,
4096,16,50,1,30,420768,,,,
8192,16,1000,1,30,420788,,,,
4096,8,1000,1,20,420948,,,,
1024,4,60,1,100,420998,,,,
1024,2,20,1,20,421058,,,,
2048,16,1000,1,70,421089,,,,
4096,16,1000,1,40,421389,,,,
2048,64,100,1,20,421419,,,,
2048,4,1000,1,30,421609,,,,
1024,32,1000,1,40,421740,,,,
8192,2,30,1,50,421790,,,,
1024,2,1000,1,10,421940,,,,
4096,16,1000,1,50,422351,,,,
8192,16,1000,1,80,422712,,,,
1024,16,1000,1,60,422732,,,,
4096,16,60,1,80,422992,,,,
4096,8,1000,1,50,423152,,,,
4096,64,1000,1,70,423152,,,,
4096,2,1000,1,10,423262,,,,
1024,2,10,2,30,423353,,,,
8192,2,50,1,90,423353,,,,
1024,64,1000,1,80,423724,,,,
8192,2,1000,1,40,423753,,,,
4096,64,1000,1,0,423814,,,,
4096,16,1000,1,60,424244,,,,
8192,2,1000,1,30,424454,,,,
8192,64,1000,1,90,424595,,,,
2048,16,1000,1,30,424705,,,,
4096,2,1000,1,0,424716,,,,
8192,32,60,1,40,424825,,,,
1024,8,1000,1,50,424846,,,,
2048,32,1000,1,30,424866,,,,
4096,64,10,1,10,424976,,,,
2048,8,1000,1,20,424995,,,,
8192,64,20,1,80,425106,,,,
1024,16,50,1,50,425196,,,,
8192,64,1000,1,60,425397,,,,
1024,32,10,1,100,425437,,,,
4096,16,20,1,30,425487,,,,
8192,8,1000,1,10,425507,,,,
2048,4,1000,1,60,425527,,,,
4096,2,40,1,0,425617,,,,
2048,8,1000,1,70,425728,,,,
1024,16,1000,1,0,425787,,,,
8192,8,1000,1,90,425817,,,,
2048,16,1000,1,0,425838,,,,
1024,4,1000,1,90,426028,,,,
4096,2,1000,1,60,426038,,,,
8192,4,1000,1,60,426048,,,,
2048,4,1000,1,20,426208,,,,
4096,64,100,1,10,426308,,,,
2048,32,1000,1,90,426469,,,,
4096,32,1000,1,80,426759,,,,
8192,32,1000,1,100,427000,,,,
4096,4,60,1,0,427260,,,,
4096,64,1000,1,50,427451,,,,
1024,8,1000,1,80,427601,,,,
1024,4,20,2,20,427731,,,,
8192,8,1000,1,20,427751,,,,
2048,8,1000,1,10,427761,,,,
8192,16,1000,1,60,427982,,,,
4096,8,1000,1,10,428091,,,,
1024,8,20,1,80,428142,,,,
1024,2,10,2,100,428262,,,,
1024,16,1000,1,50,428372,,,,
2048,8,60,1,60,428402,,,,
2048,2,1000,1,40,428653,,,,
2048,32,1000,1,70,428853,,,,
4096,64,1000,1,40,428984,,,,
1024,32,20,2,80,429063,,,,
1024,16,1000,1,40,429163,,,,
2048,32,1000,1,0,429254,,,,
1024,32,20,2,50,429424,,,,
2048,2,1000,1,50,429575,,,,
8192,32,1000,1,40,429885,,,,
1024,8,10,2,20,429955,,,,
8192,32,1000,1,50,430066,,,,
2048,4,1000,1,0,430116,,,,
8192,64,60,1,20,430135,,,,
1024,16,40,2,40,430396,,,,
2048,16,100,1,30,430686,,,,
8192,2,1000,1,80,431037,,,,
8192,16,60,1,100,431077,,,,
8192,4,1000,1,0,431087,,,,
2048,32,30,2,100,431158,,,,
2048,16,1000,1,10,431247,,,,
1024,16,50,2,80,431728,,,,
8192,4,1000,1,100,431919,,,,
4096,8,1000,1,80,431949,,,,
1024,16,1000,1,10,432139,,,,
1024,32,1000,1,80,432330,,,,
8192,64,1000,1,0,432489,,,,
8192,2,1000,1,70,433151,,,,
1024,32,30,1,60,433231,,,,
4096,16,1000,1,0,433352,,,,
8192,64,1000,1,50,433462,,,,
4096,2,1000,1,80,433572,,,,
4096,8,10,1,10,433611,,,,
8192,32,20,1,40,433792,,,,
8192,32,10,2,10,434002,,,,
2048,8,100,2,50,434012,,,,
2048,4,1000,1,10,434033,,,,
2048,4,1000,1,40,434233,,,,
4096,2,1000,1,50,434323,,,,
1024,4,1000,1,80,434433,,,,
1024,64,1000,1,60,434433,,,,
4096,32,1000,1,90,434583,,,,
4096,16,1000,1,80,434594,,,,
1024,2,60,2,90,434653,,,,
4096,16,1000,1,90,434694,,,,
8192,32,1000,1,30,434703,,,,
1024,8,30,2,30,434714,,,,
2048,8,1000,1,60,434834,,,,
8192,8,100,2,80,434834,,,,
4096,8,10,1,40,434874,,,,
8192,4,1000,1,20,435104,,,,
1024,2,30,2,60,435235,,,,
1024,8,50,1,20,435315,,,,
1024,64,40,2,90,435585,,,,
1024,4,100,2,50,435646,,,,
8192,32,60,1,100,435665,,,,
2048,4,40,1,90,435686,,,,
2048,64,1000,1,90,435846,,,,
1024,64,60,2,50,435876,,,,
4096,16,30,2,20,435876,,,,
4096,4,20,1,30,435936,,,,
4096,4,40,1,50,436216,,,,
4096,2,1000,1,100,436217,,,,
4096,8,40,2,40,436657,,,,
8192,64,1000,1,30,436837,,,,
2048,4,20,2,50,436848,,,,
4096,16,40,1,90,436878,,,,
8192,2,40,1,30,437028,,,,
4096,8,50,1,90,437108,,,,
2048,2,40,2,50,437138,,,,
2048,16,1000,1,60,437469,,,,
8192,16,100,2,100,437469,,,,
2048,2,1000,1,30,437499,,,,
1024,8,30,2,20,437699,,,,
8192,64,30,2,90,437719,,,,
1024,32,1000,1,10,437740,,,,
8192,64,1000,1,80,437780,,,,
1024,32,20,2,90,437800,,,,
1024,4,40,1,70,437809,,,,
1024,4,60,2,30,437870,,,,
8192,2,100,1,90,438080,,,,
4096,2,40,2,0,438110,,,,
1024,8,1000,1,100,438180,,,,
1024,32,10,2,10,438260,,,,
8192,64,1000,1,20,438290,,,,
2048,16,1000,1,90,438451,,,,
4096,16,20,1,0,438451,,,,
2048,2,1000,1,90,438501,,,,
8192,16,1000,1,40,438682,,,,
2048,4,1000,1,90,438701,,,,
2048,4,10,2,80,438822,,,,
4096,2,10,2,90,438921,,,,
1024,2,20,2,90,438972,,,,
2048,16,40,2,80,438981,,,,
1024,4,1000,1,70,439021,,,,
1024,2,100,2,40,439262,,,,
4096,32,50,1,20,439512,,,,
1024,4,1000,1,60,439603,,,,
8192,4,30,2,40,439833,,,,
4096,4,10,2,100,440114,,,,
4096,4,30,2,90,440234,,,,
2048,2,1000,1,20,440565,,,,
2048,8,10,2,70,440645,,,,
8192,32,1000,1,70,440655,,,,
1024,32,100,2,60,440745,,,,
1024,2,40,2,80,440905,,,,
4096,16,20,2,50,440915,,,,
4096,16,100,2,50,440955,,,,
2048,16,30,2,20,441015,,,,
1024,2,1000,1,50,441136,,,,
4096,4,20,2,20,441136,,,,
4096,8,30,2,90,441185,,,,
4096,16,10,2,60,441286,,,,
4096,32,10,2,50,441326,,,,
4096,2,40,2,40,441346,,,,
1024,32,60,2,60,441406,,,,
2048,2,50,2,80,441466,,,,
1024,4,60,2,90,441536,,,,
1024,4,100,2,20,441576,,,,
8192,2,10,2,10,441626,,,,
2048,2,30,2,50,441727,,,,
4096,8,100,2,60,441827,,,,
2048,8,100,2,90,441897,,,,
2048,4,40,2,40,441937,,,,
2048,16,50,1,100,442007,,,,
2048,16,60,2,10,442058,,,,
8192,64,30,2,20,442268,,,,
2048,2,20,2,10,442348,,,,
2048,16,100,2,100,442348,,,,
8192,32,1000,1,0,442368,,,,
8192,32,50,2,0,442438,,,,
1024,64,20,2,60,442659,,,,
4096,32,100,2,70,442669,,,,
4096,32,30,2,50,442688,,,,
8192,2,20,2,10,442719,,,,
2048,2,20,2,90,442779,,,,
2048,4,50,2,90,442879,,,,
2048,2,50,2,20,442939,,,,
1024,64,30,2,40,442959,,,,
2048,32,100,1,40,442999,,,,
2048,32,60,2,100,443000,,,,
1024,64,100,2,50,443099,,,,
1024,4,50,2,40,443109,,,,
2048,32,100,2,90,443140,,,,
1024,8,10,2,10,443300,,,,
4096,2,10,2,30,443329,,,,
1024,64,60,2,10,443360,,,,
4096,32,20,1,70,443370,,,,
1024,2,20,2,50,443460,,,,
4096,32,20,2,40,443481,,,,
2048,2,50,2,60,443561,,,,
2048,64,40,2,50,443570,,,,
8192,32,100,2,90,443570,,,,
1024,2,60,2,70,443590,,,,
1024,4,50,2,90,443690,,,,
1024,16,30,2,50,443740,,,,
1024,2,30,2,80,443780,,,,
4096,4,20,2,40,443880,,,,
1024,16,1000,1,20,443901,,,,
8192,4,30,2,100,443951,,,,
4096,8,40,2,10,443961,,,,
1024,32,100,2,40,444031,,,,
8192,4,30,2,0,444041,,,,
1024,64,60,2,80,444071,,,,
1024,16,50,2,90,444091,,,,
1024,64,40,2,30,444091,,,,
2048,16,20,2,50,444121,,,,
4096,16,1000,1,20,444121,,,,
8192,8,60,2,70,444122,,,,
2048,16,40,2,20,444131,,,,
4096,2,40,2,70,444131,,,,
4096,16,10,2,80,444272,,,,
1024,64,40,2,60,444351,,,,
4096,32,100,2,80,444382,,,,
4096,4,50,1,50,444391,,,,
1024,64,20,2,80,444402,,,,
8192,4,60,2,20,444502,,,,
4096,8,40,2,50,444512,,,,
4096,64,60,2,40,444532,,,,
2048,64,60,2,10,444572,,,,
1024,64,40,2,80,444642,,,,
2048,8,60,2,70,444672,,,,
4096,8,50,2,40,444693,,,,
4096,8,50,2,20,444703,,,,
2048,4,60,1,20,444792,,,,
8192,64,50,2,100,444822,,,,
8192,16,40,2,60,444843,,,,
1024,2,50,2,40,444892,,,,
8192,16,1000,1,10,444922,,,,
4096,64,10,2,60,444942,,,,
8192,2,30,2,50,444963,,,,
8192,16,100,2,30,445083,,,,
4096,8,40,2,20,445113,,,,
8192,64,10,2,60,445153,,,,
2048,16,100,2,30,445213,,,,
8192,2,20,2,40,445214,,,,
2048,4,50,2,20,445223,,,,
4096,2,10,2,60,445253,,,,
1024,16,40,2,10,445274,,,,
2048,32,60,2,60,445274,,,,
1024,64,50,2,40,445363,,,,
4096,2,60,2,10,445364,,,,
2048,8,60,2,20,445504,,,,
8192,8,40,2,90,445534,,,,
1024,2,20,1,40,445553,,,,
1024,64,40,2,70,445553,,,,
1024,8,10,2,90,445574,,,,
2048,64,60,2,100,445584,,,,
2048,16,40,2,30,445594,,,,
8192,2,50,1,70,445654,,,,
2048,4,50,2,80,445684,,,,
1024,16,20,2,100,445685,,,,
1024,16,20,2,10,445704,,,,
2048,4,30,2,20,445744,,,,
1024,16,30,1,60,445815,,,,
1024,2,20,2,70,445835,,,,
8192,32,100,2,100,445844,,,,
2048,4,10,2,90,445885,,,,
2048,8,100,2,100,445924,,,,
2048,16,100,2,60,445925,,,,
1024,32,50,2,40,445955,,,,
2048,32,60,2,90,445965,,,,
1024,4,40,2,60,445985,,,,
1024,64,20,2,30,446035,,,,
1024,4,20,2,10,446144,,,,
1024,4,20,2,60,446145,,,,
1024,2,30,2,50,446165,,,,
8192,2,1000,1,10,446165,,,,
4096,4,30,2,100,446205,,,,
2048,16,10,2,60,446245,,,,
1024,2,10,2,70,446335,,,,
8192,16,30,2,30,446335,,,,
8192,8,30,2,100,446336,,,,
1024,4,20,2,0,446475,,,,
2048,2,40,2,70,446596,,,,
2048,16,10,2,40,446616,,,,
8192,8,40,2,10,446686,,,,
8192,4,10,2,30,446716,,,,
4096,64,20,2,100,446807,,,,
2048,32,20,2,50,446836,,,,
4096,4,100,2,90,446877,,,,
1024,64,50,2,60,446896,,,,
8192,4,20,2,80,446896,,,,
8192,64,60,2,100,446916,,,,
8192,64,1000,1,40,446917,,,,
8192,8,20,2,30,446957,,,,
1024,4,50,1,100,446996,,,,
4096,4,100,2,20,447057,,,,
4096,16,40,2,80,447057,,,,
2048,16,30,2,70,447066,,,,
2048,16,30,2,10,447067,,,,
1024,8,50,2,40,447077,,,,
4096,8,10,2,70,447077,,,,
2048,32,1000,1,60,447097,,,,
1024,8,20,2,70,447107,,,,
1024,64,50,2,90,447116,,,,
8192,32,10,2,20,447117,,,,
4096,8,10,2,30,447127,,,,
8192,2,30,2,60,447136,,,,
1024,8,30,2,100,447137,,,,
1024,8,10,2,100,447187,,,,
2048,16,10,2,30,447257,,,,
4096,2,100,2,40,447297,,,,
1024,2,20,2,40,447317,,,,
2048,8,10,2,20,447348,,,,
2048,4,40,2,80,447478,,,,
1024,2,100,2,10,447518,,,,
2048,4,20,2,90,447518,,,,
4096,16,60,2,20,447528,,,,
1024,64,10,2,20,447547,,,,
8192,8,20,2,10,447548,,,,
4096,8,60,2,60,447598,,,,
8192,2,30,2,10,447598,,,,
2048,64,50,2,20,447628,,,,
4096,32,50,1,80,447648,,,,
8192,2,30,2,90,447707,,,,
8192,2,60,2,80,447748,,,,
1024,4,100,2,90,447768,,,,
1024,16,20,2,90,447778,,,,
1024,4,10,2,70,447818,,,,
4096,2,40,2,100,447828,,,,
8192,64,10,2,10,447849,,,,
1024,16,30,1,50,447899,,,,
8192,4,60,2,60,447909,,,,
8192,16,30,2,90,447918,,,,
8192,4,100,2,80,447928,,,,
2048,8,1000,1,30,447968,,,,
2048,8,20,2,80,447978,,,,
2048,64,30,2,50,447978,,,,
4096,8,100,1,0,448039,,,,
8192,4,30,2,60,448079,,,,
1024,2,10,2,10,448088,,,,
1024,2,100,2,50,448089,,,,
1024,4,10,2,90,448128,,,,
8192,8,30,2,50,448178,,,,
2048,32,10,1,10,448199,,,,
4096,32,20,2,100,448229,,,,
1024,16,60,2,90,448258,,,,
1024,2,20,2,100,448309,,,,
8192,4,10,2,20,448329,,,,
1024,2,30,2,40,448359,,,,
1024,32,10,2,70,448379,,,,
8192,4,20,2,20,448420,,,,
4096,8,50,2,90,448439,,,,
4096,16,1000,1,10,448449,,,,
4096,16,40,2,90,448459,,,,
8192,32,100,2,20,448459,,,,
8192,32,10,2,70,448480,,,,
2048,8,30,2,90,448609,,,,
1024,2,100,2,20,448669,,,,
2048,64,20,2,30,448690,,,,
1024,8,30,2,90,448730,,,,
2048,32,10,2,60,448750,,,,
2048,16,10,2,100,448770,,,,
2048,64,100,2,50,448829,,,,
1024,16,100,2,10,448850,,,,
4096,64,20,2,30,448880,,,,
1024,8,60,2,40,448900,,,,
1024,64,40,2,50,448930,,,,
8192,16,10,2,40,448930,,,,
1024,32,10,2,60,449021,,,,
1024,8,40,2,100,449040,,,,
2048,4,10,2,30,449061,,,,
4096,32,40,2,40,449080,,,,
1024,2,20,2,80,449111,,,,
2048,32,40,2,50,449130,,,,
2048,2,100,2,60,449180,,,,
1024,8,60,2,80,449191,,,,
8192,16,20,2,70,449191,,,,
1024,16,10,2,80,449240,,,,
4096,4,50,2,100,449241,,,,
1024,8,40,2,40,449261,,,,
4096,4,20,2,80,449291,,,,
1024,16,50,2,100,449361,,,,
1024,32,20,2,100,449391,,,,
8192,32,30,2,50,449401,,,,
2048,32,40,2,40,449421,,,,
1024,4,10,2,40,449431,,,,
1024,8,100,2,100,449451,,,,
2048,32,20,2,90,449472,,,,
1024,2,40,2,20,449542,,,,
4096,16,30,2,50,449562,,,,
4096,32,100,2,30,449562,,,,
2048,64,30,2,30,449641,,,,
1024,2,40,2,10,449651,,,,
1024,2,40,2,60,449682,,,,
1024,4,60,2,100,449682,,,,
8192,32,30,2,100,449682,,,,
8192,64,20,2,50,449741,,,,
2048,16,40,2,100,449791,,,,
4096,4,20,2,10,449792,,,,
2048,4,30,2,60,449841,,,,
2048,8,100,2,80,449861,,,,
4096,4,10,2,20,449862,,,,
1024,16,100,2,20,449882,,,,
2048,8,30,2,70,449962,,,,
1024,4,50,2,60,450022,,,,
1024,4,20,2,30,450032,,,,
1024,8,100,2,90,450052,,,,
1024,4,10,2,10,450112,,,,
1024,8,20,2,90,450112,,,,
2048,8,10,2,10,450112,,,,
8192,4,30,2,80,450112,,,,
1024,32,20,2,60,450122,,,,
4096,64,50,2,80,450173,,,,
8192,4,20,2,0,450192,,,,
2048,2,40,2,80,450232,,,,
1024,32,50,2,0,450262,,,,
1024,4,40,2,40,450283,,,,
2048,8,20,2,20,450322,,,,
1024,4,40,2,50,450323,,,,
8192,4,50,2,50,450332,,,,
1024,64,10,2,90,450353,,,,
4096,2,20,1,90,450353,,,,
1024,4,30,2,60,450403,,,,
1024,32,100,2,30,450443,,,,
2048,2,40,2,90,450453,,,,
1024,16,60,2,10,450463,,,,
2048,8,40,2,50,450503,,,,
1024,8,50,2,30,450513,,,,
2048,4,40,2,70,450523,,,,
4096,16,20,2,40,450553,,,,
2048,2,10,2,30,450583,,,,
2048,64,20,2,60,450593,,,,
2048,4,40,2,10,450623,,,,
4096,4,10,2,90,450624,,,,
4096,4,10,2,10,450673,,,,
8192,64,10,2,100,450673,,,,
2048,64,20,2,100,450693,,,,
1024,2,100,2,30,450704,,,,
8192,32,10,2,100,450724,,,,
1024,8,20,2,80,450784,,,,
4096,4,100,2,100,450784,,,,
4096,64,40,2,70,450803,,,,
4096,4,30,2,60,450834,,,,
4096,64,100,2,80,450844,,,,
4096,4,50,2,90,450864,,,,
4096,16,30,2,100,450883,,,,
8192,2,60,2,20,450904,,,,
4096,16,40,2,50,450924,,,,
2048,32,10,2,40,450964,,,,
8192,2,30,1,80,451034,,,,
4096,64,60,2,70,451174,,,,
4096,2,20,2,10,451184,,,,
1024,8,10,2,50,451234,,,,
1024,4,60,1,50,451235,,,,
8192,8,30,2,40,451285,,,,
1024,32,60,2,20,451304,,,,
1024,8,10,2,0,451365,,,,
8192,4,40,2,60,451365,,,,
4096,32,60,2,30,451424,,,,
8192,16,30,2,60,451425,,,,
1024,8,40,2,60,451444,,,,
2048,32,50,2,90,451455,,,,
2048,4,100,2,90,451515,,,,
1024,32,30,2,40,451535,,,,
1024,64,50,2,10,451575,,,,
8192,8,1000,1,0,451585,,,,
4096,8,30,2,40,451616,,,,
2048,8,10,2,50,451645,,,,
1024,4,30,2,80,451705,,,,
1024,8,50,2,20,451745,,,,
2048,4,60,2,100,451766,,,,
4096,2,40,2,30,451855,,,,
1024,16,100,2,50,451955,,,,
4096,4,40,2,10,451956,,,,
4096,4,40,2,60,451976,,,,
8192,8,100,2,90,452026,,,,
2048,8,40,2,0,452046,,,,
2048,16,10,2,90,452046,,,,
4096,4,30,2,10,452066,,,,
1024,16,100,2,90,452106,,,,
2048,16,30,2,90,452116,,,,
8192,2,20,2,30,452166,,,,
8192,4,10,2,10,452206,,,,
1024,64,40,2,40,452296,,,,
2048,32,100,2,70,452336,,,,
2048,4,30,2,50,452347,,,,
1024,2,60,2,60,452377,,,,
8192,64,100,2,50,452377,,,,
8192,64,100,2,40,452397,,,,
1024,8,20,2,60,452417,,,,
8192,4,30,2,30,452417,,,,
8192,8,10,2,0,452417,,,,
4096,64,40,2,100,452427,,,,
2048,16,20,2,30,452507,,,,
2048,8,60,2,60,452526,,,,
4096,32,10,2,10,452546,,,,
1024,4,20,1,20,452556,,,,
4096,8,50,2,50,452586,,,,
4096,2,50,2,30,452607,,,,
8192,16,20,2,20,452637,,,,
4096,64,20,2,80,452667,,,,
4096,4,60,2,60,452717,,,,
1024,64,100,2,20,452758,,,,
1024,8,100,2,80,452767,,,,
4096,32,40,2,10,452767,,,,
4096,32,10,2,60,452787,,,,
8192,4,30,2,50,452817,,,,
1024,64,10,2,40,452828,,,,
2048,64,1000,1,40,452868,,,,
1024,8,60,2,60,452877,,,,
1024,32,30,2,10,452887,,,,
2048,64,20,2,50,452888,,,,
8192,32,1000,1,60,452888,,,,
4096,32,10,2,20,452948,,,,
2048,64,60,2,0,452958,,,,
1024,64,100,1,0,452978,,,,
1024,8,100,2,70,452987,,,,
2048,8,40,2,80,453048,,,,
8192,2,50,2,60,453078,,,,
1024,2,10,2,40,453088,,,,
2048,32,60,2,80,453108,,,,
4096,2,1000,1,90,453108,,,,
8192,8,40,2,70,453108,,,,
2048,8,10,2,40,453187,,,,
4096,64,40,2,60,453248,,,,
4096,64,60,2,20,453258,,,,
8192,2,100,2,30,453258,,,,
1024,16,40,2,30,453288,,,,
1024,64,40,2,0,453328,,,,
4096,8,30,2,50,453368,,,,
1024,16,30,2,70,453378,,,,
4096,4,100,2,80,453378,,,,
8192,64,40,1,80,453378,,,,
1024,32,40,2,10,453439,,,,
1024,32,100,2,10,453469,,,,
1024,64,40,2,100,453498,,,,
8192,8,10,2,20,453509,,,,
1024,2,10,2,50,453529,,,,
1024,32,20,2,70,453529,,,,
2048,16,20,2,100,453529,,,,
4096,64,10,2,100,453548,,,,
8192,16,100,2,20,453558,,,,
2048,4,60,2,80,453559,,,,
1024,8,40,2,0,453568,,,,
1024,4,20,2,70,453589,,,,
2048,8,30,2,50,453589,,,,
1024,32,20,2,40,453608,,,,
4096,32,50,2,0,453709,,,,
4096,4,50,2,20,453719,,,,
1024,2,50,2,20,453769,,,,
8192,4,50,2,100,453770,,,,
2048,2,20,2,30,453799,,,,
8192,64,10,2,90,453799,,,,
4096,8,100,2,90,453809,,,,
1024,2,20,2,60,453839,,,,
4096,4,30,2,70,453849,,,,
1024,32,60,2,80,453850,,,,
1024,4,100,2,100,453859,,,,
2048,8,10,2,60,453879,,,,
2048,8,100,2,30,453939,,,,
8192,8,20,2,100,453939,,,,
2048,32,40,2,60,453949,,,,
8192,2,10,2,40,453959,,,,
2048,2,100,2,80,453960,,,,
4096,64,20,2,90,454010,,,,
2048,4,10,2,10,454019,,,,
1024,8,30,2,10,454020,,,,
2048,2,100,2,90,454029,,,,
8192,2,100,2,20,454060,,,,
4096,4,60,2,80,454070,,,,
4096,32,20,2,30,454070,,,,
2048,2,20,2,70,454079,,,,
8192,16,30,2,70,454089,,,,
1024,16,40,2,90,454090,,,,
1024,4,20,2,90,454130,,,,
1024,2,30,2,20,454150,,,,
8192,8,20,2,50,454180,,,,
4096,2,100,2,10,454210,,,,
4096,64,100,2,70,454250,,,,
2048,64,30,2,10,454260,,,,
2048,32,10,2,20,454270,,,,
4096,16,60,2,90,454290,,,,
4096,32,30,2,70,454300,,,,
4096,32,40,2,60,454300,,,,
2048,64,50,1,60,454310,,,,
1024,4,30,2,30,454320,,,,
8192,16,100,2,10,454320,,,,
1024,8,20,2,30,454350,,,,
1024,2,30,2,30,454411,,,,
8192,32,30,2,20,454421,,,,
4096,8,10,2,20,454471,,,,
2048,8,40,2,100,454481,,,,
8192,64,1000,1,70,454531,,,,
2048,2,100,2,100,454560,,,,
8192,32,60,2,60,454591,,,,
1024,2,60,2,50,454651,,,,
8192,16,10,2,90,454701,,,,
2048,16,50,2,50,454711,,,,
2048,2,100,2,20,454760,,,,
2048,16,30,2,40,454761,,,,
2048,4,30,2,100,454771,,,,
4096,4,20,2,100,454811,,,,
8192,16,60,2,20,454831,,,,
1024,8,30,2,40,454841,,,,
2048,32,30,2,90,454851,,,,
1024,8,100,2,20,454912,,,,
